name	human	chimpanzee	bonobo	description
PTPN2	1	1	0	protein tyrosine phosphatase non-receptor type 2
SEH1L	1	1	0	SEH1 like nucleoporin
CEP192	1	1	0	centrosomal protein 192
LDLRAD4	1	4	1	low density lipoprotein receptor class A domain containing 4
MC2R	1	0	0	melanocortin 2 receptor
ANKRD30B	4	0	0	ankyrin repeat domain 30B
ROCK1	1	1	1	Rho associated coiled-coil containing protein kinase 1
GREB1L	1	1	0	GREB1 like retinoic acid receptor coactivator
ESCO1	1	1	1	establishment of sister chromatid cohesion N-acetyltransferase 1
RBBP8	1	1	0	RB binding protein 8%2C endonuclease
CABLES1	1	0	1	Cdk5 and Abl enzyme substrate 1
TMEM241	1	0	1	transmembrane protein 241
NPC1	1	1	0	NPC intracellular cholesterol transporter 1
LAMA3	1	0	0	laminin subunit alpha 3
TTC39C	1	1	0	tetratricopeptide repeat domain 39C
OSBPL1A	1	1	0	oxysterol binding protein like 1A
IMPACT	1	0	0	impact RWD domain protein
ZNF521	1	1	1	zinc finger protein 521
SS18	1	1	0	SS18 subunit of BAF chromatin remodeling complex
PSMA8	1	0	0	proteasome 20S subunit alpha 8
TAF4B	1	1	0	TATA-box binding protein associated factor 4b
KCTD1	1	1	0	potassium channel tetramerization domain containing 1
CHST9	1	1	1	carbohydrate sulfotransferase 9
DSC2	1	1	0	desmocollin 2
DSC1	1	0	1	desmocollin 1
DSG2	1	1	0	desmoglein 2
B4GALT6	1	0	0	beta-1%2C4-galactosyltransferase 6
TRAPPC8	1	1	0	trafficking protein particle complex subunit 8
GAREM1	1	1	1	GRB2 associated regulator of MAPK1 subtype 1
KLHL14	1	1	0	kelch like family member 14
CCDC178	1	1	1	coiled-coil domain containing 178
NOL4	1	1	0	nucleolar protein 4
DTNA	1	1	0	dystrobrevin alpha
MAPRE2	1	1	0	microtubule associated protein RP/EB family member 2
GALNT1	1	1	0	polypeptide N-acetylgalactosaminyltransferase 1
RPRD1A	1	1	0	regulation of nuclear pre-mRNA domain containing 1A
SLC39A6	1	0	0	solute carrier family 39 member 6
ELP2	1	0	0	elongator acetyltransferase complex subunit 2
MOCOS	1	4	0	molybdenum cofactor sulfurase
FHOD3	1	1	1	formin homology 2 domain containing 3
KIAA1328	1	1	1	KIAA1328
RIT2	1	1	1	Ras like without CAAX 2
SETBP1	1	1	0	SET binding protein 1
SLC14A2	1	0	1	solute carrier family 14 member 2
PSTPIP2	1	0	0	proline-serine-threonine phosphatase interacting protein 2
ARK2N	1	1	0	arkadia (RNF111) N-terminal like PKA signaling regulator 2N
ST8SIA5	1	1	0	ST8 alpha-N-acetyl-neuraminide alpha-2%2C8-sialyltransferase 5
PIAS2	1	1	0	protein inhibitor of activated STAT 2
KATNAL2	1	1	1	katanin catalytic subunit A1 like 2
HDHD2	1	1	0	haloacid dehalogenase like hydrolase domain containing 2
SMAD2	4	1	0	SMAD family member 2
ZBTB7C	1	1	0	zinc finger and BTB domain containing 7C
CTIF	1	1	0	cap binding complex dependent translation initiation factor
SMAD7	1	0	0	SMAD family member 7
DYM	1	1	1	dymeclin
RPL17	1	0	0	ribosomal protein L17
RPL17-C18orf32	1	0	0	RPL17-C18orf32 readthrough
LIPG	1	1	1	lipase G%2C endothelial type
ACAA2	1	1	0	acetyl-CoA acyltransferase 2
MYO5B	1	1	1	myosin VB
SKA1	1	0	0	spindle and kinetochore associated complex subunit 1
MAPK4	1	1	0	mitogen-activated protein kinase 4
MRO	1	1	0	maestro
ME2	1	1	1	malic enzyme 2
DCC	1	4	1	DCC netrin 1 receptor
MBD2	1	1	0	methyl-CpG binding domain protein 2
POLI	1	0	0	DNA polymerase iota
STARD6	1	1	1	StAR related lipid transfer domain containing 6
RAB27B	1	1	1	RAB27B%2C member RAS oncogene family
CCDC68	1	4	1	coiled-coil domain containing 68
TCF4	1	1	1	transcription factor 4
WDR7	1	1	1	WD repeat domain 7
ONECUT2	1	0	0	one cut homeobox 2
FECH	1	1	0	ferrochelatase
NARS1	1	1	0	asparaginyl-tRNA synthetase 1
ATP8B1	1	1	1	ATPase phospholipid transporting 8B1
NEDD4L	1	1	1	NEDD4 like E3 ubiquitin protein ligase
MALT1	1	1	1	MALT1 paracaspase
SEC11C	1	1	0	SEC11 homolog C%2C signal peptidase complex subunit
CPLX4	1	1	1	complexin 4
CCBE1	1	1	1	collagen and calcium binding EGF domains 1
MC4R	1	0	0	melanocortin 4 receptor
CDH20	1	1	1	cadherin 20
RNF152	1	1	0	ring finger protein 152
PIGN	1	1	1	phosphatidylinositol glycan anchor biosynthesis class N
TNFRSF11A	1	1	1	TNF receptor superfamily member 11a
PHLPP1	1	1	1	PH domain and leucine rich repeat protein phosphatase 1
BCL2	1	1	0	BCL2 apoptosis regulator
KDSR	1	0	0	3-ketodihydrosphingosine reductase
SERPINB5	1	0	0	serpin family B member 5
CDH7	1	1	1	cadherin 7
CDH19	1	1	0	cadherin 19
CCDC102B	4	1	1	coiled-coil domain containing 102B
DOK6	1	1	1	docking protein 6
CD226	1	1	1	CD226 molecule
RTTN	1	1	0	rotatin
SOCS6	1	1	1	suppressor of cytokine signaling 6
NETO1	1	1	0	neuropilin and tolloid like 1
CYB5A	1	0	0	cytochrome b5 type A
ZNF407	1	1	0	zinc finger protein 407
ZNF516	1	1	0	zinc finger protein 516
ZNF236	1	1	0	zinc finger protein 236
MBP	1	1	1	myelin basic protein
GALR1	1	4	0	galanin receptor 1
ATP9B	1	1	1	ATPase phospholipid transporting 9B (putative)
LOC107985149	1	0	0	histidine-rich protein PFHRP-II-like
NFATC1	1	1	1	nuclear factor of activated T cells 1
LOC124904333	1	0	0	octapeptide-repeat protein T2
CTDP1	1	1	0	CTD phosphatase subunit 1
KCNG2	1	1	1	potassium voltage-gated channel modifier subfamily G member 2
RBFA	1	1	0	ribosome binding factor A
TXNL4A	1	1	0	thioredoxin like 4A
PARD6G	1	1	1	par-6 family cell polarity regulator gamma
OR4F17	1	0	0	olfactory receptor family 4 subfamily F member 17
MIER2	1	1	1	MIER family member 2
SPMAP2	4	1	1	sperm microtubule associated protein 2
CIMAP1D	1	1	1	CIMAP1 family member D
MADCAM1	1	1	1	mucosal vascular addressin cell adhesion molecule 1
GZMM	1	0	0	granzyme M
CDC34	1	0	0	cell division cycle 34%2C ubiqiutin conjugating enzyme
HCN2	1	1	1	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
PRSS57	1	1	1	serine protease 57
MISP	1	1	1	mitotic spindle positioning
PLPPR3	1	0	0	phospholipid phosphatase related 3
PRTN3	1	0	0	proteinase 3
CFD	1	0	0	complement factor D
ELANE	1	0	0	elastase%2C neutrophil expressed
MED16	2	1	1	mediator complex subunit 16
WDR18	1	0	0	WD repeat domain 18
TMEM259	1	1	0	transmembrane protein 259
CNN2	1	1	0	calponin 2
ABCA7	1	4	0	ATP binding cassette subfamily A member 7
POLR2E	1	0	1	RNA polymerase II%2C I and III subunit E
GPX4	3	0	0	glutathione peroxidase 4
SBNO2	1	1	1	strawberry notch homolog 2
ATP5F1D	1	1	0	ATP synthase F1 subunit delta
MIDN	1	1	0	midnolin
CIRBP	1	0	0	cold inducible RNA binding protein
FAM174C	1	0	0	family with sequence similarity 174 member C
NDUFS7	1	0	0	NADH:ubiquinone oxidoreductase core subunit S7
PWWP3A	1	0	0	PWWP domain containing 3A%2C DNA repair factor
REEP6	1	1	0	receptor accessory protein 6
ADAMTSL5	4	1	0	ADAMTS like 5
PLK5	1	0	0	polo like kinase 5 (inactive)
ONECUT3	1	0	0	one cut homeobox 3
ATP8B3	1	1	0	ATPase phospholipid transporting 8B3
KLF16	1	0	0	KLF transcription factor 16
SCAMP4	1	1	1	secretory carrier membrane protein 4
CSNK1G2	1	1	0	casein kinase 1 gamma 2
BTBD2	1	1	0	BTB domain containing 2
AP3D1	1	0	0	adaptor related protein complex 3 subunit delta 1
DOT1L	1	1	0	DOT1 like histone lysine methyltransferase
OAZ1	1	0	0	ornithine decarboxylase antizyme 1
PEAK3	4	0	0	PEAK family member 3
SPPL2B	1	1	0	signal peptide peptidase like 2B
TMPRSS9	3	1	1	transmembrane serine protease 9
TIMM13	1	0	0	translocase of inner mitochondrial membrane 13
LMNB2	1	1	0	lamin B2
GNG7	1	1	1	G protein subunit gamma 7
SGTA	1	0	1	small glutamine rich tetratricopeptide repeat co-chaperone alpha
ZNF554	1	0	0	zinc finger protein 554
THOP1	1	4	1	thimet oligopeptidase 1
ZNF57	1	1	1	zinc finger protein 57
ZNF77	1	1	1	zinc finger protein 77
TLE6	1	2	0	TLE family member 6%2C subcortical maternal complex member
TLE2	1	1	0	TLE family member 2%2C transcriptional corepressor
CELF5	1	1	0	CUGBP Elav-like family member 5
NFIC	1	1	0	nuclear factor I C
GIPC3	1	0	0	GIPC PDZ domain containing family member 3
HMG20B	1	0	0	high mobility group 20B
PIP5K1C	1	1	1	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
TJP3	1	1	0	tight junction protein 3
APBA3	1	0	0	amyloid beta precursor protein binding family A member 3
MRPL54	1	0	0	mitochondrial ribosomal protein L54
ZFR2	1	1	1	zinc finger RNA binding protein 2
ATCAY	1	1	0	ATCAY kinesin light chain interacting caytaxin
NMRK2	1	1	1	nicotinamide riboside kinase 2
DAPK3	1	0	0	death associated protein kinase 3
EEF2	1	0	1	eukaryotic translation elongation factor 2
PIAS4	1	1	1	protein inhibitor of activated STAT 4
MAP2K2	1	0	1	mitogen-activated protein kinase kinase 2
CREB3L3	1	0	1	cAMP responsive element binding protein 3 like 3
ANKRD24	1	0	0	ankyrin repeat domain 24
YJU2	1	4	0	YJU2 splicing factor homolog
SHD	1	1	1	Src homology 2 domain containing transforming protein D
TMIGD2	1	1	0	transmembrane and immunoglobulin domain containing 2
SEMA6B	1	1	1	semaphorin 6B
TICAM1	1	1	0	TIR domain containing adaptor molecule 1
PLIN3	1	0	0	perilipin 3
ARRDC5	1	1	1	arrestin domain containing 5
UHRF1	1	1	0	ubiquitin like with PHD and ring finger domains 1
KDM4B	1	0	0	lysine demethylase 4B
SAFB	1	1	1	scaffold attachment factor B
LONP1	1	0	0	lon peptidase 1%2C mitochondrial
CATSPERD	1	1	0	cation channel sperm associated auxiliary subunit delta
NRTN	1	0	0	neurturin
FUT3	1	0	1	fucosyltransferase 3 (Lewis blood group)
FUT5	1	1	0	fucosyltransferase 5
NDUFA11	1	0	0	NADH:ubiquinone oxidoreductase subunit A11
VMAC	1	0	0	vimentin type intermediate filament associated coiled-coil protein
CAPS	1	0	0	calcyphosine
RFX2	1	2	0	regulatory factor X2
ACSBG2	1	1	0	acyl-CoA synthetase bubblegum family member 2
ACER1	1	0	0	alkaline ceramidase 1
GTF2F1	1	1	0	general transcription factor IIF subunit 1
SLC25A41	1	0	0	solute carrier family 25 member 41
SLC25A23	1	1	1	solute carrier family 25 member 23
TUBB4A	1	1	0	tubulin beta 4A class IVa
VAV1	1	1	1	vav guanine nucleotide exchange factor 1
ADGRE1	1	1	4	adhesion G protein-coupled receptor E1
MBD3L2B	4	0	0	methyl-CpG binding domain protein 3 like 2B
MBD3L5	1	0	0	methyl-CpG binding domain protein 3 like 5
MBD3L4	4	0	0	methyl-CpG binding domain protein 3 like 4
MBD3L2	4	0	0	methyl-CpG binding domain protein 3 like 2
MBD3L3	4	0	0	methyl-CpG binding domain protein 3 like 3
INSR	4	1	1	insulin receptor
ARHGEF18	1	1	0	Rho/Rac guanine nucleotide exchange factor 18
PEX11G	1	1	0	peroxisomal biogenesis factor 11 gamma
STXBP2	1	0	0	syntaxin binding protein 2
PET100	1	0	0	PET100 cytochrome c oxidase chaperone
PCP2	1	0	0	Purkinje cell protein 2
CD209	1	2	0	CD209 molecule
TIMM44	1	0	0	translocase of inner mitochondrial membrane 44
CERS4	1	1	1	ceramide synthase 4
CD320	1	1	0	CD320 molecule
NDUFA7	1	0	0	NADH:ubiquinone oxidoreductase subunit A7
RPS28	1	0	0	ribosomal protein S28
KANK3	1	1	0	KN motif and ankyrin repeat domains 3
ANGPTL4	1	0	0	angiopoietin like 4
MARCHF2	1	1	1	membrane associated ring-CH-type finger 2
RAB11B	1	0	0	RAB11B%2C member RAS oncogene family
HNRNPM	1	0	1	heterogeneous nuclear ribonucleoprotein M
PRAM1	1	0	0	PML-RARA regulated adaptor molecule 1
MYO1F	1	0	0	myosin IF
ADAMTS10	1	1	0	ADAM metallopeptidase with thrombospondin type 1 motif 10
ZNF558	1	0	0	zinc finger protein 558
MUC16	4	4	1	mucin 16%2C cell surface associated
ZNF317	1	1	0	zinc finger protein 317
OR7D2	1	0	0	olfactory receptor family 7 subfamily D member 2
OR7D4	1	0	0	olfactory receptor family 7 subfamily D member 4
OR7E24	1	0	0	olfactory receptor family 7 subfamily E member 24
ZNF559-ZNF177	1	0	0	ZNF559-ZNF177 readthrough
ZNF559	1	1	0	zinc finger protein 559
ZNF266	1	1	1	zinc finger protein 266
ZNF560	1	0	4	zinc finger protein 560
ZNF846	4	4	0	zinc finger protein 846
FBXL12	4	1	1	F-box and leucine rich repeat protein 12
OLFM2	1	1	1	olfactomedin 2
DNMT1	1	1	1	DNA methyltransferase 1
ICAM3	1	0	0	intercellular adhesion molecule 3
RAVER1	1	1	0	ribonucleoprotein%2C PTB binding 1
PDE4A	1	0	0	phosphodiesterase 4A
KEAP1	1	1	0	kelch like ECH associated protein 1
ILF3	1	0	0	interleukin enhancer binding factor 3
QTRT1	1	1	0	queuine tRNA-ribosyltransferase catalytic subunit 1
DNM2	1	1	1	dynamin 2
CARM1	1	1	0	coactivator associated arginine methyltransferase 1
LDLR	1	1	0	low density lipoprotein receptor
KANK2	1	0	0	KN motif and ankyrin repeat domains 2
DOCK6	1	1	0	dedicator of cytokinesis 6
TSPAN16	1	0	1	tetraspanin 16
CCDC159	1	1	1	coiled-coil domain containing 159
PLPPR2	1	1	1	phospholipid phosphatase related 2
ZNF627	1	1	1	zinc finger protein 627
ZNF823	1	0	0	zinc finger protein 823
ZNF439	1	0	0	zinc finger protein 439
ZNF700	1	4	0	zinc finger protein 700
ZNF69	1	0	0	zinc finger protein 69
ZNF763	1	0	0	zinc finger protein 763
ZNF878	1	0	0	zinc finger protein 878
ZNF844	4	0	0	zinc finger protein 844
ZNF20	1	0	0	zinc finger protein 20
ZNF136	1	1	0	zinc finger protein 136
ZNF44	1	0	0	zinc finger protein 44
ZNF799	1	1	0	zinc finger protein 799
ZNF564	1	1	0	zinc finger protein 564
ZNF791	1	1	1	zinc finger protein 791
MAN2B1	1	1	0	mannosidase alpha class 2B member 1
TNPO2	1	0	0	transportin 2
HOOK2	1	1	0	hook microtubule tethering protein 2
MAST1	1	0	0	microtubule associated serine/threonine kinase 1
CACNA1A	1	1	1	calcium voltage-gated channel subunit alpha1 A
YJU2B	1	1	1	YJU2 splicing factor homolog B
NANOS3	1	0	0	nanos C2HC-type zinc finger 3
PRKACA	1	1	0	protein kinase cAMP-activated catalytic subunit alpha
SMIM46	4	0	0	small integral membrane protein 46
ADGRL1	1	0	1	adhesion G protein-coupled receptor L1
GIPC1	1	1	0	GIPC PDZ domain containing family member 1
CLEC17A	4	1	0	C-type lectin domain containing 17A
ADGRE3	1	1	1	adhesion G protein-coupled receptor E3
ZNF333	1	0	0	zinc finger protein 333
ADGRE2	3	4	0	adhesion G protein-coupled receptor E2
OR7C1	4	0	0	olfactory receptor family 7 subfamily C member 1
OR7A5	1	0	0	olfactory receptor family 7 subfamily A member 5
OR7C2	1	0	0	olfactory receptor family 7 subfamily C member 2
TEKTL1	1	0	0	tektin like 1
SLC1A6	1	0	0	solute carrier family 1 member 6
BRD4	1	1	0	bromodomain containing 4
PGLYRP2	1	1	1	peptidoglycan recognition protein 2
CYP4F22	1	0	1	cytochrome P450 family 4 subfamily F member 22
CYP4F8	1	3	1	cytochrome P450 family 4 subfamily F member 8
CYP4F12	4	0	0	cytochrome P450 family 4 subfamily F member 12
OR10H5	1	0	0	olfactory receptor family 10 subfamily H member 5
OR10H1	1	0	0	olfactory receptor family 10 subfamily H member 1
CYP4F2	1	0	0	cytochrome P450 family 4 subfamily F member 2
CYP4F11	4	0	0	cytochrome P450 family 4 subfamily F member 11
TPM4	1	1	0	tropomyosin 4
EPS15L1	1	1	0	epidermal growth factor receptor pathway substrate 15 like 1
SLC35E1	1	1	0	solute carrier family 35 member E1
TMEM38A	1	0	0	transmembrane protein 38A
NWD1	1	0	1	NACHT and WD repeat domain containing 1
CPAMD8	1	0	0	C3 and PZP like alpha-2-macroglobulin domain containing 8
HAUS8	1	0	0	HAUS augmin like complex subunit 8
MYO9B	1	1	0	myosin IXB
OCEL1	1	0	0	occludin/ELL domain containing 1
USHBP1	1	1	0	USH1 protein network component harmonin binding protein 1
NR2F6	1	0	0	nuclear receptor subfamily 2 group F member 6
PLVAP	1	0	0	plasmalemma vesicle associated protein
MVB12A	1	0	0	multivesicular body subunit 12A
BST2	1	1	0	bone marrow stromal cell antigen 2
TMEM221	1	1	0	transmembrane protein 221
PGLS	1	1	0	6-phosphogluconolactonase
SLC27A1	1	0	0	solute carrier family 27 member 1
NIBAN3	1	1	0	niban apoptosis regulator 3
COLGALT1	1	1	1	collagen beta(1-O)galactosyltransferase 1
UNC13A	1	1	0	unc-13 homolog A
MAP1S	1	0	0	microtubule associated protein 1S
FCHO1	1	0	1	FCH and mu domain containing endocytic adaptor 1
JAK3	1	0	0	Janus kinase 3
CCDC124	1	0	0	coiled-coil domain containing 124
KCNN1	1	1	1	potassium calcium-activated channel subfamily N member 1
IL12RB1	1	1	0	interleukin 12 receptor subunit beta 1
MAST3	1	1	1	microtubule associated serine/threonine kinase 3
IQCN	1	1	1	IQ motif containing N
JUND	1	1	1	JunD proto-oncogene%2C AP-1 transcription factor subunit
KXD1	1	0	0	KxDL motif containing 1
REX1BD	1	0	0	required for excision 1-B domain containing
CRLF1	1	0	0	cytokine receptor like factor 1
KLHL26	1	0	0	kelch like family member 26
CRTC1	1	0	0	CREB regulated transcription coactivator 1
CERS1	1	0	0	ceramide synthase 1
GDF1	1	0	0	growth differentiation factor 1
HOMER3	1	0	0	homer scaffold protein 3
SLC25A42	1	0	1	solute carrier family 25 member 42
MEF2B	1	0	1	myocyte enhancer factor 2B
BORCS8-MEF2B	1	0	0	BORCS8-MEF2B readthrough
SUGP1	1	1	0	SURP and G-patch domain containing 1
MAU2	1	0	0	MAU2 sister chromatid cohesion factor
NDUFA13	1	0	0	NADH:ubiquinone oxidoreductase subunit A13
ZNF14	1	0	0	zinc finger protein 14
ZNF506	1	1	0	zinc finger protein 506
ZNF253	1	1	0	zinc finger protein 253
ZNF93	1	1	1	zinc finger protein 93
ZNF90	1	1	0	zinc finger protein 90
ZNF486	1	0	0	zinc finger protein 486
ZNF737	1	0	0	zinc finger protein 737
ZNF66	1	1	0	zinc finger protein 66
ZNF430	1	0	0	zinc finger protein 430
ZNF714	1	0	1	zinc finger protein 714
ZNF431	1	0	0	zinc finger protein 431
ZNF708	1	0	1	zinc finger protein 708
ZNF493	4	0	0	zinc finger protein 493
ZNF429	1	1	1	zinc finger protein 429
ZNF100	1	0	0	zinc finger protein 100
ZNF43	1	0	1	zinc finger protein 43
ZNF208	1	1	0	zinc finger protein 208
ZNF676	1	0	0	zinc finger protein 676
ZNF98	1	0	0	zinc finger protein 98
ZNF492	1	0	0	zinc finger protein 492
ZNF99	1	1	0	zinc finger protein 99
ZNF723	1	0	0	zinc finger protein 723
ZNF730	1	0	0	zinc finger protein 730
ZNF724	1	0	0	zinc finger protein 724
ZNF91	1	0	0	zinc finger protein 91
ZNF675	1	4	0	zinc finger protein 675
RPSA2	4	0	0	ribosomal protein SA 2
LOC124908081	4	0	0	glycine cleavage system H protein%2C mitochondrial-like
ZNF254	1	1	1	zinc finger protein 254
CCNE1	1	1	0	cyclin E1
URI1	1	1	1	URI1 prefoldin like chaperone
ZNF536	1	1	1	zinc finger protein 536
TSHZ3	1	0	0	teashirt zinc finger homeobox 3
ANKRD27	1	1	1	ankyrin repeat domain 27
CEP89	1	1	0	centrosomal protein 89
GPATCH1	1	0	1	G-patch domain containing 1
SLC7A10	1	0	0	solute carrier family 7 member 10
CEBPG	1	0	0	CCAAT enhancer binding protein gamma
CHST8	1	1	0	carbohydrate sulfotransferase 8
LSM14A	1	1	0	LSM14A mRNA processing body assembly factor
GARRE1	1	1	0	granule associated Rac and RHOG effector 1
SCGB2B2	1	4	4	secretoglobin family 2B member 2
ZNF599	1	0	1	zinc finger protein 599
ZNF30	1	0	1	zinc finger protein 30
GRAMD1A	1	0	0	GRAM domain containing 1A
HPN	1	1	0	hepsin
FXYD5	1	0	0	FXYD domain containing ion transport regulator 5
CD22	1	1	0	CD22 molecule
GPR42	4	0	0	G protein-coupled receptor 42
FFAR3	1	0	0	free fatty acid receptor 3
RBM42	1	0	0	RNA binding motif protein 42
HAUS5	1	0	0	HAUS augmin like complex subunit 5
PRODH2	1	0	0	proline dehydrogenase 2
NPHS1	1	1	1	NPHS1 adhesion molecule%2C nephrin
LRFN3	1	1	1	leucine rich repeat and fibronectin type III domain containing 3
THAP8	1	1	0	THAP domain containing 8
WDR62	1	1	0	WD repeat domain 62
OVOL3	1	0	0	ovo like zinc finger 3
TBCB	1	0	0	tubulin folding cofactor B
ZNF565	1	1	1	zinc finger protein 565
ZNF146	1	0	0	zinc finger protein 146
ZFP14	1	1	0	ZFP14 zinc finger protein
ZFP82	1	0	0	ZFP82 zinc finger protein
ZNF566	1	4	0	zinc finger protein 566
ZNF529	1	0	0	zinc finger protein 529
ZNF382	1	0	0	zinc finger protein 382
ZNF461	1	0	0	zinc finger protein 461
ZNF568	1	1	1	zinc finger protein 568
ZNF420	1	1	1	zinc finger protein 420
ZNF585B	1	1	0	zinc finger protein 585B
ZNF383	1	1	0	zinc finger protein 383
ZNF875	1	1	0	zinc finger protein 875
ZNF570	1	0	1	zinc finger protein 570
ZNF793	4	1	1	zinc finger protein 793
ZNF571	1	0	0	zinc finger protein 571
ZNF540	1	0	0	zinc finger protein 540
ZNF573	1	1	0	zinc finger protein 573
SIPA1L3	1	1	0	signal induced proliferation associated 1 like 3
SPINT2	1	1	1	serine peptidase inhibitor%2C Kunitz type 2
RYR1	1	1	1	ryanodine receptor 1
EIF3K	1	0	0	eukaryotic translation initiation factor 3 subunit K
ACTN4	1	1	0	actinin alpha 4
CAPN12	4	1	0	calpain 12
HNRNPL	1	0	0	heterogeneous nuclear ribonucleoprotein L
SIRT2	1	0	0	sirtuin 2
NFKBIB	1	0	0	NFKB inhibitor beta
FBXO17	1	1	1	F-box protein 17
PAK4	1	0	1	p21 (RAC1) activated kinase 4
FCGBP	4	1	4	Fc gamma binding protein
ZNF546	1	1	0	zinc finger protein 546
ZNF780A	1	1	0	zinc finger protein 780A
AKT2	1	1	1	AKT serine/threonine kinase 2
CCNP	1	0	0	cyclin P
BLVRB	1	1	1	biliverdin reductase B
SPTBN4	1	1	0	spectrin beta%2C non-erythrocytic 4
SHKBP1	1	0	0	SH3KBP1 binding protein 1
LTBP4	1	1	0	latent transforming growth factor beta binding protein 4
NUMBL	1	1	1	NUMB like endocytic adaptor protein
SNRPA	1	0	1	small nuclear ribonucleoprotein polypeptide A
CYP2A6	4	0	0	cytochrome P450 family 2 subfamily A member 6
CYP2A7	1	1	4	cytochrome P450 family 2 subfamily A member 7
TMEM91	1	1	0	transmembrane protein 91
B9D2	1	1	0	B9 domain containing 2
BCKDHA	1	0	0	branched chain keto acid dehydrogenase E1 subunit alpha
CEACAM4	1	0	0	CEA cell adhesion molecule 4
CEACAM7	4	0	0	CEA cell adhesion molecule 7
CEACAM5	1	0	0	CEA cell adhesion molecule 5
CEACAM3	4	1	0	CEA cell adhesion molecule 3
ARHGEF1	1	0	1	Rho guanine nucleotide exchange factor 1
GRIK5	1	1	0	glutamate ionotropic receptor kainate type subunit 5
TMEM145	1	1	0	transmembrane protein 145
CXCL17	1	0	0	C-X-C motif chemokine ligand 17
CEACAM1	1	1	0	CEA cell adhesion molecule 1
PSG8	4	0	0	pregnancy specific beta-1-glycoprotein 8
PSG3	4	0	0	pregnancy specific beta-1-glycoprotein 3
PSG6	1	0	0	pregnancy specific beta-1-glycoprotein 6
PSG7	4	0	0	pregnancy specific beta-1-glycoprotein 7
PSG11	1	0	0	pregnancy specific beta-1-glycoprotein 11
PSG5	1	0	0	pregnancy specific beta-1-glycoprotein 5
PSG4	4	4	0	pregnancy specific beta-1-glycoprotein 4
PSG9	4	0	1	pregnancy specific beta-1-glycoprotein 9
CD177	1	0	1	CD177 molecule
