chromosome,start,end,population,avg_tmrca_myr,genes,gene_biotypes,descriptions,feature_annotation
chr20_pat_hsa19,61913000,61914000,Bonobo,19.01618440535172,LOC129394797,protein_coding,ret finger protein-like 4A,SEDEF_SD
chr15_mat_hsa14,107620000,107621000,Bonobo,19.00534058676875,.,,,"L1MC4#LINE/L1,L1ME2z#LINE/L1,LTR52#LTR/ERVL,MER89-int#LTR/ERV1,SEDEF_SD,TR"
chr9_pat_hsa11,6726000,6727000,Bonobo,18.96258735492113,"LOC134731187,LOC129393429",lncRNA;protein_coding,uncharacterized LOC134731187;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr9_pat_hsa11,6739000,6740000,Bonobo,18.962330887236575,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr20_pat_hsa19,61910000,61911000,Bonobo,18.948474647712047,LOC129394797,protein_coding,ret finger protein-like 4A,"SEDEF_SD,TR"
chr18_pat_hsa16,99522000,99523000,Bonobo,18.92658482390146,SPATA33,protein_coding,spermatogenesis associated 33,"Alu#SINE/Alu,AluYg6#SINE/Alu"
chr7_pat_hsa8,18328000,18329000,Bonobo,18.87281529399611,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr20_pat_hsa19,4746000,4747000,Bonobo,18.862469517496255,SHC2,protein_coding,SHC adaptor protein 2,TR
chr9_pat_hsa11,6637000,6638000,Bonobo,18.846477238945816,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6786000,6787000,Bonobo,18.840430313626353,.,,,SEDEF_SD
chr5_pat_hsa6,45837000,45838000,Bonobo,18.833947890330485,LOC100982294,protein_coding,class I histocompatibility antigen%2C Gogo-C*0202 alpha chain,"SEDEF_SD,TR"
chr21_mat_hsa20,1082000,1083000,Bonobo,18.793418108200587,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6823000,6824000,Bonobo,18.788529863842957,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6822000,6823000,Bonobo,18.776950951042416,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6629000,6630000,Bonobo,18.77688085735193,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6777000,6778000,Bonobo,18.775186185493187,.,,,SEDEF_SD
chr9_pat_hsa11,6627000,6628000,Bonobo,18.737300485963416,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr20_pat_hsa19,61914000,61915000,Bonobo,18.72773915528635,LOC129394797,protein_coding,ret finger protein-like 4A,"SEDEF_SD,TR"
chr7_pat_hsa8,18740000,18741000,Bonobo,18.718300800647505,CSMD1,protein_coding,CUB and Sushi multiple domains 1,.
chr9_pat_hsa11,6814000,6815000,Bonobo,18.68900204550761,.,,,SEDEF_SD
chr9_pat_hsa11,6582000,6583000,Bonobo,18.607420988954633,LOC129393326,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2,"SEDEF_SD,TR"
chr9_pat_hsa11,6597000,6598000,Bonobo,18.599061311535202,.,,,SEDEF_SD
chr20_pat_hsa19,62034000,62035000,Bonobo,18.593350422099682,LOC129394808,protein_coding,ret finger protein-like 4A,"SEDEF_SD,TR"
chr17_mat_hsa18,91737000,91738000,Bonobo,18.592487011293752,.,,,L1MB8#LINE/L1
chr7_pat_hsa8,18739000,18740000,Bonobo,18.5846253281862,CSMD1,protein_coding,CUB and Sushi multiple domains 1,.
chr18_pat_hsa16,99523000,99524000,Bonobo,18.56503596973929,SPATA33,protein_coding,spermatogenesis associated 33,"Alu#SINE/Alu,AluYg6#SINE/Alu,MER41-int#LTR/ERV1"
chr9_pat_hsa11,6544000,6545000,Bonobo,18.553731753258308,"LOC134731186,LOC129393315",lncRNA;protein_coding,uncharacterized LOC134731186;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,"SEDEF_SD,TR"
chr9_pat_hsa11,6583000,6584000,Bonobo,18.509627531254466,LOC129393326,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2,SEDEF_SD
chr9_pat_hsa11,6775000,6776000,Bonobo,18.506005410482942,.,,,SEDEF_SD
chr2_mat_hsa3,195521000,195522000,Bonobo,18.489765827815525,LOC100975254,protein_coding,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial-like,SEDEF_SD
chr9_pat_hsa11,6671000,6672000,Bonobo,18.481334475530137,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr9_pat_hsa11,6628000,6629000,Bonobo,18.43633485895533,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr17_mat_hsa18,97365000,97366000,Bonobo,18.40321683757193,CTDP1,protein_coding,CTD phosphatase subunit 1,L1M4b#LINE/L1
chr9_pat_hsa11,6656000,6657000,Bonobo,18.374033595725834,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr9_pat_hsa11,6613000,6614000,Bonobo,18.344509036033966,.,,,"SEDEF_SD,TR"
chr20_pat_hsa19,6339000,6340000,Bonobo,18.33441688401432,CSNK1G2,protein_coding,casein kinase 1 gamma 2,.
chr18_pat_hsa16,99602000,99603000,Bonobo,18.325434986879625,FANCA,protein_coding,FA complementation group A,L1MB5#LINE/L1
chr10_mat_hsa12,5907000,5908000,Bonobo,18.30449716113752,CCDC77,protein_coding,coiled-coil domain containing 77,L1MB2#LINE/L1
chr15_mat_hsa14,107920000,107921000,Bonobo,18.30161584905721,.,,,"LTR25-int#LTR/ERV1,SEDEF_SD,THE1B#LTR/ERVL-MaLR"
chr20_pat_hsa19,62011000,62012000,Bonobo,18.28525087343684,.,,,SEDEF_SD
chr9_pat_hsa11,6623000,6624000,Bonobo,18.274626672856982,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr5_pat_hsa6,45827000,45828000,Bonobo,18.268095393262904,.,,,"SEDEF_SD,TR"
chr5_pat_hsa6,45839000,45840000,Bonobo,18.229814567561,LOC100982294,protein_coding,class I histocompatibility antigen%2C Gogo-C*0202 alpha chain,SEDEF_SD
chr8_mat_hsa10,143806000,143807000,Bonobo,18.2197913563569,.,,,TR
chr9_pat_hsa11,6700000,6701000,Bonobo,18.21452732771096,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6657000,6658000,Bonobo,18.204654517206126,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr7_pat_hsa8,18814000,18815000,Bonobo,18.20450940989649,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr10_mat_hsa12,5515000,5516000,Bonobo,18.196156067987417,.,,,"L1MB5#LINE/L1,L1P1#LINE/L1,SEDEF_SD"
chr9_pat_hsa11,6594000,6595000,Bonobo,18.195587955481646,.,,,SEDEF_SD
chr7_pat_hsa8,29940000,29941000,Bonobo,18.191951265175152,.,,,"SEDEF_SD,TR"
chr20_pat_hsa19,62035000,62036000,Bonobo,18.191359219215098,.,,,SEDEF_SD
chr9_pat_hsa11,6829000,6830000,Bonobo,18.163792724371287,LOC129393322,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr19_pat_hsa17,8088000,8089000,Bonobo,18.163335348517663,VPS53,protein_coding,VPS53 subunit of GARP complex,L2c#LINE/L2
chr2_mat_hsa3,195520000,195521000,Bonobo,18.151510444033626,LOC100975254,protein_coding,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial-like,"SEDEF_SD,TR"
chr7_pat_hsa8,17201000,17202000,Bonobo,18.132370501882626,.,,,"SEDEF_SD,TR"
chr20_pat_hsa19,4743000,4744000,Bonobo,18.114244640602465,SHC2,protein_coding,SHC adaptor protein 2,TR
chr9_pat_hsa11,5494000,5495000,Bonobo,18.112648525161703,OSBPL5,protein_coding,oxysterol binding protein like 5,.
chr10_mat_hsa12,5906000,5907000,Bonobo,18.076348786367724,CCDC77,protein_coding,coiled-coil domain containing 77,L1MB2#LINE/L1
chr9_pat_hsa11,6603000,6604000,Bonobo,18.07357243122526,.,,,SEDEF_SD
chr9_pat_hsa11,6774000,6775000,Bonobo,18.061109068398544,.,,,"SEDEF_SD,TR"
chr8_mat_hsa10,67383000,67384000,Bonobo,18.05204555885211,PCDH15,protein_coding,protocadherin related 15,TR
chr11_mat_hsa9,2280000,2281000,Bonobo,18.034765251475044,DPP7,protein_coding,dipeptidyl peptidase 7,"AluSx#SINE/Alu,AluSx1#SINE/Alu,L1MB4#LINE/L1,LTR13#LTR/ERVK,TR"
chr1_pat_hsa1,214834000,214835000,Bonobo,18.029567045205503,LOC129393906,protein_coding,PRAME family member 1-like,SEDEF_SD
chr7_pat_hsa8,29942000,29943000,Bonobo,18.005529319223058,.,,,SEDEF_SD
chr7_pat_hsa8,30457000,30458000,Bonobo,18.004566310512672,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6727000,6728000,Bonobo,17.99431186259761,"LOC134731187,LOC129393429",lncRNA;protein_coding,uncharacterized LOC134731187;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,"SEDEF_SD,TR"
chr10_mat_hsa12,5908000,5909000,Bonobo,17.993899233254677,CCDC77,protein_coding,coiled-coil domain containing 77,L1MB2#LINE/L1
chr9_pat_hsa11,6545000,6546000,Bonobo,17.98801144391392,"LOC134731186,LOC129393315",lncRNA;protein_coding,uncharacterized LOC134731186;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr9_pat_hsa11,6738000,6739000,Bonobo,17.962068414294126,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr15_mat_hsa14,107622000,107623000,Bonobo,17.959403182409524,.,,,"L1M3#LINE/L1,L1MC4#LINE/L1,L1ME2z#LINE/L1,LTR16B2#LTR/ERVL,LTR25-int#LTR/ERV1,SEDEF_SD,TR"
chr19_pat_hsa17,96705000,96706000,Bonobo,17.937470355421357,.,,,"Alu#SINE/Alu,AluJb#SINE/Alu,L1MB8#LINE/L1,L1ME3C#LINE/L1,SEDEF_SD,TR"
chr19_pat_hsa17,96586000,96587000,Bonobo,17.920672191182604,.,,,"AluJb#SINE/Alu,AluSx#SINE/Alu,HAL1b#LINE/L1,L1ME3C#LINE/L1,PRIMA4-int#LTR/ERV1,SEDEF_SD,TR"
chr7_pat_hsa8,16254000,16255000,Bonobo,17.907367483154378,DLGAP2,protein_coding,DLG associated protein 2,TR
chr18_pat_hsa16,97907000,97908000,Bonobo,17.903961686431266,ZNF469,protein_coding,zinc finger protein 469,L1MEd#LINE/L1
chr9_pat_hsa11,6633000,6634000,Bonobo,17.90294490698817,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr1_pat_hsa1,8959000,8960000,Bonobo,17.89930444364708,FMN2,protein_coding,formin 2,TR
chr14_pat_hsa13,111880000,111881000,Bonobo,17.877959084075293,COL4A2,protein_coding,collagen type IV alpha 2 chain,.
chr9_pat_hsa11,6622000,6623000,Bonobo,17.87681551951473,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr7_pat_hsa8,17202000,17203000,Bonobo,17.868116507020364,.,,,"SEDEF_SD,TR"
chr7_pat_hsa8,18813000,18814000,Bonobo,17.867552425465476,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr7_pat_hsa8,17081000,17082000,Bonobo,17.865422871443407,LOC134730949,lncRNA,uncharacterized LOC134730949,SEDEF_SD
chr9_pat_hsa11,6625000,6626000,Bonobo,17.865259022620744,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr7_pat_hsa8,18741000,18742000,Bonobo,17.837042739943914,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr9_pat_hsa11,6530000,6531000,Bonobo,17.831503441896317,LOC134731186,lncRNA,uncharacterized LOC134731186,SEDEF_SD
chr9_pat_hsa11,6782000,6783000,Bonobo,17.829059919419734,.,,,SEDEF_SD
chr9_pat_hsa11,6469000,6470000,Bonobo,17.8163836426328,.,,,"SEDEF_SD,TR"
chr4_mat_hsa5,15529000,15530000,Bonobo,17.807742727884083,.,,,.
chr7_pat_hsa8,30455000,30456000,Bonobo,17.787568442301964,.,,,SEDEF_SD
chr19_pat_hsa17,96642000,96643000,Bonobo,17.787364356016322,.,,,"AluJb#SINE/Alu,HAL1b#LINE/L1,L1ME3C#LINE/L1,PRIMA4-int#LTR/ERV1,SEDEF_SD,TR"
chr9_pat_hsa11,6589000,6590000,Bonobo,17.770443363418366,.,,,SEDEF_SD
chr20_pat_hsa19,4740000,4741000,Bonobo,17.76718031795547,SHC2,protein_coding,SHC adaptor protein 2,TR
chr20_pat_hsa19,62033000,62034000,Bonobo,17.75019831089702,LOC129394808,protein_coding,ret finger protein-like 4A,SEDEF_SD
chr5_pat_hsa6,45828000,45829000,Bonobo,17.747647694193567,.,,,"SEDEF_SD,TR"
chr3_pat_hsa4,171245000,171246000,Bonobo,17.746395234484748,.,,,.
chr11_mat_hsa9,1564000,1565000,Bonobo,17.737323535148146,EHMT1,protein_coding,euchromatic histone lysine methyltransferase 1,L1MEd#LINE/L1
chr17_mat_hsa18,96887000,96888000,Bonobo,17.736295587995183,ATP9B,protein_coding,ATPase phospholipid transporting 9B (putative),L1MA4#LINE/L1
chr1_pat_hsa1,214693000,214694000,Bonobo,17.69575251405955,LOC134728967,protein_coding,PRAME family member 15-like,SEDEF_SD
chr9_pat_hsa11,6793000,6794000,Bonobo,17.690105982104058,LOC129393404,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr9_pat_hsa11,6624000,6625000,Bonobo,17.689252075981496,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr9_pat_hsa11,6781000,6782000,Bonobo,17.6670505834002,.,,,SEDEF_SD
chr9_pat_hsa11,6792000,6793000,Bonobo,17.666164209488286,LOC129393404,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr5_pat_hsa6,17534000,17535000,Bonobo,17.64979925609503,.,,,.
chr9_pat_hsa11,6799000,6800000,Bonobo,17.64544883522154,.,,,"SEDEF_SD,TR"
chr15_mat_hsa14,107733000,107734000,Bonobo,17.61375993890337,.,,,"AluSx#SINE/Alu,L1M3#LINE/L1,L1M3c#LINE/L1,L1PA4#LINE/L1,L1PA6#LINE/L1,MLT2C1#LTR/ERVL,PRIMA41-int#LTR/ERV1,SEDEF_SD,TR"
chr7_pat_hsa8,30449000,30450000,Bonobo,17.596150005444024,.,,,SEDEF_SD
chr9_pat_hsa11,9243000,9244000,Bonobo,17.5882434341256,LOC100974335,protein_coding,olfactory receptor 6A2,.
chr4_mat_hsa5,15530000,15531000,Bonobo,17.57199462778083,.,,,.
chr15_mat_hsa14,107624000,107625000,Bonobo,17.559384637804126,.,,,"L1M3#LINE/L1,L1MC4#LINE/L1,L1PA4#LINE/L1,LTR25-int#LTR/ERV1,SEDEF_SD,TR"
chr5_pat_hsa6,45834000,45835000,Bonobo,17.54242746726503,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6618000,6619000,Bonobo,17.524988205973976,"LOC134731187,LOC117975122",lncRNA;protein_coding,uncharacterized LOC134731187;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr7_pat_hsa8,17080000,17081000,Bonobo,17.52186456999285,LOC134730949,lncRNA,uncharacterized LOC134730949,"SEDEF_SD,TR"
chr8_mat_hsa10,13940000,13941000,Bonobo,17.509007393135224,ADARB2,protein_coding,adenosine deaminase RNA specific B2 (inactive),.
chr9_pat_hsa11,6660000,6661000,Bonobo,17.50665333837714,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr9_pat_hsa11,6796000,6797000,Bonobo,17.493131396075142,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6608000,6609000,Bonobo,17.488231124259062,LOC117978393,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr15_mat_hsa14,107625000,107626000,Bonobo,17.479658279807733,.,,,"L1M3#LINE/L1,L1MC4#LINE/L1,L1PA4#LINE/L1,LTR25-int#LTR/ERV1,MLT2C1#LTR/ERVL,SEDEF_SD"
chr9_pat_hsa11,6665000,6666000,Bonobo,17.46001303686202,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6478000,6479000,Bonobo,17.444925912219574,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,9097000,9098000,Bonobo,17.413281869026903,LOC134731221,lncRNA,uncharacterized LOC134731221,TR
chr9_pat_hsa11,6699000,6700000,Bonobo,17.35581444968457,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6658000,6659000,Bonobo,17.343192674038672,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr7_pat_hsa8,18459000,18460000,Bonobo,17.32925953528173,CSMD1,protein_coding,CUB and Sushi multiple domains 1,.
chr7_pat_hsa8,15906000,15907000,Bonobo,17.317707181779973,DLGAP2,protein_coding,DLG associated protein 2,.
chr18_pat_hsa16,100038000,100039000,Bonobo,17.284030374161112,LOC134729326,protein_coding,putative uncharacterized protein FLJ44672,"L1ME4c#LINE/L1,SEDEF_SD,TR"
chr9_pat_hsa11,6529000,6530000,Bonobo,17.27478971363805,LOC134731186,lncRNA,uncharacterized LOC134731186,SEDEF_SD
chr9_pat_hsa11,6773000,6774000,Bonobo,17.255394073374447,.,,,SEDEF_SD
chr9_pat_hsa11,6805000,6806000,Bonobo,17.23099369466854,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6833000,6834000,Bonobo,17.20564962515913,.,,,SEDEF_SD
chr9_pat_hsa11,6590000,6591000,Bonobo,17.200372030673037,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6607000,6608000,Bonobo,17.18473468407926,.,,,"SEDEF_SD,TR"
chr7_pat_hsa8,19244000,19245000,Bonobo,17.178030837785577,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr18_pat_hsa16,99518000,99519000,Bonobo,17.159864135518653,SPATA33,protein_coding,spermatogenesis associated 33,"Alu#SINE/Alu,AluYg6#SINE/Alu"
chr2_mat_hsa3,195523000,195524000,Bonobo,17.148681953701715,LOC100975254,protein_coding,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial-like,"SEDEF_SD,TR"
chr1_pat_hsa1,1321000,1322000,Bonobo,17.115191669946725,.,,,"(GT)n#Simple_repeat,(TG)n#Simple_repeat,Charlie5#DNA/hAT-Charlie"
chr9_pat_hsa11,6606000,6607000,Bonobo,17.11485483919532,.,,,SEDEF_SD
chr1_pat_hsa1,2801000,2802000,Bonobo,17.106149597550374,SMYD3,protein_coding,SET and MYND domain containing 3,.
chr7_pat_hsa8,17079000,17080000,Bonobo,17.029747230887995,LOC134730949,lncRNA,uncharacterized LOC134730949,SEDEF_SD
chr9_pat_hsa11,6724000,6725000,Bonobo,17.01914412887091,LOC134731187,lncRNA,uncharacterized LOC134731187,"SEDEF_SD,TR"
chr19_pat_hsa17,96226000,96227000,Bonobo,17.015078334617698,.,,,"AluSx#SINE/Alu,L1MB5#LINE/L1,LTR49-int#LTR/ERV1,LTR8A#LTR/ERV1,MER4D#LTR/ERV1,SEDEF_SD,TR"
chr14_pat_hsa13,114942000,114943000,Bonobo,17.004628663511415,ADPRHL1,protein_coding,ADP-ribosylhydrolase like 1,L1ME1#LINE/L1
chr14_pat_hsa13,111881000,111882000,Bonobo,17.00162998545744,COL4A2,protein_coding,collagen type IV alpha 2 chain,.
chr8_mat_hsa10,142725000,142726000,Bonobo,16.995056524356336,.,,,.
chr7_pat_hsa8,22531000,22532000,Bonobo,16.989917572557236,.,,,SEDEF_SD
chr9_pat_hsa11,6476000,6477000,Bonobo,16.985543179941217,.,,,SEDEF_SD
chr9_pat_hsa11,6820000,6821000,Bonobo,16.9722515122779,.,,,SEDEF_SD
chr16_pat_hsa15,74619000,74620000,Bonobo,16.96383399718902,LOC134729059,protein_coding,A disintegrin and metalloproteinase with thrombospondin motifs 7-like,"HERVIP10B3-int#LTR/ERV1,L1MC5#LINE/L1,SEDEF_SD"
chr9_pat_hsa11,6772000,6773000,Bonobo,16.961424512494467,.,,,"SEDEF_SD,TR"
chr20_pat_hsa19,61964000,61965000,Bonobo,16.95651149494546,LOC134729581,protein_coding,ret finger protein-like 4A,"SEDEF_SD,TR"
chr19_pat_hsa17,8393000,8394000,Bonobo,16.948813837279165,NXN,protein_coding,nucleoredoxin,.
chr7_pat_hsa8,18738000,18739000,Bonobo,16.947327494434216,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr20_pat_hsa19,4738000,4739000,Bonobo,16.930101460219557,SHC2,protein_coding,SHC adaptor protein 2,.
chr10_mat_hsa12,140278000,140279000,Bonobo,16.90196500763147,.,,,L1MD3#LINE/L1
chr5_pat_hsa6,189680000,189681000,Bonobo,16.901133641368187,.,,,.
chr5_pat_hsa6,46965000,46966000,Bonobo,16.90082500514178,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,214835000,214836000,Bonobo,16.898338354425714,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,213959000,213960000,Bonobo,16.89561358422929,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,214694000,214695000,Bonobo,16.890677306085784,LOC134728967,protein_coding,PRAME family member 15-like,"SEDEF_SD,TR"
chr4_mat_hsa5,4867000,4868000,Bonobo,16.874952797082322,.,,,TR
chr8_mat_hsa10,67382000,67383000,Bonobo,16.851158120609618,PCDH15,protein_coding,protocadherin related 15,TR
chr13_mat_hsa2b,19832000,19833000,Bonobo,16.846290993756774,.,,,"L1MD3#LINE/L1,L1PA2#LINE/L1,L1PA8A#LINE/L1,L2a#LINE/L2,L2c#LINE/L2,TR"
chr4_mat_hsa5,17212000,17213000,Bonobo,16.820499434346228,.,,,TR
chr2_mat_hsa3,195519000,195520000,Bonobo,16.812529714412484,LOC100975254,protein_coding,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial-like,SEDEF_SD
chr20_pat_hsa19,62032000,62033000,Bonobo,16.811138291609694,.,,,"SEDEF_SD,TR"
chr2_mat_hsa3,196031000,196032000,Bonobo,16.80478227921583,.,,,.
chr4_mat_hsa5,112113000,112114000,Bonobo,16.795287667722807,.,,,TR
chr1_pat_hsa1,213964000,213965000,Bonobo,16.786753484961547,.,,,"SEDEF_SD,TR"
chr20_pat_hsa19,61974000,61975000,Bonobo,16.782297333910716,LOC129394799,protein_coding,ret finger protein-like 4A,"SEDEF_SD,TR"
chr15_mat_hsa14,107124000,107125000,Bonobo,16.768932381881616,LOC100971589,C_region,immunoglobulin epsilon heavy chain-like,"(CCTC)n#Simple_repeat,L1ME3B#LINE/L1,L1MEd#LINE/L1,TR"
chr5_pat_hsa6,87150000,87151000,Bonobo,16.767472120289135,.,,,TR
chr8_mat_hsa10,142724000,142725000,Bonobo,16.75907854797229,.,,,.
chr20_pat_hsa19,4744000,4745000,Bonobo,16.7568721605782,SHC2,protein_coding,SHC adaptor protein 2,.
chr9_pat_hsa11,2870000,2871000,Bonobo,16.75408003941816,.,,,.
chr7_pat_hsa8,29576000,29577000,Bonobo,16.746422911838916,.,,,"SEDEF_SD,TR"
chr8_mat_hsa10,139270000,139271000,Bonobo,16.728281087749767,DOCK1,protein_coding,dedicator of cytokinesis 1,.
chr9_pat_hsa11,6470000,6471000,Bonobo,16.721954029046195,.,,,SEDEF_SD
chr18_pat_hsa16,99421000,99422000,Bonobo,16.71607837039198,DPEP1,protein_coding,dipeptidase 1,"AluY#SINE/Alu,TR"
chr20_pat_hsa19,61911000,61912000,Bonobo,16.71512232547738,LOC129394797,protein_coding,ret finger protein-like 4A,SEDEF_SD
chr20_pat_hsa19,13656000,13657000,Bonobo,16.705104254648685,.,,,"SEDEF_SD,TR"
chr10_mat_hsa12,138044000,138045000,Bonobo,16.69620739247522,.,,,"(A)n#Simple_repeat,L1MC4#LINE/L1,L1PB4#LINE/L1,L2b#LINE/L2,TR"
chr7_pat_hsa8,19482000,19483000,Bonobo,16.692789634041,CSMD1,protein_coding,CUB and Sushi multiple domains 1,.
chr19_pat_hsa17,96644000,96645000,Bonobo,16.692159914826746,.,,,"AluJb#SINE/Alu,AluSq10#SINE/Alu,L1MB8#LINE/L1,L1ME3C#LINE/L1,MER45A#DNA/hAT-Tip100,MLT1C2#LTR/ERVL-MaLR,PRIMA4-int#LTR/ERV1,SEDEF_SD,TR"
chr2_mat_hsa3,195526000,195527000,Bonobo,16.68152903077395,"LOC100975254,LOC117979566",protein_coding;protein_coding,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial-like;BRD4-interacting chromatin-remodeling complex-associated protein,SEDEF_SD
chr9_pat_hsa11,6776000,6777000,Bonobo,16.67246393470972,.,,,SEDEF_SD
chr7_pat_hsa8,19563000,19564000,Bonobo,16.652143784556394,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr9_pat_hsa11,6819000,6820000,Bonobo,16.646312746224755,.,,,"SEDEF_SD,TR"
chr7_pat_hsa8,21940000,21941000,Bonobo,16.642844601148184,.,,,"SEDEF_SD,TR"
chr11_mat_hsa9,114644000,114645000,Bonobo,16.642011773519947,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D,"L1PA2#LINE/L1,TR"
chr21_mat_hsa20,865000,866000,Bonobo,16.64110462421717,LOC129394899,protein_coding,phosphoglucomutase-like protein 5,"SEDEF_SD,TR"
chr9_pat_hsa11,6826000,6827000,Bonobo,16.639308660104923,LOC129393358,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr7_pat_hsa8,17200000,17201000,Bonobo,16.623528837195575,.,,,SEDEF_SD
chr5_pat_hsa6,190704000,190705000,Bonobo,16.605581979153026,LOC117980779,protein_coding,uncharacterized LOC117980779,TR
chr16_pat_hsa15,74618000,74619000,Bonobo,16.5873922546394,LOC134729059,protein_coding,A disintegrin and metalloproteinase with thrombospondin motifs 7-like,"HERVIP10B3-int#LTR/ERV1,L1MC5#LINE/L1,SEDEF_SD"
chr7_pat_hsa8,22541000,22542000,Bonobo,16.56275953214902,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6668000,6669000,Bonobo,16.558246119948947,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr9_pat_hsa11,6472000,6473000,Bonobo,16.53397458692911,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,214696000,214697000,Bonobo,16.533398719113276,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,6828000,6829000,Bonobo,16.52830833252835,LOC129393322,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,SEDEF_SD
chr19_pat_hsa17,96360000,96361000,Bonobo,16.5205667230588,.,,,"Alu#SINE/Alu,AluSz#SINE/Alu,L1MB8#LINE/L1,MER113A#DNA/hAT-Charlie,MER41D#LTR/ERV1,SEDEF_SD,TR"
