ensg,hgnc,chrom,obs_lof,exp_lof,prior_mean,post_mean,post_lower_95,post_upper_95
ENSG00000145623,HGNC:8507,chr5,34,47.961,0.00070257,0.00058518,0.00010453,0.00160401
ENSG00000133460,HGNC:14239,chr22,20,22.062,0.00086461,0.0005857,8.07462E-05,0.00171178
ENSG00000140398,HGNC:18448,chr15,13,20.467,0.00079351,0.00058617,9.32029E-05,0.00163239
ENSG00000116032,HGNC:16768,chr19,14,22.387,0.00123506,0.00058669,4.54457E-05,0.00188486
ENSG00000106927,HGNC:453,chr9,20,21.153,0.00065918,0.00058814,0.00010488,0.00162396
ENSG00000166428,HGNC:23792,chr14,20,22.308,0.00088305,0.00058833,5.73519E-05,0.00189059
ENSG00000173567,HGNC:18989,chr2,37,42.577,0.00126834,0.00058841,6.98698E-05,0.00174345
ENSG00000162927,HGNC:26505,chr2,25,33.56,0.00086963,0.00058865,0.00016804,0.00130237
ENSG00000162139,HGNC:7760,chr11,13,15.379,0.00096085,0.00058968,8.32199E-05,0.0017036
ENSG00000198569,HGNC:20305,chr9,21,22.091,0.00102107,0.00059012,6.36488E-05,0.00183815
ENSG00000116176,HGNC:14134,chr16,17,9.1878,0.00081301,0.00059089,6.04811E-05,0.00188746
ENSG00000010310,HGNC:4271,chr19,38,28.086,0.0011933,0.0005912,8.29792E-05,0.00168474
ENSG00000160117,HGNC:26812,chr19,26,25.094,0.0153403,0.00059196,2.51618E-05,0.00201768
ENSG00000168404,HGNC:26617,chr16,23,26.301,0.00105195,0.00059197,4.10228E-05,0.00203329
ENSG00000007933,HGNC:3771,chr1,22,19.774,0.00075235,0.00059211,6.91959E-05,0.00183719
ENSG00000154889,HGNC:15988,chr18,16,20.139,0.00062114,0.0005931,0.00011714,0.0015878
ENSG00000091128,HGNC:6491,chr7,73,87.95,0.00095428,0.00059328,7.19169E-05,0.00178214
ENSG00000180999,HGNC:29591,chr1,8,8.9524,0.00139014,0.00059344,9.76872E-05,0.00157793
ENSG00000176927,HGNC:24801,chr17,47,71.172,0.00077109,0.00059417,6.46911E-05,0.00186297
ENSG00000198870,HGNC:28669,chr9,35,35.034,0.00101201,0.00059422,5.52524E-05,0.00192239
ENSG00000091583,HGNC:616,chr17,21,18.077,0.00089872,0.00059484,6.34899E-05,0.00186594
ENSG00000089127,HGNC:8086,chr12,10,18.307,0.00159541,0.00059546,1.32388E-05,0.00273409
ENSG00000243708,HGNC:9036,chr15,59,55.365,0.00139525,0.00059551,6.67028E-05,0.00180425
ENSG00000175894,HGNC:1268,chr21,28,32.128,0.00091861,0.0005957,5.69924E-05,0.0019162
ENSG00000164485,HGNC:14901,chr6,21,15.268,0.00116803,0.00059595,4.98896E-05,0.00195377
ENSG00000113073,HGNC:11035,chr5,37,43.675,0.00074231,0.00059623,8.97812E-05,0.00172162
ENSG00000162398,HGNC:26854,chr1,21,23.543,0.00169422,0.00059635,5.82818E-05,0.0018409
ENSG00000165983,HGNC:9590,chr10,17,13.327,0.00073598,0.00059675,0.00012269,0.00155515
ENSG00000100429,HGNC:18128,chr22,43,36.76,0.00076283,0.00059689,7.93742E-05,0.00178328
ENSG00000105549,HGNC:13706,chr19,14,16.208,0.00165641,0.00059745,5.87773E-05,0.00179776
ENSG00000168038,HGNC:15784,chr3,62,69.959,0.0008865,0.00059766,0.00010246,0.00162503
ENSG00000131480,HGNC:549,chr17,24,26.891,0.00087744,0.00059788,7.54588E-05,0.00179195
ENSG00000138109,HGNC:2623,chr10,16,17.324,0.00088908,0.00059799,5.79138E-05,0.0019252
ENSG00000154252,HGNC:24869,chr2,14,10.301,0.00099657,0.00059844,6.93024E-05,0.0018135
ENSG00000055957,HGNC:6166,chr3,48,49.643,0.00073214,0.00059847,8.56626E-05,0.0017569
ENSG00000138152,HGNC:26340,chr10,27,29.877,0.00068621,0.00059865,0.000091734,0.00173148
ENSG00000163885,HGNC:26842,chr3,30,35.64,0.00148371,0.0005989,7.21791E-05,0.00174323
ENSG00000157884,HGNC:33703,chr2,11,11.609,0.00104358,0.00060007,6.93066E-05,0.00183094
ENSG00000161558,HGNC:25603,chr19,18,18.717,0.00085004,0.00060034,0.00010455,0.00163376
ENSG00000197774,HGNC:27289,chr16,28,17.405,0.00094092,0.0006012,5.75799E-05,0.00194438
ENSG00000125508,HGNC:11298,chr20,18,17.493,0.00103688,0.00060168,0.000061346,0.00189198
ENSG00000180264,HGNC:18651,chr9,30,43.686,0.00125414,0.00060199,7.31957E-05,0.00173889
ENSG00000185761,HGNC:27912,chr19,19,24.229,0.00076745,0.00060251,6.66732E-05,0.00189218
ENSG00000249437,HGNC:7634,chr5,7,10.044,0.00077576,0.00060371,6.73536E-05,0.00189596
ENSG00000100373,HGNC:12580,chr22,14,11.744,0.00099068,0.00060436,0.00011178,0.00157913
ENSG00000183077,HGNC:20910,chr17,16,22.109,0.0006334,0.0006044,8.91059E-05,0.00178051
ENSG00000158786,HGNC:30040,chr1,8,7.1242,0.00074707,0.00060517,6.63561E-05,0.00191678
ENSG00000241484,HGNC:677,chr22,36,26.909,0.00117817,0.0006052,5.04805E-05,0.00199561
ENSG00000185875,HGNC:26160,chr10,26,26.134,0.0009151,0.00060557,0.00011299,0.0016106
ENSG00000256797,HGNC:37646,chr12,13,8.7052,0.00106812,0.00060647,6.76432E-05,0.00186895
ENSG00000173809,HGNC:25044,chr19,20,21.203,0.00083347,0.0006066,0.000067148,0.00189157
ENSG00000167080,HGNC:24136,chr17,25,23.764,0.00116933,0.00060697,4.79629E-05,0.00200724
ENSG00000204839,HGNC:27814,chr8,27,27.503,0.00151487,0.00060719,5.31439E-05,0.00193466
ENSG00000148814,HGNC:29346,chr10,26,25.818,0.00145674,0.00060781,7.12044E-05,0.00179716
ENSG00000198270,HGNC:25084,chr12,19,19.153,0.00062209,0.00060787,0.00010418,0.00171533
ENSG00000138395,HGNC:14434,chr2,26,26.703,0.00099828,0.00060807,0.00010304,0.00165607
ENSG00000102904,HGNC:18586,chr16,40,34.479,0.00098359,0.00060829,6.63683E-05,0.0018937
ENSG00000170509,HGNC:18685,chr4,9,13.789,0.00084045,0.00060883,8.16473E-05,0.00179809
ENSG00000156535,HGNC:21685,chr6,68,69.992,0.00097249,0.00060899,0.00012193,0.00156929
ENSG00000147813,HGNC:30450,chr8,27,26.094,0.00131638,0.00060914,0.000074597,0.00179759
ENSG00000175267,HGNC:27088,chr16,49,67.74,0.00072336,0.00061029,8.01153E-05,0.00183133
ENSG00000129744,HGNC:723,chr11,16,13.696,0.00119382,0.00061035,5.52424E-05,0.00196432
ENSG00000080293,HGNC:10608,chr2,21,26.442,0.00080281,0.00061137,0.00013047,0.00156318
ENSG00000172456,HGNC:25610,chr1,29,32.536,0.00080184,0.00061168,0.00010666,0.00166835
ENSG00000078814,HGNC:15906,chr20,83,105.48,0.00206324,0.00061271,4.51317E-05,0.00198345
ENSG00000187021,HGNC:9156,chr10,22,25.486,0.00089933,0.00061273,0.000067297,0.00191227
ENSG00000135205,HGNC:29296,chr7,45,53.819,0.00072405,0.00061278,0.00010554,0.00169706
ENSG00000110077,HGNC:13375,chr11,15,9.0429,0.00084004,0.00061293,9.35982E-05,0.00174268
ENSG00000012223,HGNC:6720,chr3,35,39.864,0.00083485,0.000613,6.97619E-05,0.00190661
ENSG00000142623,HGNC:18367,chr1,26,31.766,0.001191,0.00061384,3.84615E-05,0.00214131
ENSG00000146070,HGNC:9040,chr6,29,22.972,0.00083032,0.00061388,0.00012054,0.00161639
ENSG00000104892,HGNC:20717,chr19,27,27.422,0.00131565,0.00061398,7.00647E-05,0.00185236
ENSG00000176438,HGNC:19861,chr14,43,51.358,0.00119776,0.00061428,0.000072026,0.00184624
ENSG00000135114,HGNC:8090,chr12,16,15.577,0.00087496,0.00061497,0.000076035,0.00186113
ENSG00000183111,HGNC:34430,chr5,23,30.447,0.00086646,0.00061513,0.0001274,0.0015685
ENSG00000174083,HGNC:27101,chr17,40,35.641,0.0215782,0.00061597,3.74736E-05,0.00194191
ENSG00000154262,HGNC:36,chr17,54,78.406,0.00073278,0.00061696,8.01723E-05,0.0018648
ENSG00000124490,HGNC:12024,chr6,17,14.964,0.00080913,0.00061805,6.84131E-05,0.00194668
ENSG00000196139,HGNC:386,chr10,30,20.959,0.0013525,0.00061843,6.00034E-05,0.00193845
ENSG00000172543,HGNC:2546,chr11,18,19.391,0.00074372,0.00061861,9.89671E-05,0.00174929
ENSG00000167749,HGNC:6365,chr19,9,10.71,0.00073701,0.00061974,6.08581E-05,0.00202123
ENSG00000172782,HGNC:30459,chr17,13,11.716,0.00066249,0.00062078,0.00013405,0.00160829
ENSG00000198089,HGNC:29064,chr22,75,89.636,0.00141357,0.00062089,9.27089E-05,0.00172694
ENSG00000100867,HGNC:18349,chr14,10,11.394,0.0009916,0.00062136,4.61076E-05,0.00211466
ENSG00000172322,HGNC:31713,chr12,11,12.698,0.0008379,0.00062149,8.29454E-05,0.00184883
ENSG00000163116,HGNC:28712,chr4,24,22.953,0.00078667,0.00062185,8.13942E-05,0.00187157
ENSG00000183742,HGNC:30215,chr7,29,30.693,0.0011321,0.00062188,8.09071E-05,0.00182446
ENSG00000132199,HGNC:30365,chr18,28,28.482,0.00104266,0.00062214,7.86273E-05,0.00185316
ENSG00000137965,HGNC:16938,chr1,22,20.978,0.00099595,0.0006227,5.65141E-05,0.00202591
ENSG00000173597,HGNC:17845,chr4,13,15.765,0.00080423,0.00062289,7.83771E-05,0.00189354
ENSG00000162592,HGNC:26546,chr1,40,36.336,0.00236857,0.00062438,5.44672E-05,0.00195633
ENSG00000186204,HGNC:18857,chr19,26,26.239,0.00107906,0.000625,7.35968E-05,0.00189043
ENSG00000147689,HGNC:28210,chr8,11,12.904,0.00089918,0.00062529,0.000081794,0.00183883
ENSG00000175564,HGNC:12519,chr11,13,11.509,0.00099886,0.00062579,8.61435E-05,0.00179407
ENSG00000205126,HGNC:34391,chr11,27,28.295,0.00087934,0.00062579,6.02973E-05,0.00202681
ENSG00000197140,HGNC:15479,chr8,30,44.119,0.00063688,0.00062626,0.00010226,0.00179259
ENSG00000069206,HGNC:214,chr8,35,44.987,0.00076205,0.00062629,7.43271E-05,0.00193994
ENSG00000172728,HGNC:19234,chr8,16,22.427,0.0007908,0.0006266,0.00013821,0.00158729
ENSG00000139372,HGNC:11700,chr12,9,21.242,0.0798873,0.00062704,3.29243E-05,0.0015708
ENSG00000070388,HGNC:3679,chr19,8,5.4618,0.00116246,0.00062776,5.88026E-05,0.00201487
ENSG00000112293,HGNC:4459,chr6,32,51.589,0.00064053,0.00062817,0.00009641,0.00183357
ENSG00000203985,HGNC:32069,chr1,10,11.868,0.00082435,0.00062828,6.07499E-05,0.00204807
ENSG00000189099,HGNC:24635,chr4,15,11.837,0.00073322,0.00062965,7.90799E-05,0.00192487
ENSG00000183032,HGNC:14411,chr14,17,17.541,0.00124305,0.00063063,0.00011059,0.00166612
ENSG00000134489,HGNC:17383,chr18,12,13.488,0.00076361,0.0006309,8.93897E-05,0.00186066
ENSG00000126231,HGNC:9460,chr13,22,17.892,0.00078901,0.00063162,6.56814E-05,0.00202026
ENSG00000128408,HGNC:13241,chr22,18,18.076,0.00710191,0.00063177,3.86441E-05,0.00206182
ENSG00000163751,HGNC:2298,chr3,25,26.478,0.00122109,0.0006318,6.71127E-05,0.00195689
ENSG00000179044,HGNC:27540,chr16,32,37.317,0.00113042,0.00063352,0.000062915,0.00197579
ENSG00000079557,HGNC:316,chr4,29,30.316,0.00078995,0.00063361,6.23392E-05,0.00206684
ENSG00000140986,HGNC:10351,chr16,22,19.471,0.00147177,0.00063386,6.09219E-05,0.00198309
ENSG00000146833,HGNC:16275,chr7,18,19.637,0.00215661,0.00063435,7.43176E-05,0.00178241
ENSG00000141569,HGNC:27316,chr17,27,19.445,0.00135539,0.00063516,8.64152E-05,0.0018278
ENSG00000161040,HGNC:21658,chr7,24,35.935,0.00070602,0.00063543,8.99633E-05,0.00188586
ENSG00000171790,HGNC:26313,chr1,9,14.51,0.00130614,0.00063552,5.18649E-05,0.0020468
ENSG00000198723,HGNC:24745,chr19,23,17.935,0.00096442,0.00063561,4.35706E-05,0.00221909
ENSG00000131400,HGNC:13395,chr19,19,16.973,0.00080049,0.00063619,0.000068135,0.00202386
ENSG00000095777,HGNC:7601,chr10,76,88.457,0.00160621,0.00063644,0.00010305,0.00171715
ENSG00000136011,HGNC:18629,chr12,116,153.5,0.00074322,0.00063684,0.00011107,0.00173744
ENSG00000138115,HGNC:2622,chr10,28,19.227,0.00120286,0.00063695,6.74568E-05,0.00197715
ENSG00000153246,HGNC:9042,chr2,60,85.685,0.00085425,0.00063715,9.59646E-05,0.00181869
ENSG00000187959,HGNC:33632,chr17,6,11.107,0.00080468,0.00063754,0.000088646,0.00188899
ENSG00000165810,HGNC:24176,chr5,21,22.417,0.00087919,0.00063766,8.09128E-05,0.00192632
ENSG00000113396,HGNC:11000,chr5,27,26.915,0.00092699,0.00063769,8.11172E-05,0.00190628
ENSG00000179002,HGNC:14905,chr1,26,28.052,0.00105353,0.0006378,0.000062962,0.00202908
ENSG00000081692,HGNC:25724,chr1,15,17.513,0.00078689,0.0006379,0.00011872,0.00172456
ENSG00000105131,HGNC:23760,chr19,21,18.137,0.0007604,0.00063794,7.12755E-05,0.00201627
ENSG00000159339,HGNC:18368,chr1,27,32.762,0.00094133,0.00063871,6.10397E-05,0.00206394
ENSG00000213918,HGNC:2956,chr16,25,15.174,0.00116788,0.0006389,6.78273E-05,0.00198735
ENSG00000120332,HGNC:22942,chr1,49,59.584,0.00102002,0.00063927,7.32333E-05,0.001956
ENSG00000231738,HGNC:31886,chr12,16,12.651,0.00127164,0.00063951,5.76539E-05,0.00206543
ENSG00000169154,HGNC:28487,chr8,16,19.018,0.00117882,0.00063969,4.86166E-05,0.00214891
ENSG00000166199,HGNC:30141,chr11,19,21.05,0.00072752,0.00063988,0.00013743,0.00165105
ENSG00000115590,HGNC:5994,chr2,20,16.994,0.00081211,0.00064121,8.77447E-05,0.0019068
ENSG00000173612,HGNC:18510,chr6,26,27.711,0.00109601,0.00064131,8.20708E-05,0.0019003
ENSG00000036565,HGNC:10934,chr8,29,24.794,0.001135,0.00064174,0.000082093,0.00189841
ENSG00000007306,HGNC:1819,chr19,11,11.844,0.00083287,0.00064218,7.69119E-05,0.0019732
ENSG00000186393,HGNC:30840,chr17,22,22.409,0.00113913,0.00064415,6.34177E-05,0.00204797
ENSG00000116151,HGNC:25852,chr1,20,26.049,0.00070727,0.0006448,0.00011336,0.0017915
ENSG00000162461,HGNC:27653,chr1,11,13.521,0.00079213,0.00064523,9.86168E-05,0.00186076
ENSG00000187546,HGNC:33784,chr7,34,26.403,0.00089816,0.00064532,0.00011043,0.00177294
ENSG00000132000,HGNC:26275,chr19,18,16.316,0.00089928,0.00064603,7.71223E-05,0.00198307
ENSG00000188452,HGNC:21699,chr2,34,29.34,0.00077231,0.00064671,0.00012024,0.00175241
ENSG00000170523,HGNC:6460,chr12,21,21.468,0.0042874,0.00064681,9.33164E-05,0.00168847
ENSG00000140688,HGNC:25848,chr16,26,25.953,0.00087726,0.00064714,0.00016221,0.00155447
ENSG00000175287,HGNC:23396,chr9,19,18.888,0.00086025,0.00064755,0.000087305,0.00192538
ENSG00000149328,HGNC:25129,chr11,32,38.379,0.00098655,0.00064794,6.54613E-05,0.00205158
ENSG00000168263,HGNC:19698,chr9,31,16.531,0.00145158,0.00064842,6.52583E-05,0.0020171
ENSG00000021461,HGNC:17450,chr7,20,26.135,0.00073586,0.00064845,7.15897E-05,0.00206241
ENSG00000137675,HGNC:14250,chr11,29,23.163,0.00097845,0.00064856,8.64125E-05,0.00191206
ENSG00000237353,HGNC:35427,chr11,4,3.8133,0.00113568,0.00064891,2.21683E-05,0.00271346
ENSG00000183833,HGNC:24010,chr3,27,41.972,0.00098999,0.00064908,7.53398E-05,0.00198957
ENSG00000134042,HGNC:24121,chr18,11,15.691,0.00079853,0.00064931,8.25386E-05,0.0019683
ENSG00000196407,HGNC:26755,chr1,14,10.584,0.0009251,0.00064946,0.000075455,0.00200635
ENSG00000134398,HGNC:16942,chr16,42,52.81,0.00093919,0.00065,0.0001119,0.00177757
ENSG00000143554,HGNC:10997,chr1,31,28.271,0.00152958,0.00065032,7.56363E-05,0.00194848
ENSG00000149451,HGNC:15478,chr20,30,44.11,0.00088208,0.00065033,0.00011453,0.00177477
ENSG00000184434,HGNC:23379,chr9,16,13.178,0.00070009,0.00065048,9.18279E-05,0.00194261
ENSG00000187980,HGNC:9032,chr1,3,6.3343,0.00743355,0.00065131,0.000012658,0.00180234
ENSG00000149476,HGNC:24552,chr11,21,26.788,0.00080782,0.00065214,0.00012729,0.00172715
ENSG00000162390,HGNC:18156,chr1,29,36.545,0.00087748,0.00065263,0.00014199,0.00165097
ENSG00000115602,HGNC:5998,chr2,21,25.789,0.00084591,0.00065266,8.01375E-05,0.0019958
ENSG00000160957,HGNC:9949,chr8,54,55.979,0.0125538,0.00065392,3.91562E-05,0.00211334
ENSG00000115592,HGNC:9387,chr2,20,24.419,0.00150381,0.00065414,5.85789E-05,0.00211766
ENSG00000163354,HGNC:26562,chr1,25,39.652,0.00133752,0.00065439,0.00010063,0.00181519
ENSG00000109684,HGNC:17438,chr4,38,27.94,0.00139092,0.00065442,8.78583E-05,0.00188659
ENSG00000169435,HGNC:20796,chr4,32,20.097,0.0018239,0.00065474,7.59335E-05,0.00193646
ENSG00000114473,HGNC:25251,chr3,28,22.221,0.00098421,0.0006553,7.68007E-05,0.00200672
ENSG00000183569,HGNC:29446,chr22,18,10.762,0.00093587,0.00065685,7.01391E-05,0.00206856
ENSG00000173662,HGNC:14448,chr1,23,27.753,0.00084201,0.00065685,5.24953E-05,0.00224385
ENSG00000155749,HGNC:14439,chr2,32,29.397,0.00112566,0.00065696,8.97242E-05,0.00190797
ENSG00000221947,HGNC:20937,chr8,13,13.17,0.00119765,0.00065782,0.000072586,0.00199125
ENSG00000163749,HGNC:26374,chr4,47,61.963,0.00393769,0.000658,6.95879E-05,0.00190331
ENSG00000148702,HGNC:4798,chr10,25,29.009,0.00117297,0.000658,0.000069449,0.00203016
ENSG00000232125,HGNC:23279,chr2,29,30.639,0.0010751,0.00065804,7.74774E-05,0.00200053
ENSG00000080031,HGNC:9672,chr19,57,60.135,0.00159422,0.00065815,8.05518E-05,0.00191751
ENSG00000092009,HGNC:2097,chr14,11,8.4676,0.00099522,0.00065853,6.62861E-05,0.00208881
ENSG00000162571,HGNC:26693,chr1,20,25.676,0.00151911,0.00065864,7.91429E-05,0.00193886
ENSG00000140950,HGNC:29325,chr16,23,17.815,0.00090502,0.00065968,8.01084E-05,0.00201264
ENSG00000113790,HGNC:3247,chr3,19,28.683,0.00084521,0.00065986,0.00008571,0.00198933
ENSG00000180881,HGNC:16471,chr12,36,36.649,0.00255924,0.00066019,5.18057E-05,0.00211684
ENSG00000125823,HGNC:15958,chr20,10,7.0661,0.00097284,0.0006606,7.11573E-05,0.00206935
ENSG00000132746,HGNC:411,chr11,18,15.958,0.00084299,0.00066068,7.63485E-05,0.00206071
ENSG00000071909,HGNC:15576,chr2,64,79.473,0.00071095,0.00066095,0.00010137,0.00190878
ENSG00000112303,HGNC:12706,chr6,21,19.23,0.00103728,0.00066105,7.57931E-05,0.00203036
ENSG00000196844,HGNC:32249,chr11,5,5.5124,0.00076085,0.00066169,9.05585E-05,0.00198196
ENSG00000153789,HGNC:24781,chr16,15,16.136,0.00103471,0.00066184,8.65985E-05,0.00195668
ENSG00000126790,HGNC:20488,chr14,10,11.476,0.00081893,0.00066217,0.0001131,0.00184104
ENSG00000111335,HGNC:8087,chr12,33,35.34,0.00139226,0.00066237,4.27627E-05,0.00228191
ENSG00000070526,HGNC:23614,chr17,20,25.834,0.00157197,0.00066369,6.90089E-05,0.0020432
ENSG00000100889,HGNC:8725,chr14,34,32.498,0.00150298,0.0006638,0.0001223,0.00171503
ENSG00000003400,HGNC:1500,chr2,19,21.658,0.00158787,0.00066403,9.51514E-05,0.00186737
ENSG00000186628,HGNC:18024,chr15,33,34.753,0.00103207,0.00066474,8.39895E-05,0.00199345
ENSG00000099949,HGNC:6742,chr22,105,46.045,0.00315856,0.00066506,0.00014854,0.0015854
ENSG00000158006,HGNC:8579,chr1,16,21.841,0.00088906,0.00066522,0.00012877,0.00175827
ENSG00000168032,HGNC:3365,chr3,29,24.728,0.00093929,0.00066562,0.00010569,0.00187342
ENSG00000078898,HGNC:16177,chr20,19,21.686,0.00076883,0.00066592,5.78422E-05,0.00224748
ENSG00000149090,HGNC:24554,chr11,45,40.361,0.00142104,0.00066606,0.00010733,0.00181672
ENSG00000111801,HGNC:1140,chr6,25,20.814,0.00170559,0.00066641,0.00011548,0.00173818
ENSG00000088386,HGNC:10920,chr13,26,40.644,0.00067745,0.00066702,8.22976E-05,0.00207872
ENSG00000059377,HGNC:11609,chr7,30,29.223,0.00096635,0.00066802,8.54585E-05,0.00200246
ENSG00000007516,HGNC:948,chr16,55,66.527,0.00071589,0.00066853,0.0001104,0.00189229
ENSG00000161996,HGNC:26960,chr16,93,85.185,0.00109929,0.00066871,0.00011195,0.00183045
ENSG00000137473,HGNC:29936,chr4,16,24.171,0.000969,0.00066872,7.30131E-05,0.00210024
ENSG00000205846,HGNC:14556,chr12,10,11.745,0.0007395,0.00066896,6.48167E-05,0.00219987
ENSG00000138615,HGNC:1980,chr15,39,39.424,0.00185068,0.00066988,9.76214E-05,0.001858
ENSG00000187758,HGNC:249,chr4,16,15.043,0.00079226,0.00066994,8.15129E-05,0.00207209
ENSG00000197893,HGNC:7988,chr10,86,103.02,0.00157561,0.00067025,0.00012085,0.00174709
ENSG00000081760,HGNC:21298,chr12,29,36.34,0.0009585,0.00067029,0.0001217,0.00180341
ENSG00000127252,HGNC:14922,chr3,6,7.437,0.00095744,0.0006708,8.35077E-05,0.00201892
ENSG00000187037,HGNC:19997,chr7,9,5.819,0.00085259,0.00067083,7.23183E-05,0.00212319
ENSG00000131386,HGNC:21531,chr3,28,30.021,0.00082687,0.00067115,0.00011113,0.00188531
ENSG00000066813,HGNC:30931,chr16,37,34.284,0.00066379,0.00067128,6.85132E-05,0.00217451
ENSG00000132781,HGNC:7527,chr1,30,34.178,0.00188514,0.0006717,7.38754E-05,0.00200887
ENSG00000186074,HGNC:29883,chr17,13,14.315,0.00074298,0.00067189,9.82089E-05,0.00197549
ENSG00000154646,HGNC:9490,chr21,51,55.952,0.00108847,0.00067204,7.72572E-05,0.00204625
ENSG00000203705,HGNC:27010,chr1,12,16.975,0.0007808,0.00067225,0.00016352,0.00165216
ENSG00000096996,HGNC:5971,chr19,29,43.45,0.0008347,0.00067229,9.74923E-05,0.00195879
ENSG00000174226,HGNC:28605,chr8,23,29.747,0.0008771,0.00067281,8.58304E-05,0.0020322
ENSG00000095587,HGNC:11844,chr10,50,54.986,0.00105113,0.00067284,0.00011717,0.00181855
ENSG00000185306,HGNC:26967,chr12,22,19.836,0.0010102,0.00067323,5.79729E-05,0.00221585
ENSG00000204361,HGNC:26331,chr11,14,17.262,0.00086279,0.00067364,9.33707E-05,0.00199169
ENSG00000185198,HGNC:31397,chr19,7,7.2849,0.00083105,0.00067378,0.00011092,0.00188737
ENSG00000100258,HGNC:25096,chr22,61,36.299,0.00123901,0.00067382,0.00013766,0.00171531
ENSG00000149305,HGNC:5298,chr11,14,22.864,0.00080386,0.00067409,6.18911E-05,0.00223398
ENSG00000095110,HGNC:28527,chr11,16,12.19,0.00103121,0.0006743,7.19124E-05,0.00211741
ENSG00000141140,HGNC:26234,chr17,54,57.671,0.00177415,0.00067542,8.63475E-05,0.00195596
ENSG00000139437,HGNC:28135,chr12,30,40.013,0.00115285,0.00067598,0.00011246,0.00184824
ENSG00000103248,HGNC:25778,chr16,16,13.981,0.00082461,0.00067611,0.00013019,0.00180653
ENSG00000140451,HGNC:26220,chr15,25,26.358,0.00229776,0.00067624,0.00012581,0.00166647
ENSG00000164306,HGNC:26575,chr4,28,28.911,0.0010182,0.00067678,0.0001073,0.00189252
ENSG00000240505,HGNC:18153,chr17,18,10.428,0.00317302,0.00067737,4.21651E-05,0.00227131
ENSG00000242550,HGNC:8942,chr18,15,15.71,0.00096124,0.00067818,7.18191E-05,0.00214175
ENSG00000198203,HGNC:11456,chr2,16,18.192,0.00082849,0.00067855,8.04433E-05,0.00210151
ENSG00000134389,HGNC:24668,chr1,41,28.546,0.00110989,0.00067975,6.78843E-05,0.00215844
ENSG00000196460,HGNC:37253,chr2,16,22.398,0.00170946,0.00067987,8.82486E-05,0.00197757
ENSG00000164291,HGNC:25239,chr5,18,24.63,0.00082366,0.00068074,0.00014206,0.00172932
ENSG00000091262,HGNC:57,chr16,60,72.492,0.00102341,0.00068098,0.00010332,0.00193165
ENSG00000259030,HGNC:42952,chr1,67,57.62,0.00697257,0.00068105,9.20441E-05,0.001853
ENSG00000115841,HGNC:26567,chr2,33,28.33,0.000891,0.00068118,0.0001226,0.00184903
ENSG00000169994,HGNC:7607,chr2,67,111.98,0.00067602,0.0006816,6.81738E-05,0.00221775
ENSG00000138400,HGNC:17836,chr2,23,27.675,0.00089464,0.00068165,6.69167E-05,0.00220916
ENSG00000165794,HGNC:17127,chr14,8,12.063,0.00087264,0.0006821,8.55939E-05,0.00208176
ENSG00000135407,HGNC:14188,chr12,29,50.808,0.00071599,0.0006824,0.000099265,0.00201609
ENSG00000178297,HGNC:30079,chr19,33,45.642,0.00120434,0.00068295,0.000039267,0.00242301
ENSG00000205111,HGNC:19287,chr2,19,16.578,0.00091119,0.00068387,9.55911E-05,0.00200655
ENSG00000248385,HGNC:37250,chr19,11,11.716,0.00081996,0.00068452,8.18877E-05,0.0021202
ENSG00000099960,HGNC:11062,chr22,12,15.867,0.00081609,0.0006855,0.0001041,0.00198343
ENSG00000215906,HGNC:35445,chr1,6,10.934,0.0117084,0.00068611,5.23884E-05,0.0018965
ENSG00000142973,HGNC:2644,chr1,18,24.337,0.00075961,0.00068612,8.62485E-05,0.00211312
ENSG00000173826,HGNC:18862,chr17,44,40.375,0.0013268,0.00068664,0.00011256,0.00187631
