genes,genes_renamed,descriptions,num_populations,is_shared,Central,Eastern,Western
ARAP2,ARAP2,ArfGAP with RhoGAP domain%2C ankyrin repeat and PH domain 2,1,No,NA,6.015822935,NA
TTC27,TTC27,tetratricopeptide repeat domain 27,1,No,NA,6.012424825,NA
GRB10,GRB10,growth factor receptor bound protein 10,1,No,NA,6.011912276,NA
KIZ,KIZ,kizuna centrosomal protein,1,No,NA,6.011206253,NA
LOC112209436,LOC112209436,tubulin beta-2B chain,1,No,NA,6.009743816,NA
CNKSR3,CNKSR3,CNKSR family member 3,1,No,NA,6.008784642,NA
LCN8,LCN8,lipocalin 8,1,No,NA,6.004476044,NA
SERPINB2,SERPINB2,serpin family B member 2,1,No,NA,6.004235612,NA
LCN9,LCN9,lipocalin 9,1,No,NA,6.003625107,NA
GYPB,GYPB,glycophorin B (MNS blood group),1,No,17.40441849,NA,NA
TRIM31,TRIM31,tripartite motif containing 31,1,No,13.38847949,NA,NA
CDH13,CDH13,cadherin 13;uncharacterized LOC112205898,1,No,11.88934656,NA,NA
CPQ,CPQ,carboxypeptidase Q;uncharacterized LOC134810683,1,No,11.6296586,NA,NA
F11,F11,coagulation factor XI,1,No,10.90739187,NA,NA
LRRTM4,LRRTM4,leucine rich repeat transmembrane neuronal 4;uncharacterized LOC134807809,1,No,10.77051905,NA,NA
LOC100616520,HLA-DQB1,HLA class II histocompatibility antigen%2C DQ beta 1 chain,1,No,10.62227222,NA,NA
LHFPL6,LHFPL6,LHFPL tetraspan subfamily member 6,1,No,10.47634705,NA,NA
PATR-DPA1,HLA-DPA1,major histocompatibility complex%2C class II%2C DP alpha 1;major histocompatibility complex%2C class II%2C DP beta 1,1,No,10.4259662,NA,NA
GRK3,GRK3,G protein-coupled receptor kinase 3,1,No,10.1915439,NA,NA
IL1R1,IL1R1,interleukin 1 receptor type 1,1,No,10.07225768,NA,NA
TSHR,TSHR,thyroid stimulating hormone receptor;uncharacterized LOC104002113,1,No,9.86298342,NA,NA
LOC743568,ADAMTS7,A disintegrin and metalloproteinase with thrombospondin motifs 7,1,No,9.642969424,NA,NA
SHLD1,SHLD1,shieldin complex subunit 1,1,No,9.480951257,NA,NA
PRCP,PRCP,prolylcarboxypeptidase,1,No,9.454678688,NA,NA
OR11A1,OR11A1,olfactory receptor family 11 subfamily A member 1,1,No,9.398844121,NA,NA
CCDC27,CCDC27,coiled-coil domain containing 27,1,No,9.35826347,NA,NA
NOTCH2,NOTCH2,notch receptor 2,1,No,9.33543405,NA,NA
CD48,CD48,CD48 molecule;endogenous retrovirus group K member 18 Env polyprotein,1,No,9.312545915,NA,NA
LOC129137966,LOC129137966,CD48 molecule;endogenous retrovirus group K member 18 Env polyprotein,1,No,9.312545915,NA,NA
ACAN,ACAN,aggrecan,1,No,9.297197057,NA,NA
LOC739490,LOC739490,salivary acidic proline-rich phosphoprotein 1/2;taste receptor type 2 member 46,1,No,9.258000851,NA,NA
LOC739542,PRH1,salivary acidic proline-rich phosphoprotein 1/2;taste receptor type 2 member 46,1,No,9.258000851,NA,NA
COL23A1,COL23A1,collagen type XXIII alpha 1 chain;uncharacterized LOC129144122,1,No,9.20586565,NA,NA
FGL1,FGL1,fibrinogen like 1;uncharacterized LOC129135778,1,No,9.1241828,NA,NA
TSPAN8,TSPAN8,tetraspanin 8,1,No,9.116217943,NA,NA
FAM50B,FAM50B,family with sequence similarity 50 member B;uncharacterized LOC112209438,1,No,9.095630403,NA,NA
LOC129138197,LOC129138197,Ras and Rab interactor 2;large ribosomal subunit protein uL11-like,1,No,9.057943733,NA,NA
RIN2,RIN2,Ras and Rab interactor 2;large ribosomal subunit protein uL11-like,1,No,9.057943733,NA,NA
C17H17orf99,C17H17orf99,chromosome 17 C17orf99 homolog,1,No,9.005895266,NA,NA
DBNDD1,DBNDD1,dysbindin domain containing 1,1,No,8.952725178,NA,NA
LOC104002732,AFG3L1,AFG3-like protein 1,1,No,8.92684315,NA,NA
CMIP,CMIP,c-Maf inducing protein,1,No,8.918386557,NA,NA
OR2A2,OR2A2,olfactory receptor family 2 subfamily A member 2,1,No,8.900518125,NA,NA
IARS2,IARS2,isoleucyl-tRNA synthetase 2%2C mitochondrial,1,No,8.866661387,NA,NA
KCNJ15,KCNJ15,potassium inwardly rectifying channel subfamily J member 15,1,No,8.857096805,NA,NA
TEAD4,TEAD4,TEA domain transcription factor 4,1,No,8.835408696,NA,NA
ADTRP,ADTRP,androgen dependent TFPI regulating protein,1,No,8.805208911,NA,NA
TM2D3,TM2D3,TM2 domain containing 3;U6 spliceosomal RNA,1,No,8.765765929,NA,NA
POSTN,POSTN,periostin,1,No,8.701978484,NA,NA
HECW2,HECW2,HECT%2C C2 and WW domain containing E3 ubiquitin protein ligase 2,1,No,8.696974546,NA,NA
DYNLT5,DYNLT5,dynein light chain Tctex-type family member 5,1,No,8.693329314,NA,NA
ANGPT4,ANGPT4,family with sequence similarity 110 member A;angiopoietin 4,1,No,8.674066707,NA,NA
FAM110A,FAM110A,family with sequence similarity 110 member A;angiopoietin 4,1,No,8.674066707,NA,NA
EXD3,EXD3,exonuclease 3'-5' domain containing 3,1,No,8.633898084,NA,NA
PARVB,PARVB,parvin beta,1,No,8.604141678,NA,NA
TMEM52B,TMEM52B,transmembrane protein 52B,1,No,8.601155112,NA,NA
ALDH1L2,ALDH1L2,NOP protein chaperone 1;aldehyde dehydrogenase 1 family member L2,1,No,8.583564919,NA,NA
NOPCHAP1,NOPCHAP1,NOP protein chaperone 1;aldehyde dehydrogenase 1 family member L2,1,No,8.583564919,NA,NA
WNT5B,WNT5B,Wnt family member 5B,1,No,8.582506644,NA,NA
SAG,SAG,S-antigen visual arrestin,1,No,8.56406131,NA,NA
KAT2B,KAT2B,lysine acetyltransferase 2B,1,No,8.562446472,NA,NA
PAQR5,PAQR5,progestin and adipoQ receptor family member 5,1,No,8.549441894,NA,NA
SCEL,SCEL,sciellin,1,No,8.532342201,NA,NA
ARFGEF3,ARFGEF3,ARFGEF family member 3,1,No,8.530375742,NA,NA
NCMAP,NCMAP,non-compact myelin associated protein,1,No,8.519859192,NA,NA
SMIM31,SMIM31,small integral membrane protein 31,1,No,8.517207138,NA,NA
AACS,AACS,acetoacetyl-CoA synthetase,1,No,8.508734873,NA,NA
SIGLEC8,SIGLEC8,sialic acid binding Ig like lectin 8,1,No,8.499746318,NA,NA
CDH8,CDH8,cadherin 8,1,No,8.496213763,NA,NA
STK35,STK35,serine/threonine kinase 35,1,No,8.483548681,NA,NA
PLXNA2,PLXNA2,plexin A2,1,No,8.477308389,NA,NA
CDIN1,CDIN1,CDAN1 interacting nuclease 1,1,No,8.476675003,NA,NA
BFSP1,BFSP1,beaded filament structural protein 1,1,No,8.472639027,NA,NA
ADAMTS20,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,1,No,8.457476125,NA,NA
KIR3DL5,KIR3DL5,killer cell immunoglobulin-like receptor,1,No,8.42086301,NA,NA
PARD3,PARD3,par-3 family cell polarity regulator,1,No,8.416485912,NA,NA
IL18RAP,IL18RAP,interleukin 18 receptor accessory protein,1,No,8.413873779,NA,NA
MAK,MAK,male germ cell associated kinase,1,No,8.412386019,NA,NA
CCL1,CCL1,C-C motif chemokine ligand 1,1,No,8.393570088,NA,NA
USP36,USP36,ubiquitin specific peptidase 36,1,No,8.390151822,NA,NA
BANK1,BANK1,B cell scaffold protein with ankyrin repeats 1,1,No,8.349579765,NA,NA
GIMAP8,GIMAP8,GTPase%2C IMAP family member 8,1,No,8.349408254,NA,NA
ST8SIA2,ST8SIA2,ST8 alpha-N-acetyl-neuraminide alpha-2%2C8-sialyltransferase 2,1,No,8.349352006,NA,NA
UXS1,UXS1,UDP-glucuronate decarboxylase 1,1,No,8.332680158,NA,NA
NCKAP5,NCKAP5,NCK associated protein 5,1,No,8.309623705,NA,NA
TRPM3,TRPM3,transient receptor potential cation channel subfamily M member 3,1,No,8.307970772,NA,NA
TAF8,TAF8,TATA-box binding protein associated factor 8,1,No,8.288204429,NA,NA
SH3GL3,SH3GL3,SH3 domain containing GRB2 like 3%2C endophilin A3,1,No,8.286944537,NA,NA
MISP,MISP,mitotic spindle positioning,1,No,8.283130773,NA,NA
WDR41,WDR41,WD repeat domain 41,1,No,8.277570308,NA,NA
PARVG,PARVG,parvin gamma,1,No,8.254782042,NA,NA
KIAA1549,KIAA1549,KIAA1549,1,No,8.252460497,NA,NA
FHL2,FHL2,four and a half LIM domains 2,1,No,8.230805304,NA,NA
STXBP3,STXBP3,syntaxin binding protein 3,1,No,8.193718455,NA,NA
SPTLC2,SPTLC2,serine palmitoyltransferase long chain base subunit 2,1,No,8.193709068,NA,NA
CYP11B2,CYP11B2,cytochrome P450 family 11 subfamily B member 2,1,No,8.151947297,NA,NA
FMN2,FMN2,formin 2,1,No,8.149727364,NA,NA
RADIL,RADIL,Rap associating with DIL domain,1,No,8.132274062,NA,NA
PIGX,PIGX,phosphatidylinositol glycan anchor biosynthesis class X,1,No,8.127876264,NA,NA
GLP1R,GLP1R,glucagon like peptide 1 receptor,1,No,8.123013795,NA,NA
ERICH5,ERICH5,glutamate rich 5,1,No,8.11823584,NA,NA
ATG4C,ATG4C,autophagy related 4C cysteine peptidase,1,No,8.116420318,NA,NA
CA12,CA12,carbonic anhydrase 12,1,No,8.109336533,NA,NA
FHIP2A,FHIP2A,FHF complex subunit HOOK interacting protein 2A,1,No,8.104489663,NA,NA
SLC35F1,SLC35F1,solute carrier family 35 member F1,1,No,8.097264212,NA,NA
FGF14,FGF14,fibroblast growth factor 14,1,No,8.081246725,NA,NA
TOGARAM2,TOGARAM2,TOG array regulator of axonemal microtubules 2,1,No,8.053248586,NA,NA
SLIT3,SLIT3,slit guidance ligand 3,1,No,8.04694766,NA,NA
SLAIN1,SLAIN1,SLAIN motif family member 1,1,No,8.044025911,NA,NA
AGRN,AGRN,agrin,1,No,8.043753937,NA,NA
RAB3C,RAB3C,RAB3C%2C member RAS oncogene family,1,No,8.004981862,NA,NA
GABRA5,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,1,No,7.990407028,NA,NA
SPMIP2,SPMIP2,sperm microtubule inner protein 2,1,No,7.984769699,NA,NA
LARGE1,LARGE1,LARGE xylosyl- and glucuronyltransferase 1;uncharacterized LOC134809717,1,No,7.983659357,NA,NA
ADAP1,ADAP1,ArfGAP with dual PH domains 1,1,No,7.974446735,NA,NA
DNAJC25,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25,1,No,7.96104321,NA,NA
DEFA4,DEFA4,defensin alpha 4,1,No,7.951854751,NA,NA
CLYBL,CLYBL,citramalyl-CoA lyase,1,No,7.936935198,NA,NA
RIMS2,RIMS2,regulating synaptic membrane exocytosis 2,1,No,7.917077568,NA,NA
CYLC2,CYLC2,cylicin 2,1,No,7.914495781,NA,NA
CEP19,CEP19,centrosomal protein 19;U6 spliceosomal RNA,1,No,7.905286441,NA,NA
RGS20,RGS20,regulator of G protein signaling 20;U6 spliceosomal RNA,1,No,7.902433589,NA,NA
PLA2G4A,PLA2G4A,phospholipase A2 group IVA,1,No,7.901347901,NA,NA
TUB,TUB,TUB bipartite transcription factor,1,No,7.888730197,NA,NA
SNAP25,SNAP25,synaptosome associated protein 25,1,No,7.8835825,NA,NA
GLO1,GLO1,glyoxalase I,1,No,7.867201923,NA,NA
BICD1,BICD1,BICD cargo adaptor 1,1,No,7.858182847,NA,NA
CHMP6,CHMP6,charged multivesicular body protein 6,1,No,7.850239357,NA,NA
SDCBP,SDCBP,syndecan binding protein,1,No,7.84657005,NA,NA
LOC134807349,LOC134807349,membrane-spanning 4-domains subfamily A member 12-like,1,No,7.845436173,NA,NA
LOC129136603,LOC129136603,salivary acidic proline-rich phosphoprotein 1/2;taste receptor type 2 member 46;taste receptor type 2 member 30-like,1,No,7.838513467,NA,NA
ROR1,ROR1,receptor tyrosine kinase like orphan receptor 1,1,No,7.836279824,NA,NA
ICA1,ICA1,islet cell autoantigen 1,1,No,7.834982149,NA,NA
CARMIL1,CARMIL1,capping protein regulator and myosin 1 linker 1,1,No,7.833036615,NA,NA
HOPX,HOPX,HOP homeobox;uncharacterized LOC129143741,1,No,7.826584396,NA,NA
ANKS1B,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,1,No,7.81738464,NA,NA
COL5A2,COL5A2,collagen type V alpha 2 chain,1,No,7.803294109,NA,NA
DNAJB13,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,1,No,7.800096965,NA,NA
ITPR1,ITPR1,inositol 1%2C4%2C5-trisphosphate receptor type 1;uncharacterized LOC129143473,1,No,7.798306501,NA,NA
MAD2L2,MAD2L2,mitotic arrest deficient 2 like 2,1,No,7.788715112,NA,NA
MMRN1,MMRN1,multimerin 1,1,No,7.766880228,NA,NA
AGK,AGK,acylglycerol kinase,1,No,7.764174417,NA,NA
DEF8,DEF8,differentially expressed in FDCP 8 homolog,1,No,7.762120563,NA,NA
SAMSN1,SAMSN1,SAM domain%2C SH3 domain and nuclear localization signals 1,1,No,7.757117953,NA,NA
CABCOCO1,CABCOCO1,ciliary associated calcium binding coiled-coil 1,1,No,7.756613279,NA,NA
NOS2,NOS2,nitric oxide synthase 2,1,No,7.748846844,NA,NA
SNX7,SNX7,sorting nexin 7,1,No,7.741713577,NA,NA
CDC42EP4,CDC42EP4,CDC42 effector protein 4,1,No,7.736612303,NA,NA
SCAMP4,SCAMP4,secretory carrier membrane protein 4,1,No,7.7330941,NA,NA
NOSTRIN,NOSTRIN,nitric oxide synthase trafficking,1,No,7.719066954,NA,NA
STARD13,STARD13,StAR related lipid transfer domain containing 13,1,No,7.713200128,NA,NA
SLC9C2,SLC9C2,solute carrier family 9 member C2 (putative),1,No,7.702949371,NA,NA
CELSR1,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,1,No,7.683439322,NA,NA
SCARA5,SCARA5,scavenger receptor class A member 5,1,No,7.679312972,NA,NA
RAB27B,RAB27B,RAB27B%2C member RAS oncogene family,1,No,7.677858588,NA,NA
ZDHHC17,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17,1,No,7.677578142,NA,NA
CAND2,CAND2,cullin associated and neddylation dissociated 2 (putative),1,No,7.674916517,NA,NA
MARCHF1,MARCHF1,membrane associated ring-CH-type finger 1,1,No,7.6733161,NA,NA
EPHA5,EPHA5,EPH receptor A5,1,No,7.670173932,NA,NA
NUP133,NUP133,nucleoporin 133,1,No,7.662227362,NA,NA
NDUFB6,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,1,No,7.63986918,NA,NA
MTHFD1L,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,1,No,7.630834619,NA,NA
FLRT2,FLRT2,fibronectin leucine rich transmembrane protein 2,1,No,7.629519961,NA,NA
SLFN5,SLFN5,schlafen family member 5,1,No,7.621120926,NA,NA
SACS,SACS,sacsin molecular chaperone,1,No,7.611315918,NA,NA
ZMIZ1,ZMIZ1,zinc finger MIZ-type containing 1,1,No,7.604189925,NA,NA
LOC112204787,LOC112204787,protein unc-93 homolog B1-like,1,No,7.602217863,NA,NA
OLR1,OLR1,oxidized low density lipoprotein receptor 1;transmembrane protein 52B,1,No,7.597995823,NA,NA
NME7,NME7,NME/NM23 family member 7,1,No,7.582238419,NA,NA
LOC129143126,LOC129143126,small ribosomal subunit protein uS19-like,1,No,7.58049637,NA,NA
VPS41,VPS41,VPS41 subunit of HOPS complex,1,No,7.563925077,NA,NA
RAB30,RAB30,RAB30%2C member RAS oncogene family,1,No,7.542482959,NA,NA
EDARADD,EDARADD,EDAR associated death domain,1,No,7.534640755,NA,NA
RGS12,RGS12,regulator of G protein signaling 12,1,No,7.532929458,NA,NA
LOC474069,LOC474069,multidrug resistance-associated protein 1-like,1,No,7.531680047,NA,NA
TMEM163,TMEM163,transmembrane protein 163,1,No,7.524944468,NA,NA
ATP1B3,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,1,No,7.522329203,NA,NA
SEMA5A,SEMA5A,semaphorin 5A,1,No,7.512052071,NA,NA
RFPL2,RFPL2,ret finger protein like 2,1,No,7.509894602,NA,NA
GABBR2,GABBR2,gamma-aminobutyric acid type B receptor subunit 2;uncharacterized LOC107976736,1,No,7.509094237,NA,NA
GRM5,GRM5,glutamate metabotropic receptor 5;uncharacterized LOC107967186,1,No,7.498029959,NA,NA
GABRB1,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,1,No,7.495066795,NA,NA
LAMA2,LAMA2,laminin subunit alpha 2,1,No,7.494000513,NA,NA
ZNF195,ZNF195,zinc finger protein 195,1,No,7.489309982,NA,NA
EPHA8,EPHA8,EPH receptor A8,1,No,7.480009128,NA,NA
MAST4,MAST4,microtubule associated serine/threonine kinase family member 4,1,No,7.478978439,NA,NA
CLSTN2,CLSTN2,calsyntenin 2,1,No,7.476897281,NA,NA
EPHA7,EPHA7,EPH receptor A7,1,No,7.465264857,NA,NA
MAPRE3,MAPRE3,microtubule associated protein RP/EB family member 3;uncharacterized LOC107973408,1,No,7.459325851,NA,NA
PCTP,PCTP,phosphatidylcholine transfer protein,1,No,7.454106462,NA,NA
ST6GAL2,ST6GAL2,ST6 beta-galactoside alpha-2%2C6-sialyltransferase 2,1,No,7.450899976,NA,NA
NIBAN1,NIBAN1,niban apoptosis regulator 1,1,No,7.450523567,NA,NA
DPYSL2,DPYSL2,dihydropyrimidinase like 2,1,No,7.447202994,NA,NA
OR93CH,OR93CH,olfactory receptor OR93Ch,1,No,7.442756655,NA,NA
HBE1,HBE1,hemoglobin subunit epsilon 1;olfactory receptor family 51 subfamily M member 1,1,No,7.440373598,NA,NA
RIMS1,RIMS1,regulating synaptic membrane exocytosis 1,1,No,7.439070269,NA,NA
SYN3,SYN3,synapsin III,1,No,7.430497048,NA,NA
SUDS3,SUDS3,SDS3 homolog%2C SIN3A corepressor complex component,1,No,7.423550696,NA,NA
SFMBT2,SFMBT2,Scm like with four mbt domains 2,1,No,7.414938143,NA,NA
LOC104001655,LOC104001655,putative uncharacterized protein encoded by LINC00596,1,No,7.412580561,NA,NA
TAFA2,TAFA2,TAFA chemokine like family member 2,1,No,7.40389876,NA,NA
CCDC149,CCDC149,coiled-coil domain containing 149,1,No,7.38843847,NA,NA
MROH1,MROH1,maestro heat like repeat family member 1,1,No,7.387462643,NA,NA
TFDP1,TFDP1,transcription factor Dp-1,1,No,7.363995823,NA,NA
DDR2,DDR2,discoidin domain receptor tyrosine kinase 2,1,No,7.36099127,NA,NA
CNTN3,CNTN3,contactin 3,1,No,7.359471604,NA,NA
SLC45A1,SLC45A1,solute carrier family 45 member 1,1,No,7.354599545,NA,NA
CMTM8,CMTM8,CKLF like MARVEL transmembrane domain containing 8,1,No,7.34996722,NA,NA
CEP135,CEP135,centrosomal protein 135,1,No,7.337489324,NA,NA
DPH6,DPH6,diphthamine biosynthesis 6,1,No,7.335230079,NA,NA
SUN1,SUN1,Sad1 and UNC84 domain containing 1,1,No,7.331526501,NA,NA
PKNOX2,PKNOX2,PBX/knotted 1 homeobox 2,1,No,7.321299265,NA,NA
MYO18B,MYO18B,myosin XVIIIB,1,No,7.316153232,NA,NA
HERC2,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,1,No,7.301994296,NA,NA
USH1C,USH1C,USH1 protein network component harmonin,1,No,7.301690033,NA,NA
PMP22,PMP22,peripheral myelin protein 22,1,No,7.300700918,NA,NA
ATCAY,ATCAY,ATCAY kinesin light chain interacting caytaxin,1,No,7.300584596,NA,NA
TMEM178B,TMEM178B,transmembrane protein 178B,1,No,7.298803965,NA,NA
IGSF11,IGSF11,immunoglobulin superfamily member 11,1,No,7.296187021,NA,NA
RFTN1,RFTN1,raftlin%2C lipid raft linker 1,1,No,7.29007766,NA,NA
DISC1,DISC1,DISC1 scaffold protein,1,No,7.285971314,NA,NA
AIG1,AIG1,androgen induced 1,1,No,7.282459616,NA,NA
PLEKHA5,PLEKHA5,pleckstrin homology domain containing A5,1,No,7.281886145,NA,NA
BCKDHB,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,1,No,7.275431015,NA,NA
SGCG,SGCG,sarcoglycan gamma,1,No,7.266595646,NA,NA
TRAF3,TRAF3,TNF receptor associated factor 3,1,No,7.265647951,NA,NA
ASTN1,ASTN1,astrotactin 1,1,No,7.260546208,NA,NA
STAC,STAC,SH3 and cysteine rich domain,1,No,7.259384348,NA,NA
PCED1B,PCED1B,PC-esterase domain containing 1B,1,No,7.253059471,NA,NA
GPR35,GPR35,G protein-coupled receptor 35,1,No,7.251973382,NA,NA
LOC107968485,LOC107968485,histone H2A.V-like,1,No,7.248852914,NA,NA
SPSB4,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,1,No,7.245641989,NA,NA
OPRM1,OPRM1,opioid receptor mu 1,1,No,7.242423329,NA,NA
FBLN7,FBLN7,fibulin 7,1,No,7.237158941,NA,NA
ZFPM2,ZFPM2,zinc finger protein%2C FOG family member 2,1,No,7.222024313,NA,NA
STIM1,STIM1,stromal interaction molecule 1,1,No,7.218693515,NA,NA
SEMA3A,SEMA3A,semaphorin 3A,1,No,7.216699028,NA,NA
KIR3DL1,KIR3DL1,killer cell immunoglobulin-like receptor%2C three domains%2C long cytoplasmic tail%2C 1,1,No,7.208767563,NA,NA
GVQW3,GVQW3,GVQW motif containing 3,1,No,7.198582584,NA,NA
DCDC2,DCDC2,doublecortin domain containing 2,1,No,7.198472207,NA,NA
IQCE,IQCE,IQ motif containing E,1,No,7.197875546,NA,NA
SPTLC3,SPTLC3,serine palmitoyltransferase long chain base subunit 3,1,No,7.19748136,NA,NA
PARM1,PARM1,prostate androgen-regulated mucin-like protein 1,1,No,7.191308299,NA,NA
TMIGD3,TMIGD3,transmembrane and immunoglobulin domain containing 3,1,No,7.19110657,NA,NA
CAPN14,CAPN14,calpain 14,1,No,7.188969447,NA,NA
BLZF1,BLZF1,basic leucine zipper nuclear factor 1,1,No,7.186746931,NA,NA
CFAP44,CFAP44,cilia and flagella associated protein 44,1,No,7.177945129,NA,NA
DIPK2A,DIPK2A,divergent protein kinase domain 2A,1,No,7.167617689,NA,NA
SLC45A4,SLC45A4,solute carrier family 45 member 4,1,No,7.161422219,NA,NA
STOX2,STOX2,storkhead box 2,1,No,7.151977973,NA,NA
PRMT8,PRMT8,protein arginine methyltransferase 8,1,No,7.142324919,NA,NA
FAM83B,FAM83B,family with sequence similarity 83 member B,1,No,7.129792982,NA,NA
IQCG,IQCG,IQ motif containing G,1,No,7.116111701,NA,NA
COL25A1,COL25A1,collagen type XXV alpha 1 chain,1,No,7.111876774,NA,NA
NCK2,NCK2,NCK adaptor protein 2,1,No,7.101783702,NA,NA
ATAD2,ATAD2,ATPase family AAA domain containing 2,1,No,7.095729836,NA,NA
COIL,COIL,coilin,1,No,7.09515068,NA,NA
TTC39C,TTC39C,tetratricopeptide repeat domain 39C,1,No,7.088777,NA,NA
PRDM10,PRDM10,PR/SET domain 10,1,No,7.083121736,NA,NA
B3GALT5,B3GALT5,immunoglobulin superfamily member 5;beta-1%2C3-galactosyltransferase 5,1,No,7.067262565,NA,NA
ATP1A2,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,1,No,7.058062186,NA,NA
AFG2A,AFG2A,AFG2 AAA ATPase homolog A,1,No,7.047291071,NA,NA
SPATC1,SPATC1,spermatogenesis and centriole associated 1,1,No,7.046853883,NA,NA
IQCK,IQCK,IQ motif containing K,1,No,7.042573403,NA,NA
KCND3,KCND3,potassium voltage-gated channel subfamily D member 3,1,No,7.036171693,NA,NA
LOC129135687,LOC129135687,pro-neuregulin-2%2C membrane-bound isoform-like,1,No,7.027136065,NA,NA
PPP2R5C,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,1,No,7.025171136,NA,NA
SPATA16,SPATA16,spermatogenesis associated 16,1,No,7.019732826,NA,NA
CEP55,CEP55,centrosomal protein 55,1,No,7.012302859,NA,NA
LOC100613641,LOC100613641,putative uncharacterized protein FLJ45177,1,No,7.008494212,NA,NA
AGBL3,AGBL3,AGBL carboxypeptidase 3,1,No,7.001692499,NA,NA
OR51G1,OR51G1,matrix metallopeptidase 26;olfactory receptor family 51 subfamily G member 1,1,No,6.988764439,NA,NA
KATNIP,KATNIP,katanin interacting protein,1,No,6.984680308,NA,NA
FOCAD,FOCAD,focadhesin,1,No,6.983702639,NA,NA
OSBPL5,OSBPL5,oxysterol binding protein like 5,1,No,6.978321607,NA,NA
ZNF423,ZNF423,zinc finger protein 423;uncharacterized LOC107968842,1,No,6.970995916,NA,NA
LGR4,LGR4,leucine rich repeat containing G protein-coupled receptor 4,1,No,6.970560645,NA,NA
QDPR,QDPR,quinoid dihydropteridine reductase,1,No,6.959534257,NA,NA
GASK1B,GASK1B,golgi associated kinase 1B,1,No,6.958242251,NA,NA
PMS1,PMS1,PMS1 homolog 1%2C mismatch repair system component,1,No,6.954871614,NA,NA
CYP4F11,CYP4F11,cytochrome P450 family 4 subfamily F member 11,1,No,6.943623638,NA,NA
CD83,CD83,CD83 molecule,1,No,6.934929512,NA,NA
SPNS3,SPNS3,SPNS lysolipid transporter 3%2C sphingosine-1-phosphate (putative),1,No,6.928896314,NA,NA
NRXN1,NRXN1,neurexin 1,1,No,6.927866132,NA,NA
CCDC60,CCDC60,coiled-coil domain containing 60,1,No,6.922769589,NA,NA
TMTC1,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1;uncharacterized LOC107967550,1,No,6.906315148,NA,NA
FARS2,FARS2,phenylalanyl-tRNA synthetase 2%2C mitochondrial,1,No,6.903994899,NA,NA
CAPS2,CAPS2,calcyphosine 2,1,No,6.902401985,NA,NA
ZNF121,ZNF121,zinc finger protein 121,1,No,6.899473087,NA,NA
KNOP1,KNOP1,VPS35 endosomal protein sorting factor like;lysine rich nucleolar protein 1,1,No,6.889371714,NA,NA
VPS35L,VPS35L,VPS35 endosomal protein sorting factor like;lysine rich nucleolar protein 1,1,No,6.889371714,NA,NA
FAM135B,FAM135B,family with sequence similarity 135 member B,1,No,6.885159419,NA,NA
NMNAT2,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,1,No,6.872802948,NA,NA
BOD1L1,BOD1L1,biorientation of chromosomes in cell division 1 like 1,1,No,6.869970688,NA,NA
TMPRSS15,TMPRSS15,transmembrane serine protease 15;uncharacterized LOC107970184,1,No,6.866547141,NA,NA
C1H1orf174,C1H1orf174,chromosome 1 C1orf174 homolog,1,No,6.861061487,NA,NA
RHEX,RHEX,regulator of hemoglobinization and erythroid cell expansion,1,No,6.857841352,NA,NA
SPATA21,SPATA21,spermatogenesis associated 21;uncharacterized LOC129136524,1,No,6.857255611,NA,NA
OSBP2,OSBP2,oxysterol binding protein 2,1,No,6.856336831,NA,NA
SLC18A1,SLC18A1,solute carrier family 18 member A1,1,No,6.856203285,NA,NA
RIGI,RIGI,RNA sensor RIG-I,1,No,6.854941074,NA,NA
LOC107971330,LOC107971330,notch homolog 2 N-terminal-like protein A,1,No,6.852693186,NA,NA
LOC469572,LOC469572,lymphotactin,1,No,6.852342663,NA,NA
KHDRBS3,KHDRBS3,KH RNA binding domain containing%2C signal transduction associated 3,1,No,6.8499156,NA,NA
ACOXL,ACOXL,acyl-CoA oxidase like,1,No,6.843527222,NA,NA
CYP2B6,CYP2B6,cytochrome P450 family 2 subfamily B member 6,1,No,6.839608486,NA,NA
ALOX5AP,ALOX5AP,arachidonate 5-lipoxygenase activating protein,1,No,6.834810094,NA,NA
SORCS3,SORCS3,sortilin related VPS10 domain containing receptor 3,1,No,6.832178749,NA,NA
MCOLN3,MCOLN3,mucolipin TRP cation channel 3,1,No,6.830070801,NA,NA
GRK1,GRK1,G protein-coupled receptor kinase 1,1,No,6.82896177,NA,NA
