chromosome,start,end,population,avg_tmrca_myr,genes,genes_renamed,gene_biotypes,descriptions
chr11_hap1_hsa9,97265000,97266000,Eastern,14.72179467,ADAMTSL1,ADAMTSL1,protein_coding,ADAMTS like 1
chr11_hap1_hsa9,97265000,97266000,Western,14.72179467,ADAMTSL1,ADAMTSL1,protein_coding,ADAMTS like 1
chr7_hap1_hsa8,8111000,8112000,Eastern,14.70577436,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr7_hap1_hsa8,8111000,8112000,Western,14.70577436,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr22_hap1_hsa21,46101000,46102000,Western,14.69435234,COL18A1,COL18A1,protein_coding,collagen type XVIII alpha 1 chain
chr7_hap1_hsa8,22633000,22634000,Eastern,14.67434319,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22633000,22634000,Western,14.67434319,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr5_hap1_hsa6,36938000,36939000,Central,14.64146896,LOC462552,HCG22,protein_coding,protein PBMUCL2
chr5_hap1_hsa6,36938000,36939000,Eastern,14.64146896,LOC462552,HCG22,protein_coding,protein PBMUCL2
chr20_hap1_hsa19,57549000,57550000,Eastern,14.61198124,LOC100608180,LILRB3,protein_coding,leukocyte immunoglobulin-like receptor subfamily B member 3-like
chr20_hap1_hsa19,57549000,57550000,Western,14.61198124,LOC100608180,LILRB3,protein_coding,leukocyte immunoglobulin-like receptor subfamily B member 3-like
chr1_hap1_hsa1,209578000,209579000,Central,14.59429727,NBPF3,NBPF3,protein_coding,NBPF member 3
chr1_hap1_hsa1,209578000,209579000,Eastern,14.59429727,NBPF3,NBPF3,protein_coding,NBPF member 3
chr1_hap1_hsa1,209578000,209579000,Western,14.59429727,NBPF3,NBPF3,protein_coding,NBPF member 3
chr11_hap1_hsa9,106274000,106275000,Eastern,14.57527002,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr11_hap1_hsa9,106274000,106275000,Western,14.57527002,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr9_hap1_hsa11,8525000,8526000,Western,14.57318245,LOC129136397,SSU72L2,protein_coding,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
chr9_hap1_hsa11,7602000,7603000,Eastern,14.57119981,LOC104008393,ACSM1,protein_coding,acyl-coenzyme A synthetase ACSM1%2C mitochondrial-like
chr5_hap1_hsa6,35689000,35690000,Western,14.55403328,LOC112209536,IFITM3,protein_coding,interferon-induced transmembrane protein 3-like
chr7_hap1_hsa8,10416000,10417000,Eastern,14.53885796,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,10416000,10417000,Western,14.53885796,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr20_hap1_hsa19,57453000,57454000,Eastern,14.53693881,LILRB1,LILRB1,protein_coding,leukocyte immunoglobulin like receptor B1
chr20_hap1_hsa19,57453000,57454000,Western,14.53693881,LILRB1,LILRB1,protein_coding,leukocyte immunoglobulin like receptor B1
chr19_hap1_hsa17,96110000,96111000,Central,14.53618537,FN3K,FN3K,protein_coding,fructosamine 3 kinase
chr19_hap1_hsa17,96110000,96111000,Western,14.53618537,FN3K,FN3K,protein_coding,fructosamine 3 kinase
chr7_hap1_hsa8,10859000,10860000,Eastern,14.50769391,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,10859000,10860000,Western,14.50769391,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,23865000,23866000,Central,14.50723372,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23865000,23866000,Eastern,14.50723372,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23865000,23866000,Western,14.50723372,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,10420000,10421000,Eastern,14.49094383,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,10420000,10421000,Western,14.49094383,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr8_hap1_hsa10,134686000,134687000,Eastern,14.49063962,DMBT1,DMBT1,protein_coding,deleted in malignant brain tumors 1
chr20_hap1_hsa19,55717000,55718000,Central,14.45206127,ZNF468,ZNF468,protein_coding,zinc finger protein 468
chr20_hap1_hsa19,55717000,55718000,Eastern,14.45206127,ZNF468,ZNF468,protein_coding,zinc finger protein 468
chr20_hap1_hsa19,55717000,55718000,Western,14.45206127,ZNF468,ZNF468,protein_coding,zinc finger protein 468
chr5_hap1_hsa6,35688000,35689000,Western,14.45030055,LOC112209536,IFITM3,protein_coding,interferon-induced transmembrane protein 3-like
chr7_hap1_hsa8,11767000,11768000,Eastern,14.44231461,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,11767000,11768000,Western,14.44231461,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr1_hap1_hsa1,217247000,217248000,Eastern,14.43813149,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr1_hap1_hsa1,217247000,217248000,Western,14.43813149,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr20_hap1_hsa19,55368000,55369000,Eastern,14.43553381,ZNF578,ZNF578,protein_coding,zinc finger protein 578
chr20_hap1_hsa19,55368000,55369000,Western,14.43553381,ZNF578,ZNF578,protein_coding,zinc finger protein 578
chr18_hap1_hsa16,81860000,81861000,Eastern,14.42813164,CDH13,CDH13,protein_coding,cadherin 13
chr18_hap1_hsa16,81860000,81861000,Western,14.42813164,CDH13,CDH13,protein_coding,cadherin 13
chr5_hap1_hsa6,37162000,37163000,Central,14.38127947,PATR-C,HLA-C,protein_coding,major histocompatibility complex%2C class I%2C C
chr5_hap1_hsa6,37162000,37163000,Eastern,14.38127947,PATR-C,HLA-C,protein_coding,major histocompatibility complex%2C class I%2C C
chr5_hap1_hsa6,37162000,37163000,Western,14.38127947,PATR-C,HLA-C,protein_coding,major histocompatibility complex%2C class I%2C C
chr9_hap1_hsa11,4688000,4689000,Central,14.36918682,PTDSS2,PTDSS2,protein_coding,phosphatidylserine synthase 2
chr2_hap1_hsa3,200825000,200826000,Eastern,14.3512017,LOC112208690,MYLK2,protein_coding,myosin light chain kinase 2%2C skeletal/cardiac muscle-like
chr2_hap1_hsa3,200825000,200826000,Western,14.3512017,LOC112208690,MYLK2,protein_coding,myosin light chain kinase 2%2C skeletal/cardiac muscle-like
chr1_hap1_hsa1,52229000,52230000,Central,14.34547919,LOC457604,CFHR4,protein_coding,complement factor H-related protein 4
chr1_hap1_hsa1,52229000,52230000,Eastern,14.34547919,LOC457604,CFHR4,protein_coding,complement factor H-related protein 4
chr6_hap1_hsa7,168253000,168254000,Eastern,14.33607764,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr6_hap1_hsa7,168253000,168254000,Western,14.33607764,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr18_hap1_hsa16,2901000,2902000,Central,14.32943777,CAPN15,CAPN15,protein_coding,calpain 15
chr18_hap1_hsa16,2901000,2902000,Eastern,14.32943777,CAPN15,CAPN15,protein_coding,calpain 15
chr18_hap1_hsa16,2901000,2902000,Western,14.32943777,CAPN15,CAPN15,protein_coding,calpain 15
chr7_hap1_hsa8,11713000,11714000,Eastern,14.32464336,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,11713000,11714000,Western,14.32464336,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr13_hap1_hsa2b,132626000,132627000,Western,14.29730075,SP140L,SP140L,protein_coding,SP140 nuclear body protein like
chr20_hap1_hsa19,58553000,58554000,Eastern,14.26977235,NLRP9,NLRP9,protein_coding,NLR family pyrin domain containing 9
chr6_hap1_hsa7,27626000,27627000,Eastern,14.25223967,DNAH11,DNAH11,protein_coding,dynein axonemal heavy chain 11
chr5_hap1_hsa6,35680000,35681000,Eastern,14.24959436,LOC134810183,MICB,protein_coding,MHC class I polypeptide-related sequence B-like
chr5_hap1_hsa6,35680000,35681000,Western,14.24959436,LOC134810183,MICB,protein_coding,MHC class I polypeptide-related sequence B-like
chr19_hap1_hsa17,11513000,11514000,Eastern,14.24653045,ABR,ABR,protein_coding,ABR activator of RhoGEF and GTPase
chr19_hap1_hsa17,11513000,11514000,Western,14.24653045,ABR,ABR,protein_coding,ABR activator of RhoGEF and GTPase
chr1_hap1_hsa1,33097000,33098000,Eastern,14.21900591,USH2A,USH2A,protein_coding,usherin
chr19_hap1_hsa17,13589000,13590000,Central,14.21063232,OR1D2,OR1D2,protein_coding,olfactory receptor family 1 subfamily D member 2
chr19_hap1_hsa17,13589000,13590000,Eastern,14.21063232,OR1D2,OR1D2,protein_coding,olfactory receptor family 1 subfamily D member 2
chr19_hap1_hsa17,13589000,13590000,Western,14.21063232,OR1D2,OR1D2,protein_coding,olfactory receptor family 1 subfamily D member 2
chr5_hap1_hsa6,72993000,72994000,Eastern,14.19869257,LOC129144370,LOC129144370,protein_coding,protein eyes shut homolog
chr7_hap1_hsa8,10721000,10722000,Eastern,14.19281909,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,10721000,10722000,Western,14.19281909,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,23021000,23022000,Eastern,14.18638388,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,23021000,23022000,Western,14.18638388,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22634000,22635000,Eastern,14.17068625,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22634000,22635000,Western,14.17068625,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr1_hap1_hsa1,217061000,217062000,Western,14.15842073,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr7_hap1_hsa8,22632000,22633000,Eastern,14.14545791,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22632000,22633000,Western,14.14545791,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr2_hap1_hsa3,197633000,197634000,Central,14.1388514,ATP13A3,ATP13A3,protein_coding,ATPase 13A3
chr2_hap1_hsa3,197633000,197634000,Eastern,14.1388514,ATP13A3,ATP13A3,protein_coding,ATPase 13A3
chr2_hap1_hsa3,197633000,197634000,Western,14.1388514,ATP13A3,ATP13A3,protein_coding,ATPase 13A3
chr15_hap1_hsa14,103469000,103470000,Eastern,14.13725486,MTA1,MTA1,protein_coding,metastasis associated 1
chr15_hap1_hsa14,103469000,103470000,Western,14.13725486,MTA1,MTA1,protein_coding,metastasis associated 1
chr3_hap1_hsa4,60560000,60561000,Eastern,14.11111391,UGT2A2,UGT2A2,protein_coding,UDP glucuronosyltransferase family 2 member A2
chr5_hap1_hsa6,180022000,180023000,Central,14.09978278,LOC104007081,SIMC1,protein_coding,SUMO-interacting motif-containing protein 1
chr5_hap1_hsa6,180022000,180023000,Eastern,14.09978278,LOC104007081,SIMC1,protein_coding,SUMO-interacting motif-containing protein 1
chr5_hap1_hsa6,180022000,180023000,Western,14.09978278,LOC104007081,SIMC1,protein_coding,SUMO-interacting motif-containing protein 1
chr1_hap1_hsa1,217498000,217499000,Western,14.09235948,PRDM2,PRDM2,protein_coding,PR/SET domain 2
chr3_hap1_hsa4,2051000,2052000,Western,14.09175515,FAM53A,FAM53A,protein_coding,family with sequence similarity 53 member A
chr8_hap1_hsa10,139431000,139432000,Eastern,14.08364923,DOCK1,DOCK1,protein_coding,dedicator of cytokinesis 1
chr8_hap1_hsa10,139431000,139432000,Western,14.08364923,DOCK1,DOCK1,protein_coding,dedicator of cytokinesis 1
chr10_hap1_hsa12,9611000,9612000,Eastern,14.05631338,CACNA1C,CACNA1C,protein_coding,calcium voltage-gated channel subunit alpha1 C
chr10_hap1_hsa12,9611000,9612000,Western,14.05631338,CACNA1C,CACNA1C,protein_coding,calcium voltage-gated channel subunit alpha1 C
chr7_hap1_hsa8,23864000,23865000,Central,14.04690806,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23864000,23865000,Eastern,14.04690806,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23864000,23865000,Western,14.04690806,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr19_hap1_hsa17,96178000,96179000,Eastern,14.04457992,TBCD,TBCD,protein_coding,tubulin folding cofactor D
chr3_hap1_hsa4,174700000,174701000,Eastern,14.04377048,GALNTL6,GALNTL6,protein_coding,polypeptide N-acetylgalactosaminyltransferase like 6
chr7_hap1_hsa8,8370000,8371000,Western,14.0311322,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr5_hap1_hsa6,37246000,37247000,Eastern,14.02725998,PATR-B,HLA-B,protein_coding,major histocompatibility complex%2C class I%2C B
chr16_hap1_hsa15,11032000,11033000,Central,14.02403762,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr7_hap1_hsa8,11072000,11073000,Eastern,14.00985779,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr6_hap1_hsa7,172006000,172007000,Central,13.99530494,NOM1,NOM1,protein_coding,nucleolar protein with MIF4G domain 1
chr6_hap1_hsa7,172006000,172007000,Eastern,13.99530494,NOM1,NOM1,protein_coding,nucleolar protein with MIF4G domain 1
chr6_hap1_hsa7,172006000,172007000,Western,13.99530494,NOM1,NOM1,protein_coding,nucleolar protein with MIF4G domain 1
chr13_hap1_hsa2b,132627000,132628000,Western,13.98446354,SP140L,SP140L,protein_coding,SP140 nuclear body protein like
chr9_hap1_hsa11,4410000,4411000,Eastern,13.9717894,SIRT3,SIRT3,protein_coding,sirtuin 3
chr9_hap1_hsa11,4410000,4411000,Western,13.9717894,SIRT3,SIRT3,protein_coding,sirtuin 3
chr9_hap1_hsa11,9611000,9612000,Western,13.9629855,HBE1,HBE1,protein_coding,hemoglobin subunit epsilon 1
chr9_hap1_hsa11,9611000,9612000,Western,13.9629855,LOC466382,LOC466382,protein_coding,olfactory receptor 51I2-like
chr3_hap1_hsa4,60562000,60563000,Eastern,13.95563981,UGT2A2,UGT2A2,protein_coding,UDP glucuronosyltransferase family 2 member A2
chr23_hap1_hsa22,48857000,48858000,Eastern,13.94192885,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr23_hap1_hsa22,48857000,48858000,Western,13.94192885,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr6_hap1_hsa7,168254000,168255000,Eastern,13.94146098,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr6_hap1_hsa7,168254000,168255000,Western,13.94146098,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr21_hap1_hsa20,69990000,69991000,Eastern,13.9148148,STMN3,STMN3,protein_coding,stathmin 3
chr21_hap1_hsa20,69990000,69991000,Western,13.9148148,STMN3,STMN3,protein_coding,stathmin 3
chr1_hap1_hsa1,216450000,216451000,Central,13.91134892,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr1_hap1_hsa1,216450000,216451000,Eastern,13.91134892,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr1_hap1_hsa1,216450000,216451000,Western,13.91134892,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr3_hap1_hsa4,145549000,145550000,Central,13.89460193,GYPB,GYPB,protein_coding,glycophorin B (MNS blood group)
chr20_hap1_hsa19,58575000,58576000,Central,13.89440798,NLRP9,NLRP9,protein_coding,NLR family pyrin domain containing 9
chr1_hap1_hsa1,228880000,228881000,Western,13.88666051,PRDM16,PRDM16,protein_coding,PR/SET domain 16
chr7_hap1_hsa8,22892000,22893000,Eastern,13.88527756,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22892000,22893000,Western,13.88527756,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr6_hap1_hsa7,54665000,54666000,Central,13.88115888,LOC743528,CDC14C,protein_coding,dual specificity protein phosphatase CDC14C-like
chr6_hap1_hsa7,54665000,54666000,Western,13.88115888,LOC743528,CDC14C,protein_coding,dual specificity protein phosphatase CDC14C-like
chr16_hap1_hsa15,92018000,92019000,Eastern,13.87380052,ADAMTS17,ADAMTS17,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 17
chr16_hap1_hsa15,92018000,92019000,Western,13.87380052,ADAMTS17,ADAMTS17,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 17
chr7_hap1_hsa8,10857000,10858000,Eastern,13.87362162,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr7_hap1_hsa8,10857000,10858000,Western,13.87362162,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr20_hap1_hsa19,4977000,4978000,Central,13.83351004,GNG7,GNG7,protein_coding,G protein subunit gamma 7
chr20_hap1_hsa19,4977000,4978000,Eastern,13.83351004,GNG7,GNG7,protein_coding,G protein subunit gamma 7
chr20_hap1_hsa19,4977000,4978000,Western,13.83351004,GNG7,GNG7,protein_coding,G protein subunit gamma 7
chr7_hap1_hsa8,24090000,24091000,Western,13.82172223,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr20_hap1_hsa19,59634000,59635000,Eastern,13.82131006,LOC104003467,OR1L4,protein_coding,olfactory receptor 1L4-like
chr20_hap1_hsa19,59634000,59635000,Western,13.82131006,LOC104003467,OR1L4,protein_coding,olfactory receptor 1L4-like
chr18_hap1_hsa16,73318000,73319000,Eastern,13.80641232,LOC736783,CTRB1,protein_coding,chymotrypsinogen B
chr18_hap1_hsa16,73318000,73319000,Western,13.80641232,LOC736783,CTRB1,protein_coding,chymotrypsinogen B
chr19_hap1_hsa17,96111000,96112000,Central,13.80449845,FN3K,FN3K,protein_coding,fructosamine 3 kinase
chr19_hap1_hsa17,96111000,96112000,Western,13.80449845,FN3K,FN3K,protein_coding,fructosamine 3 kinase
chr20_hap1_hsa19,55350000,55351000,Eastern,13.79195753,ZNF578,ZNF578,protein_coding,zinc finger protein 578
chr20_hap1_hsa19,55350000,55351000,Western,13.79195753,ZNF578,ZNF578,protein_coding,zinc finger protein 578
chr1_hap1_hsa1,1189000,1190000,Eastern,13.7869676,TRIM58,TRIM58,protein_coding,tripartite motif containing 58
chr1_hap1_hsa1,1189000,1190000,Western,13.7869676,TRIM58,TRIM58,protein_coding,tripartite motif containing 58
chr11_hap1_hsa9,115508000,115509000,Eastern,13.78695603,DOCK8,DOCK8,protein_coding,dedicator of cytokinesis 8
chr11_hap1_hsa9,115508000,115509000,Western,13.78695603,DOCK8,DOCK8,protein_coding,dedicator of cytokinesis 8
chr8_hap1_hsa10,13932000,13933000,Central,13.77640629,WDR37,WDR37,protein_coding,WD repeat domain 37
chr8_hap1_hsa10,13932000,13933000,Eastern,13.77640629,WDR37,WDR37,protein_coding,WD repeat domain 37
chr8_hap1_hsa10,13932000,13933000,Western,13.77640629,WDR37,WDR37,protein_coding,WD repeat domain 37
chr23_hap1_hsa22,49125000,49126000,Eastern,13.77125354,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr23_hap1_hsa22,49125000,49126000,Western,13.77125354,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr9_hap1_hsa11,24742000,24743000,Western,13.76142643,NELL1,NELL1,protein_coding,neural EGFL like 1
chr5_hap1_hsa6,70739000,70740000,Central,13.74653277,LOC100609532,EYS,protein_coding,protein eyes shut homolog
chr5_hap1_hsa6,70739000,70740000,Eastern,13.74653277,LOC100609532,EYS,protein_coding,protein eyes shut homolog
chr5_hap1_hsa6,70739000,70740000,Western,13.74653277,LOC100609532,EYS,protein_coding,protein eyes shut homolog
chr1_hap1_hsa1,205634000,205635000,Western,13.73795783,LOC107971361,RH-like-IC,protein_coding,RH-like protein IC
chr7_hap1_hsa8,23863000,23864000,Central,13.72918647,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23863000,23864000,Eastern,13.72918647,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23863000,23864000,Western,13.72918647,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr20_hap1_hsa19,57199000,57200000,Eastern,13.72196401,LAIR1,LAIR1,protein_coding,leukocyte associated immunoglobulin like receptor 1
chr20_hap1_hsa19,57199000,57200000,Western,13.72196401,LAIR1,LAIR1,protein_coding,leukocyte associated immunoglobulin like receptor 1
chr12_hap1_hsa2a,91928000,91929000,Central,13.69836327,GALNT14,GALNT14,protein_coding,polypeptide N-acetylgalactosaminyltransferase 14
chr12_hap1_hsa2a,91928000,91929000,Eastern,13.69836327,GALNT14,GALNT14,protein_coding,polypeptide N-acetylgalactosaminyltransferase 14
chr12_hap1_hsa2a,91928000,91929000,Western,13.69836327,GALNT14,GALNT14,protein_coding,polypeptide N-acetylgalactosaminyltransferase 14
chr8_hap1_hsa10,27469000,27470000,Eastern,13.6517898,FAM107B,FAM107B,protein_coding,family with sequence similarity 107 member B
chr8_hap1_hsa10,27469000,27470000,Western,13.6517898,FAM107B,FAM107B,protein_coding,family with sequence similarity 107 member B
chr5_hap1_hsa6,38964000,38965000,Western,13.63927655,PATR-DPB1,HLA-DPB1,protein_coding,major histocompatibility complex%2C class II%2C DP beta 1
