contig	original_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
200385_NA18960.hap1	GYPA	GYPA	409197	440600	-	normal	NM_002099.8	GYPA
200386_NA18960.hap2	GYPE	GYPE	170568	205450	-	normal	NM_198682.3	GYPE
200386_NA18960.hap2	GYPB	GYPB	295129	319319	-	normal	NM_002100.6	GYPB
200386_NA18960.hap2	GYPA	GYPA	409237	440640	-	normal	NM_002099.8	GYPA
200387_NA18967.hap1	GYPE	GYPE	170572	205323	-	normal	NM_198682.3	GYPE
200387_NA18967.hap1	GYPB	GYPB	295014	319197	-	normal	NM_002100.6	GYPB
200387_NA18967.hap1	GYPA	GYPA	409107	440493	-	normal	NM_002099.8	GYPA
200388_NA18967.hap2	GYPE	GYPE	170576	205327	-	normal	NM_198682.3	GYPE
200388_NA18967.hap2	GYPB	GYPB	294990	319173	-	normal	NM_002100.6	GYPB
200388_NA18967.hap2	GYPA	GYPA	409093	440479	-	normal	NM_002099.8	GYPA
200389_NA18970.hap1	GYPE	GYPE	170572	205419	-	normal	NM_198682.3	GYPE
200389_NA18970.hap1	GYPB	GYPB	295090	319278	-	normal	NM_002100.6	GYPB
200389_NA18970.hap1	GYPA	GYPA	409197	440583	-	normal	NM_002099.8	GYPA
200390_NA18970.hap2	GYPE	GYPE	170572	205419	-	normal	NM_198682.3	GYPE
200390_NA18970.hap2	GYPB	GYPB	295090	319278	-	normal	NM_002100.6	GYPB
200390_NA18970.hap2	GYPA	GYPA	409197	440583	-	normal	NM_002099.8	GYPA
200391_NA18971.hap1	GYPE	GYPE	170565	205316	-	normal	NM_198682.3	GYPE
200391_NA18971.hap1	GYPB	GYPB	294970	319158	-	normal	NM_002100.6	GYPB
200391_NA18971.hap1	GYPA	GYPA	409065	440451	-	normal	NM_002099.8	GYPA
200392_NA18971.hap2	GYPE	GYPE	170569	205451	-	normal	NM_198682.3	GYPE
200392_NA18971.hap2	GYPB	GYPB	295120	319310	-	normal	NM_002100.6	GYPB
200392_NA18971.hap2	GYPA	GYPA	409222	440625	-	normal	NM_002099.8	GYPA
200393_NA18974.hap1	GYPE	GYPE	170560	205407	-	normal	NM_198682.3	GYPE
200393_NA18974.hap1	GYPB	GYPB	295082	319270	-	normal	NM_002100.6	GYPB
200393_NA18974.hap1	GYPA	GYPA	409187	440573	-	normal	NM_002099.8	GYPA
200394_NA18974.hap2	GYPE	GYPE	170545	205392	-	normal	NM_198682.3	GYPE
200394_NA18974.hap2	GYPB	GYPB	295046	319236	-	normal	NM_002100.6	GYPB
200394_NA18974.hap2	GYPA	GYPA	409151	440554	-	normal	NM_002099.8	GYPA
200395_NA18976.hap1	GYPE	GYPE	170585	205434	-	normal	NM_198682.3	GYPE
200395_NA18976.hap1	GYPB	GYPB	295117	319301	-	normal	NM_002100.6	GYPB
200395_NA18976.hap1	GYPA	GYPA	409218	440606	-	normal	NM_002099.8	GYPA
200396_NA18976.hap2	GYPE	GYPE	170572	205419	-	normal	NM_198682.3	GYPE
200396_NA18976.hap2	GYPB	GYPB	295091	319279	-	normal	NM_002100.6	GYPB
200396_NA18976.hap2	GYPA	GYPA	409190	440593	-	normal	NM_002099.8	GYPA
200397_NA18982.hap1	GYPE	GYPE	170574	205422	-	normal	NM_198682.3	GYPE
200397_NA18982.hap1	GYPB	GYPB	295099	319288	-	normal	NM_002100.6	GYPB
200397_NA18982.hap1	GYPA	GYPA	409199	440607	-	normal	NM_002099.8	GYPA
200398_NA18982.hap2	GYPE	GYPE	170578	205425	-	normal	NM_198682.3	GYPE
200398_NA18982.hap2	GYPB	GYPB	295097	319287	-	normal	NM_002100.6	GYPB
200398_NA18982.hap2	GYPA	GYPA	409199	440602	-	normal	NM_002099.8	GYPA
200399_NA18983.hap1	GYPE	GYPE	170589	205436	-	normal	NM_198682.3	GYPE
200399_NA18983.hap1	GYPB	GYPB	295127	319317	-	normal	NM_002100.6	GYPB
200399_NA18983.hap1	GYPA	GYPA	409243	440650	-	normal	NM_002099.8	GYPA
200400_NA18983.hap2	GYPE	GYPE	170569	205320	-	normal	NM_198682.3	GYPE
200400_NA18983.hap2	GYPB	GYPB	294996	319184	-	normal	NM_002100.6	GYPB
200400_NA18983.hap2	GYPA	GYPA	409091	440477	-	normal	NM_002099.8	GYPA
200401_NA19036.hap1	GYPE	GYPE	170542	205387	-	normal	NM_198682.3	GYPE
200401_NA19036.hap1	GYPB	GYPB	295068	319257	-	normal	NM_002100.6	GYPB
200401_NA19036.hap1	GYPA	GYPA	409153	440573	-	normal	NM_002099.8	GYPA
200402_NA19036.hap2	GYPE	GYPE	170584	205431	-	normal	NM_198682.3	GYPE
200402_NA19036.hap2	GYPB	GYPB	295106	319296	-	normal	NM_002100.6	GYPB
200402_NA19036.hap2	GYPA	GYPA	409201	440600	-	normal	NM_002099.8	GYPA
200403_NA19043.hap1	GYPE	GYPE	170562	205408	-	normal	NM_198682.3	GYPE
200403_NA19043.hap1	GYPB	GYPB	295090	319279	-	normal	NM_002100.6	GYPB
200403_NA19043.hap1	GYPA	GYPA	409194	440596	-	normal	NM_002099.8	GYPA
200404_NA19043.hap2	GYPE	GYPE	170534	205411	-	normal	NM_198682.3	GYPE
200404_NA19043.hap2	GYPB	GYPB	295072	319259	-	normal	NM_002100.6	GYPB
200404_NA19043.hap2	GYPA	GYPA	409191	440577	-	normal	NM_002099.8	GYPA
200405_NA19087.hap1	GYPE	GYPE	170625	205378	-	normal	NM_198682.3	GYPE
200405_NA19087.hap1	GYPB	GYPB	295074	319262	-	normal	NM_002100.6	GYPB
200405_NA19087.hap1	GYPA	GYPA	409175	440561	-	normal	NM_002099.8	GYPA
200406_NA19087.hap2	GYPE	GYPE	170627	205380	-	normal	NM_198682.3	GYPE
200406_NA19087.hap2	GYPB	GYPB	295050	319238	-	normal	NM_002100.6	GYPB
200406_NA19087.hap2	GYPA	GYPA	409152	440538	-	normal	NM_002099.8	GYPA
200407_NA19159.hap1	GYPE	GYPE	170589	205393	-	gene_conversion	NM_198682.3	GYPE:188295-205393:1.00:0.33,GYPA:185476-188294:1.00:0.03,GYPE:170589-185475:1.00:0.20
200407_NA19159.hap1	GYPB	GYPB	295065	319245	-	normal	NM_002100.6	GYPB
200407_NA19159.hap1	GYPA	GYPA	409182	440584	-	normal	NM_002099.8	GYPA
200408_NA19159.hap2	GYPE	GYPE	170546	205392	-	normal	NM_198682.3	GYPE
200408_NA19159.hap2	GYPB	GYPB	295077	319267	-	normal	NM_002100.6	GYPB
200408_NA19159.hap2	GYPA	GYPA	409174	440577	-	normal	NM_002099.8	GYPA
200409_NA19185.hap1	GYPE	GYPE	170633	205421	-	normal	NM_198682.3	GYPE
200409_NA19185.hap1	GYPB	GYPB	295095	319283	-	normal	NM_002100.6	GYPB
200409_NA19185.hap1	GYPA	GYPA	409205	440617	-	normal	NM_002099.8	GYPA
200410_NA19185.hap2	GYPE	GYPE	170555	205401	-	normal	NM_198682.3	GYPE
200410_NA19185.hap2	GYPB	GYPB	295087	319274	-	normal	NM_002100.6	GYPB
200410_NA19185.hap2	GYPA	GYPA	409521	440931	-	normal	NM_002099.8	GYPA
200411_NA19338.hap1	GYPE	GYPE	170566	205591	-	normal	NM_198682.3	GYPE
200411_NA19338.hap1	GYPB	GYPB	295220	319407	-	normal	NM_002100.6	GYPB
200411_NA19338.hap1	GYPA	GYPA	409322	440723	-	normal	NM_002099.8	GYPA
200412_NA19338.hap2	GYPE	GYPE	170589	205467	-	normal	NM_198682.3	GYPE
200412_NA19338.hap2	GYPB	GYPB	295116	319304	-	normal	NM_002100.6	GYPB
200412_NA19338.hap2	GYPA	GYPA	409237	440652	-	normal	NM_002099.8	GYPA
200413_NA19391.hap1	GYPE	GYPE	170563	205409	-	normal	NM_198682.3	GYPE
200413_NA19391.hap1	GYPB	GYPB	295090	319279	-	normal	NM_002100.6	GYPB
200413_NA19391.hap1	GYPA	GYPA	409185	440571	-	normal	NM_002099.8	GYPA
200414_NA19391.hap2	GYPE	GYPE	170562	205270	-	normal	NM_198682.3	GYPE
200414_NA19391.hap2	GYPB	GYPB	294951	319124	-	normal	NM_002100.6	GYPB
200414_NA19391.hap2	GYPA	GYPA	409025	440427	-	normal	NM_002099.8	GYPA
200415_NA19443.hap1	GYPE	GYPE	170543	205265	-	gene_conversion	NM_198682.3	GYPE:188170-205265:0.99:0.32,GYPA:185351-188169:1.00:0.03,GYPE:170543-185350:1.00:0.21
200415_NA19443.hap1	GYPA	GYPA	298743	330131	-	normal	NM_002099.8	GYPA
200416_NA19443.hap2	GYPE	GYPE	170571	205418	-	normal	NM_198682.3	GYPE
200416_NA19443.hap2	GYPB	GYPB	295096	319286	-	normal	NM_002100.6	GYPB
200416_NA19443.hap2	GYPA	GYPA	409195	440581	-	normal	NM_002099.8	GYPA
200417_NA19468.hap1	GYPE	GYPE	170540	205385	-	normal	NM_198682.3	GYPE
200417_NA19468.hap1	GYPB	GYPB	295064	319253	-	normal	NM_002100.6	GYPB
200417_NA19468.hap1	GYPA	GYPA	409150	440570	-	normal	NM_002099.8	GYPA
200418_NA19468.hap2	GYPE	GYPE	170578	205271	-	gene_conversion	NM_198682.3	GYPE:188170-205271:0.99:0.32,GYPA:185351-188169:1.00:0.03,GYPE:170578-185350:1.00:0.21
200418_NA19468.hap2	GYPB	GYPB	294898	319090	-	normal	NM_002100.6	GYPB
200418_NA19468.hap2	GYPA	GYPA	409048	440457	-	normal	NM_002099.8	GYPA
200419_NA19682.hap1	GYPE	GYPE	170568	205408	-	normal	NM_198682.3	GYPE
200419_NA19682.hap1	GYPB	GYPB	295100	319290	-	normal	NM_002100.6	GYPB
200419_NA19682.hap1	GYPA	GYPA	409209	440595	-	normal	NM_002099.8	GYPA
200420_NA19682.hap2	GYPE	GYPE	170545	205385	-	normal	NM_198682.3	GYPE
200420_NA19682.hap2	GYPB	GYPB	295068	319258	-	normal	NM_002100.6	GYPB
200420_NA19682.hap2	GYPA	GYPA	409175	440561	-	normal	NM_002099.8	GYPA
200421_NA19700.hap1	GYPE	GYPE	170551	205397	-	normal	NM_198682.3	GYPE
200421_NA19700.hap1	GYPB	GYPB	295071	319256	-	normal	NM_002100.6	GYPB
200421_NA19700.hap1	GYPA	GYPA	409184	440590	-	normal	NM_002099.8	GYPA
200422_NA19700.hap2	GYPE	GYPE	170555	205503	-	normal	NM_198682.3	GYPE
200422_NA19700.hap2	GYPB	GYPB	295159	319347	-	normal	NM_002100.6	GYPB
200422_NA19700.hap2	GYPA	GYPA	409283	440686	-	normal	NM_002099.8	GYPA
200423_NA19776.hap1	GYPE	GYPE	170732	205402	-	normal	NM_198682.3	GYPE
200423_NA19776.hap1	GYPB	GYPB	295057	319243	-	normal	NM_002100.6	GYPB
200423_NA19776.hap1	GYPA	GYPA	409147	440540	-	normal	NM_002099.8	GYPA
200424_NA19776.hap2	GYPE	GYPE	170571	205417	-	normal	NM_198682.3	GYPE
200424_NA19776.hap2	GYPB	GYPB	295088	319273	-	normal	NM_002100.6	GYPB
200424_NA19776.hap2	GYPA	GYPA	409198	440601	-	normal	NM_002099.8	GYPA
200425_NA19835.hap1	GYPE	GYPE	170552	205500	-	normal	NM_198682.3	GYPE
200425_NA19835.hap1	GYPB	GYPB	295149	319337	-	normal	NM_002100.6	GYPB
200425_NA19835.hap1	GYPA	GYPA	409281	440680	-	normal	NM_002099.8	GYPA
200426_NA19835.hap2	GYPE	GYPE	170595	205289	-	gene_conversion	NM_198682.3	GYPE:188188-205289:0.99:0.32,GYPA:185369-188187:1.00:0.03,GYPE:170595-185368:1.00:0.21
200426_NA19835.hap2	GYPB	GYPB	294923	319117	-	normal	NM_002100.6	GYPB
200426_NA19835.hap2	GYPA	GYPA	409030	440436	-	normal	NM_002099.8	GYPA
200427_NA19909.hap1	GYPE	GYPE	170551	205397	-	normal	NM_198682.3	GYPE
200427_NA19909.hap1	GYPB	GYPB	295084	319271	-	normal	NM_002100.6	GYPB
200427_NA19909.hap1	GYPA	GYPA	409514	440924	-	normal	NM_002099.8	GYPA
200428_NA19909.hap2	GYPE	GYPE	170648	205401	-	normal	NM_198682.3	GYPE
200428_NA19909.hap2	GYPB	GYPB	295072	319261	-	normal	NM_002100.6	GYPB
200428_NA19909.hap2	GYPA	GYPA	409192	440594	-	normal	NM_002099.8	GYPA
200429_NA20282.hap1	GYPE	GYPE	170732	205400	-	normal	NM_198682.3	GYPE
200429_NA20282.hap1	GYPB	GYPB	295053	319242	-	normal	NM_002100.6	GYPB
200429_NA20282.hap1	GYPA	GYPA	409163	440549	-	normal	NM_002099.8	GYPA
200430_NA20282.hap2	GYPE	GYPE	170743	205413	-	normal	NM_198682.3	GYPE
200430_NA20282.hap2	GYPB	GYPB	295056	319244	-	normal	NM_002100.6	GYPB
200430_NA20282.hap2	GYPA	GYPA	409155	440563	-	normal	NM_002099.8	GYPA
200431_NA20346.hap1	GYPE	GYPE	170718	205386	-	normal	NM_198682.3	GYPE
200431_NA20346.hap1	GYPB	GYPB	295038	319224	-	normal	NM_002100.6	GYPB
200431_NA20346.hap1	GYPA	GYPA	409107	440510	-	normal	NM_002099.8	GYPA
200432_NA20346.hap2	GYPE	GYPE	170574	205420	-	normal	NM_198682.3	GYPE
200432_NA20346.hap2	GYPB	GYPB	295108	319298	-	normal	NM_002100.6	GYPB
200432_NA20346.hap2	GYPA	GYPA	409226	440629	-	normal	NM_002099.8	GYPA
200433_NA20503.hap1	GYPE	GYPE	170736	205405	-	normal	NM_198682.3	GYPE
200433_NA20503.hap1	GYPB	GYPB	295048	319232	-	normal	NM_002100.6	GYPB
200433_NA20503.hap1	GYPA	GYPA	409127	440530	-	normal	NM_002099.8	GYPA
200434_NA20503.hap2	GYPE	GYPE	170727	205396	-	normal	NM_198682.3	GYPE
200434_NA20503.hap2	GYPB	GYPB	295046	319231	-	normal	NM_002100.6	GYPB
200434_NA20503.hap2	GYPA	GYPA	409131	440517	-	normal	NM_002099.8	GYPA
200435_NA20752.hap1	GYPE	GYPE	170726	205395	-	normal	NM_198682.3	GYPE
200435_NA20752.hap1	GYPB	GYPB	295034	319222	-	normal	NM_002100.6	GYPB
200435_NA20752.hap1	GYPA	GYPA	409107	440510	-	normal	NM_002099.8	GYPA
200436_NA20752.hap2	GYPE	GYPE	170835	205504	-	normal	NM_198682.3	GYPE
200436_NA20752.hap2	GYPB	GYPB	295154	319341	-	normal	NM_002100.6	GYPB
200436_NA20752.hap2	GYPA	GYPA	409240	440626	-	normal	NM_002099.8	GYPA
200437_NA20762.hap1	GYPE	GYPE	170589	205340	-	normal	NM_198682.3	GYPE
200437_NA20762.hap1	GYPB	GYPB	295006	319194	-	normal	NM_002100.6	GYPB
200437_NA20762.hap1	GYPA	GYPA	409121	440506	-	normal	NM_002099.8	GYPA
200438_NA20762.hap2	GYPE	GYPE	170589	205340	-	normal	NM_198682.3	GYPE
200438_NA20762.hap2	GYPB	GYPB	295006	319194	-	normal	NM_002100.6	GYPB
200438_NA20762.hap2	GYPA	GYPA	409119	440504	-	normal	NM_002099.8	GYPA
200439_NA20799.hap1	GYPE	GYPE	170558	205398	-	normal	NM_198682.3	GYPE
200439_NA20799.hap1	GYPB	GYPB	295089	319274	-	normal	NM_002100.6	GYPB
200439_NA20799.hap1	GYPA	GYPA	409186	440592	-	normal	NM_002099.8	GYPA
200440_NA20799.hap2	GYPE	GYPE	170568	205416	-	normal	NM_198682.3	GYPE
200440_NA20799.hap2	GYPB	GYPB	295069	319253	-	normal	NM_002100.6	GYPB
200440_NA20799.hap2	GYPA	GYPA	409147	440533	-	normal	NM_002099.8	GYPA
200441_NA20805.hap1	GYPE	GYPE	170569	205422	-	normal	NM_198682.3	GYPE
200441_NA20805.hap1	GYPB	GYPB	295057	319245	-	normal	NM_002100.6	GYPB
200441_NA20805.hap1	GYPA	GYPA	409152	440556	-	normal	NM_002099.8	GYPA
200442_NA20805.hap2	GYPE	GYPE	170728	205398	-	normal	NM_198682.3	GYPE
200442_NA20805.hap2	GYPB	GYPB	295042	319230	-	normal	NM_002100.6	GYPB
200442_NA20805.hap2	GYPA	GYPA	409124	440527	-	normal	NM_002099.8	GYPA
200443_NA20806.hap1	GYPE	GYPE	170564	205404	-	normal	NM_198682.3	GYPE
200443_NA20806.hap1	GYPB	GYPB	295088	319277	-	normal	NM_002100.6	GYPB
200443_NA20806.hap1	GYPA	GYPA	409216	440602	-	normal	NM_002099.8	GYPA
200444_NA20806.hap2	GYPE	GYPE	170591	205342	-	normal	NM_198682.3	GYPE
200444_NA20806.hap2	GYPB	GYPB	294998	319185	-	normal	NM_002100.6	GYPB
200444_NA20806.hap2	GYPA	GYPA	409096	440483	-	normal	NM_002099.8	GYPA
200445_NA20809.hap1	GYPE	GYPE	170710	205460	-	normal	NM_198682.3	GYPE
200445_NA20809.hap1	GYPB	GYPB	295141	319329	-	normal	NM_002100.6	GYPB
200445_NA20809.hap1	GYPA	GYPA	409244	440654	-	normal	NM_002099.8	GYPA
200446_NA20809.hap2	GYPE	GYPE	170738	205408	-	normal	NM_198682.3	GYPE
200446_NA20809.hap2	GYPB	GYPB	295051	319238	-	normal	NM_002100.6	GYPB
200446_NA20809.hap2	GYPA	GYPA	409142	440539	-	normal	NM_002099.8	GYPA
200447_NA20827.hap1	GYPE	GYPE	170698	205368	-	normal	NM_198682.3	GYPE
200447_NA20827.hap1	GYPB	GYPB	295006	319192	-	normal	NM_002100.6	GYPB
200447_NA20827.hap1	GYPA	GYPA	409093	440479	-	normal	NM_002099.8	GYPA
200448_NA20827.hap2	GYPE	GYPE	170748	205418	-	normal	NM_198682.3	GYPE
200448_NA20827.hap2	GYPB	GYPB	295077	319264	-	normal	NM_002100.6	GYPB
200448_NA20827.hap2	GYPA	GYPA	409163	440564	-	normal	NM_002099.8	GYPA
200449_NA20850.hap1	GYPE	GYPE	170584	205335	-	normal	NM_198682.3	GYPE
200449_NA20850.hap1	GYPB	GYPB	294974	319162	-	normal	NM_002100.6	GYPB
200449_NA20850.hap1	GYPA	GYPA	409067	440454	-	normal	NM_002099.8	GYPA
200450_NA20850.hap2	GYPE	GYPE	170575	205428	-	normal	NM_198682.3	GYPE
200450_NA20850.hap2	GYPB	GYPB	295051	319239	-	normal	NM_002100.6	GYPB
200450_NA20850.hap2	GYPA	GYPA	409143	440546	-	normal	NM_002099.8	GYPA
200451_NA20870.hap1	GYPE	GYPE	170744	205414	-	normal	NM_198682.3	GYPE
200451_NA20870.hap1	GYPB	GYPB	295073	319260	-	normal	NM_002100.6	GYPB
200451_NA20870.hap1	GYPA	GYPA	409156	440538	-	normal	NM_002099.8	GYPA
200452_NA20870.hap2	GYPE	GYPE	170568	205414	-	normal	NM_198682.3	GYPE
200452_NA20870.hap2	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
200452_NA20870.hap2	GYPA	GYPA	409205	440603	-	normal	NM_002099.8	GYPA
200453_NA20905.hap1	GYPE	GYPE	170593	205439	-	normal	NM_198682.3	GYPE
200453_NA20905.hap1	GYPB	GYPB	295105	319289	-	normal	NM_002100.6	GYPB
200453_NA20905.hap1	GYPA	GYPA	409208	440594	-	normal	NM_002099.8	GYPA
200454_NA20905.hap2	GYPE	GYPE	170554	205400	-	normal	NM_198682.3	GYPE
200454_NA20905.hap2	GYPB	GYPB	295079	319269	-	normal	NM_002100.6	GYPB
200454_NA20905.hap2	GYPA	GYPA	409198	440602	-	normal	NM_002099.8	GYPA
200455_NA21093.hap1	GYPE	GYPE	170570	205416	-	normal	NM_198682.3	GYPE
200455_NA21093.hap1	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
200455_NA21093.hap1	GYPA	GYPA	409197	440595	-	normal	NM_002099.8	GYPA
200456_NA21093.hap2	GYPE	GYPE	170756	205426	-	normal	NM_198682.3	GYPE
200456_NA21093.hap2	GYPB	GYPB	295076	319263	-	normal	NM_002100.6	GYPB
200456_NA21093.hap2	GYPA	GYPA	409158	440561	-	normal	NM_002099.8	GYPA
200457_NA21102.hap1	GYPE	GYPE	170594	205440	-	normal	NM_198682.3	GYPE
200457_NA21102.hap1	GYPB	GYPB	295127	319317	-	normal	NM_002100.6	GYPB
200457_NA21102.hap1	GYPA	GYPA	409239	440625	-	normal	NM_002099.8	GYPA
200458_NA21102.hap2	GYPE	GYPE	170564	205417	-	normal	NM_198682.3	GYPE
200458_NA21102.hap2	GYPB	GYPB	295074	319258	-	normal	NM_002100.6	GYPB
200458_NA21102.hap2	GYPA	GYPA	409186	440572	-	normal	NM_002099.8	GYPA
200459_NA21106.hap1	GYPE	GYPE	170562	205313	-	normal	NM_198682.3	GYPE
200459_NA21106.hap1	GYPB	GYPB	294986	319174	-	normal	NM_002100.6	GYPB
200459_NA21106.hap1	GYPA	GYPA	409086	440489	-	normal	NM_002099.8	GYPA
200460_NA21106.hap2	GYPE	GYPE	170595	205441	-	normal	NM_198682.3	GYPE
200460_NA21106.hap2	GYPB	GYPB	295128	319318	-	normal	NM_002100.6	GYPB
200460_NA21106.hap2	GYPA	GYPA	409241	440627	-	normal	NM_002099.8	GYPA
200461_NA21110.hap1	GYPE	GYPE	170730	205399	-	normal	NM_198682.3	GYPE
200461_NA21110.hap1	GYPB	GYPB	295049	319236	-	normal	NM_002100.6	GYPB
200461_NA21110.hap1	GYPA	GYPA	409132	440537	-	normal	NM_002099.8	GYPA
200462_NA21110.hap2	GYPE	GYPE	170734	205404	-	normal	NM_198682.3	GYPE
200462_NA21110.hap2	GYPB	GYPB	295056	319243	-	normal	NM_002100.6	GYPB
200462_NA21110.hap2	GYPA	GYPA	409142	440550	-	normal	NM_002099.8	GYPA
200463_NA21144.hap1	GYPE	GYPE	170724	205394	-	normal	NM_198682.3	GYPE
200463_NA21144.hap1	GYPB	GYPB	295033	319221	-	normal	NM_002100.6	GYPB
200463_NA21144.hap1	GYPA	GYPA	409144	440530	-	normal	NM_002099.8	GYPA
200464_NA21144.hap2	GYPE	GYPE	170588	205339	-	normal	NM_198682.3	GYPE
200464_NA21144.hap2	GYPB	GYPB	295005	319193	-	normal	NM_002100.6	GYPB
200464_NA21144.hap2	GYPA	GYPA	409109	440512	-	normal	NM_002099.8	GYPA
210001_APR-F.hap1	GYPA	GYPA	110942	142345	+	normal	NM_002099.8	GYPA
210001_APR-F.hap1	GYPB	GYPB	232260	256449	+	normal	NM_002100.6	GYPB
210001_APR-F.hap1	GYPE	GYPE	346120	380871	+	normal	NM_198682.3	GYPE
210002_APR-F.hap2	GYPA	GYPA	110922	142325	+	normal	NM_002099.8	GYPA
210002_APR-F.hap2	GYPB	GYPB	232242	256432	+	normal	NM_002100.6	GYPB
210002_APR-F.hap2	GYPE	GYPE	346131	380977	+	normal	NM_198682.3	GYPE
210003_APR-M.hap1	GYPE	GYPE	170566	205412	-	normal	NM_198682.3	GYPE
210003_APR-M.hap1	GYPB	GYPB	295086	319276	-	normal	NM_002100.6	GYPB
210003_APR-M.hap1	GYPA	GYPA	409214	440600	-	normal	NM_002099.8	GYPA
210004_APR-M.hap2	GYPA	GYPA	110921	142325	+	normal	NM_002099.8	GYPA
210004_APR-M.hap2	GYPB	GYPB	232244	256430	+	normal	NM_002100.6	GYPB
210004_APR-M.hap2	GYPE	GYPE	346106	380857	+	normal	NM_198682.3	GYPE
210005_APR001.hap1	GYPE	GYPE	170589	205429	-	normal	NM_198682.3	GYPE
210005_APR001.hap1	GYPB	GYPB	295106	319296	-	normal	NM_002100.6	GYPB
210005_APR001.hap1	GYPA	GYPA	409235	440621	-	normal	NM_002099.8	GYPA
210006_APR001.hap2	GYPE	GYPE	170594	205345	-	normal	NM_198682.3	GYPE
210006_APR001.hap2	GYPB	GYPB	295016	319204	-	normal	NM_002100.6	GYPB
210006_APR001.hap2	GYPA	GYPA	409121	440530	-	normal	NM_002099.8	GYPA
210007_APR002.hap1	GYPA	GYPA	110939	142342	+	normal	NM_002099.8	GYPA
210007_APR002.hap1	GYPB	GYPB	232281	256467	+	normal	NM_002100.6	GYPB
210007_APR002.hap1	GYPE	GYPE	346134	380980	+	normal	NM_198682.3	GYPE
210008_APR002.hap2	GYPE	GYPE	170552	205398	-	normal	NM_198682.3	GYPE
210008_APR002.hap2	GYPB	GYPB	295083	319274	-	normal	NM_002100.6	GYPB
210008_APR002.hap2	GYPA	GYPA	409189	440576	-	normal	NM_002099.8	GYPA
210009_APR003.hap1	GYPE	GYPE	170712	205382	-	normal	NM_198682.3	GYPE
210009_APR003.hap1	GYPB	GYPB	295030	319218	-	normal	NM_002100.6	GYPB
210009_APR003.hap1	GYPA	GYPA	409119	440517	-	normal	NM_002099.8	GYPA
210010_APR003.hap2	GYPA	GYPA	110951	142337	+	normal	NM_002099.8	GYPA
210010_APR003.hap2	GYPB	GYPB	232262	256453	+	normal	NM_002100.6	GYPB
210010_APR003.hap2	GYPE	GYPE	346142	380982	+	normal	NM_198682.3	GYPE
210011_APR004.hap1	GYPE	GYPE	170735	205405	-	normal	NM_198682.3	GYPE
210011_APR004.hap1	GYPB	GYPB	295057	319246	-	normal	NM_002100.6	GYPB
210011_APR004.hap1	GYPA	GYPA	409146	440549	-	normal	NM_002099.8	GYPA
210012_APR004.hap2	GYPE	GYPE	170557	205397	-	normal	NM_198682.3	GYPE
210012_APR004.hap2	GYPB	GYPB	295080	319271	-	normal	NM_002100.6	GYPB
210012_APR004.hap2	GYPA	GYPA	409198	440584	-	normal	NM_002099.8	GYPA
210013_APR005.hap1	GYPA	GYPA	110922	142325	+	normal	NM_002099.8	GYPA
210013_APR005.hap1	GYPB	GYPB	232224	256411	+	normal	NM_002100.6	GYPB
210013_APR005.hap1	GYPE	GYPE	346061	380730	+	normal	NM_198682.3	GYPE
210014_APR005.hap2	GYPE	GYPE	170563	205315	-	normal	NM_198682.3	GYPE
210014_APR005.hap2	GYPB	GYPB	294973	319162	-	normal	NM_002100.6	GYPB
210014_APR005.hap2	GYPA	GYPA	409049	440453	-	normal	NM_002099.8	GYPA
210015_APR006.hap1	GYPE	GYPE	170585	205462	-	normal	NM_198682.3	GYPE
210015_APR006.hap1	GYPB	GYPB	295108	319297	-	normal	NM_002100.6	GYPB
210015_APR006.hap1	GYPA	GYPA	409249	440635	-	normal	NM_002099.8	GYPA
210016_APR006.hap2	GYPA	GYPA	110922	142325	+	normal	NM_002099.8	GYPA
210016_APR006.hap2	GYPB	GYPB	232224	256412	+	normal	NM_002100.6	GYPB
210016_APR006.hap2	GYPE	GYPE	346061	380731	+	normal	NM_198682.3	GYPE
210017_APR007.hap1	GYPA	GYPA	110921	142318	+	normal	NM_002099.8	GYPA
210017_APR007.hap1	GYPB	GYPB	232214	256401	+	normal	NM_002100.6	GYPB
210017_APR007.hap1	GYPE	GYPE	346048	380717	+	normal	NM_198682.3	GYPE
210018_APR007.hap2	GYPA	GYPA	110958	142344	+	normal	NM_002099.8	GYPA
210018_APR007.hap2	GYPB	GYPB	232275	256464	+	normal	NM_002100.6	GYPB
210018_APR007.hap2	GYPE	GYPE	346149	380989	+	normal	NM_198682.3	GYPE
210019_APR008.hap1	GYPE	GYPE	170731	205400	-	normal	NM_198682.3	GYPE
210019_APR008.hap1	GYPB	GYPB	295037	319224	-	normal	NM_002100.6	GYPB
210019_APR008.hap1	GYPA	GYPA	409122	440525	-	normal	NM_002099.8	GYPA
210020_APR008.hap2	GYPE	GYPE	170521	205272	-	normal	NM_198682.3	GYPE
210020_APR008.hap2	GYPB	GYPB	294941	319146	-	fusion	NM_002100.6	GYPB:300410-319146:1.00:0.07,GYPE:298605-300409:0.99:0.04,GYPB:298303-298604:1.00:0.00,GYPE:296058-298302:1.00:0.05,GYPB:294941-296057:1.00:0.03
210020_APR008.hap2	GYPA	GYPA	409049	440452	-	normal	NM_002099.8	GYPA
