name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
ADCY1,SNVs,2,2,3,adenylate cyclase 1,0.101954,Extreme selection
ADCY10,SNVs,3,3,3,adenylate cyclase 10,0.00237719,Strong selection
ADCY2,SNVs,3,3,3,adenylate cyclase 2,0.0934847,Extreme selection
ADCY3,SNVs,3,4,3,adenylate cyclase 3,0.0308862,Extreme selection
ADCY4,SNVs,2,3,4,adenylate cyclase 4,0.00365855,Strong selection
ADCY5,SNVs,2,3,4,adenylate cyclase 5,0.0930181,Extreme selection
ADCY6,SNVs,2,3,3,adenylate cyclase 6,0.0325561,Extreme selection
ADCY7,SNVs,3,3,3,adenylate cyclase 7,0.0125535,Extreme selection
ADCY8,SNVs,3,3,3,adenylate cyclase 8,0.0279121,Extreme selection
ADCY9,SNVs,2,3,3,adenylate cyclase 9,0.0708806,Extreme selection
ADCYAP1,SNVs,4,3,4,adenylate cyclase activating polypeptide 1,0.0266722,Extreme selection
ADCYAP1R1,SNVs,2,3,2,ADCYAP receptor type I,0.0140285,Extreme selection
ADD1,SNVs,2,3,3,adducin 1,0.0757958,Extreme selection
ADD2,SNVs,3,3,3,adducin 2,0.0952646,Extreme selection
ADD3,SNVs,2,3,3,adducin 3,0.268129,Extreme selection
ADGB,SNVs,3,4,3,androglobin,0.0026811,Strong selection
ADGRA1,SNVs,3,3,3,adhesion G protein-coupled receptor A1,0.0326555,Extreme selection
ADGRA2,SNVs,2,3,3,adhesion G protein-coupled receptor A2,0.0153656,Extreme selection
ADGRA3,SNVs,2,3,4,adhesion G protein-coupled receptor A3,0.0515505,Extreme selection
ADGRB1,SNVs,2,3,3,adhesion G protein-coupled receptor B1,0.448751,Extreme selection
ADGRB2,SNVs,3,3,3,adhesion G protein-coupled receptor B2,0.107158,Extreme selection
ADGRB3,SNVs,3,3,3,adhesion G protein-coupled receptor B3,0.123476,Extreme selection
ADGRD1,SNVs,3,3,3,adhesion G protein-coupled receptor D1,0.00294661,Strong selection
ADGRD2,SNVs,3,4,4,adhesion G protein-coupled receptor D2,6.0199e-4,Weak selection
ADGRE1,SNVs,3,3,4,adhesion G protein-coupled receptor E1,0.00157295,Strong selection
ADGRE2,SNVs,0,3,3,adhesion G protein-coupled receptor E2,0.00154558,Strong selection
ADGRE3,SNVs,3,3,3,adhesion G protein-coupled receptor E3,7.8003e-4,Weak selection
ADGRE5,SNVs,2,3,3,adhesion G protein-coupled receptor E5,0.00394062,Strong selection
ADGRF1,SNVs,3,3,3,adhesion G protein-coupled receptor F1,9.93e-4,Weak selection
ADGRF3,SNVs,3,4,3,adhesion G protein-coupled receptor F3,5.8841e-4,Weak selection
ADGRF4,SNVs,3,3,3,adhesion G protein-coupled receptor F4,0.00137882,Strong selection
ADGRF5,SNVs,3,3,3,adhesion G protein-coupled receptor F5,0.0288931,Extreme selection
ADGRG1,SNVs,3,3,3,adhesion G protein-coupled receptor G1,0.00454371,Strong selection
ADGRG2,SNVs,3,3,3,adhesion G protein-coupled receptor G2,0.0633,Extreme selection
ADGRG3,SNVs,3,3,3,adhesion G protein-coupled receptor G3,0.00123905,Strong selection
ADGRG4,SNVs,3,3,3,adhesion G protein-coupled receptor G4,0.00195549,Strong selection
ADGRG5,SNVs,3,3,3,adhesion G protein-coupled receptor G5,0.00505334,Strong selection
ADGRG6,SNVs,4,3,3,adhesion G protein-coupled receptor G6,0.0177225,Extreme selection
ADGRG7,SNVs,3,3,3,adhesion G protein-coupled receptor G7,7.4332e-4,Weak selection
ADGRL1,SNVs,3,3,3,adhesion G protein-coupled receptor L1,0.133287,Extreme selection
ADGRL2,SNVs,2,3,3,adhesion G protein-coupled receptor L2,0.113699,Extreme selection
ADGRL3,SNVs,3,3,3,adhesion G protein-coupled receptor L3,0.114058,Extreme selection
ADGRL4,SNVs,3,3,3,adhesion G protein-coupled receptor L4,0.00303421,Strong selection
ADGRV1,SNVs,3,4,4,adhesion G protein-coupled receptor V1,0.0138201,Extreme selection
ADH1A,SNVs,0,0,3,alcohol dehydrogenase 1A (class I)%2C alpha polypeptide,6.6994e-4,Weak selection
ADH1B,SNVs,1,3,3,alcohol dehydrogenase 1B (class I)%2C beta polypeptide,0.00246281,Strong selection
ADH4,SNVs,2,3,4,alcohol dehydrogenase 4 (class II)%2C pi polypeptide,7.4749e-4,Weak selection
ADH5,SNVs,2,3,3,alcohol dehydrogenase 5 (class III)%2C chi polypeptide,0.0049984,Strong selection
ADH6,SNVs,3,3,4,alcohol dehydrogenase 6 (class V),0.00118332,Strong selection
ADH7,SNVs,3,3,3,alcohol dehydrogenase 7 (class IV)%2C mu or sigma polypeptide,7.2849e-4,Weak selection
ADHFE1,SNVs,3,4,4,alcohol dehydrogenase iron containing 1,6.9042e-4,Weak selection
ADI1,SNVs,3,3,3,acireductone dioxygenase 1,0.00122192,Strong selection
ADIPOQ,SNVs,3,3,2,adiponectin%2C C1Q and collagen domain containing,0.00262198,Strong selection
ADIPOR1,SNVs,2,3,2,adiponectin receptor 1,0.0926306,Extreme selection
ADIPOR2,SNVs,3,3,3,adiponectin receptor 2,0.103333,Extreme selection
ADIRF,SNVs,3,2,2,adipogenesis regulatory factor,0.00340016,Strong selection
ADISSP,SNVs,2,1,2,adipose secreted signaling protein,0.00454649,Strong selection
ADK,SNVs,3,3,4,adenosine kinase,0.0227384,Extreme selection
ADM,SNVs,2,2,3,adrenomedullin,0.032097,Extreme selection
ADM2,SNVs,3,3,1,adrenomedullin 2,0.00209046,Strong selection
ADM5,SNVs,1,3,3,adrenomedullin 5 (putative),0.00362983,Strong selection
ADNP,SNVs,2,3,3,activity dependent neuroprotector homeobox,0.333098,Extreme selection
ADNP2,SNVs,3,3,2,ADNP homeobox 2,0.0548534,Extreme selection
ADO,SNVs,1,2,3,2-aminoethanethiol dioxygenase,0.0390341,Extreme selection
ADORA1,SNVs,2,3,3,adenosine A1 receptor,0.032118,Extreme selection
ADORA2A,SNVs,3,2,3,adenosine A2a receptor,0.0349811,Extreme selection
ADORA2B,SNVs,2,3,4,adenosine A2b receptor,8.9967e-4,Weak selection
ADPGK,SNVs,1,4,3,ADP dependent glucokinase,0.0148426,Extreme selection
ADPRH,SNVs,2,3,3,ADP-ribosylarginine hydrolase,9.8724e-4,Weak selection
ADPRHL1,SNVs,3,3,3,ADP-ribosylhydrolase like 1,0.00127973,Strong selection
ADPRM,SNVs,2,3,3,ADP-ribose/CDP-alcohol diphosphatase%2C manganese dependent,0.00649215,Strong selection
ADPRS,SNVs,2,3,3,ADP-ribosylserine hydrolase,0.00674741,Strong selection
ADRA1A,SNVs,3,2,3,adrenoceptor alpha 1A,0.00312435,Strong selection
ADRA1B,SNVs,3,3,3,adrenoceptor alpha 1B,0.022179,Extreme selection
ADRA1D,SNVs,3,3,3,adrenoceptor alpha 1D,0.00248949,Strong selection
ADRA2A,SNVs,3,3,3,adrenoceptor alpha 2A,0.0259683,Extreme selection
ADRA2C,SNVs,3,3,3,adrenoceptor alpha 2C,0.018649,Extreme selection
ADRB1,SNVs,3,3,3,adrenoceptor beta 1,0.0408421,Extreme selection
ADRB2,SNVs,2,4,3,adrenoceptor beta 2,0.0391394,Extreme selection
ADRB3,SNVs,3,3,3,adrenoceptor beta 3,0.00375981,Strong selection
ADRM1,SNVs,2,2,3,ADRM1 26S proteasome ubiquitin receptor,0.252072,Extreme selection
ADSL,SNVs,3,3,3,adenylosuccinate lyase,0.0153362,Extreme selection
ADSS1,SNVs,1,3,4,adenylosuccinate synthase 1,7.8047e-4,Weak selection
ADSS2,SNVs,1,3,1,adenylosuccinate synthase 2,0.0602756,Extreme selection
ADTRP,SNVs,2,3,4,androgen dependent TFPI regulating protein,8.5949e-4,Weak selection
AEBP1,SNVs,3,3,3,AE binding protein 1,0.0127853,Extreme selection
AEBP2,SNVs,2,3,2,AE binding protein 2,0.452139,Extreme selection
AEN,SNVs,1,3,3,apoptosis enhancing nuclease,0.00181388,Strong selection
AFAP1,SNVs,3,4,3,actin filament associated protein 1,0.0232751,Extreme selection
AFAP1L1,SNVs,2,3,3,actin filament associated protein 1 like 1,0.00297683,Strong selection
AFAP1L2,SNVs,3,3,4,actin filament associated protein 1 like 2,0.0210853,Extreme selection
AFDN,SNVs,3,3,3,afadin%2C adherens junction formation factor,0.103937,Extreme selection
AFF1,SNVs,3,3,3,ALF transcription elongation factor 1,0.0407742,Extreme selection
AFF2,SNVs,3,3,3,ALF transcription elongation factor 2,0.116305,Extreme selection
AFF3,SNVs,4,3,3,ALF transcription elongation factor 3,0.160223,Extreme selection
AFF4,SNVs,2,3,4,ALF transcription elongation factor 4,0.284396,Extreme selection
AFG1L,SNVs,2,3,2,AFG1 like ATPase,7.3187e-4,Weak selection
AFG2A,SNVs,3,3,3,AFG2 AAA ATPase homolog A,0.00449746,Strong selection
AFG2B,SNVs,1,3,3,AFG2 AAA ATPase homolog B,0.00119745,Strong selection
AFG3L2,SNVs,1,3,3,AFG3 like matrix AAA peptidase subunit 2,0.0329488,Extreme selection
AFM,SNVs,3,3,3,afamin,0.00063360999999999995,Weak selection
AFMID,SNVs,3,4,3,arylformamidase,6.044e-4,Weak selection
AFP,SNVs,1,3,3,alpha fetoprotein,0.00479777,Strong selection
AFTPH,SNVs,3,3,3,aftiphilin,0.190297,Extreme selection
AGA,SNVs,3,3,3,aspartylglucosaminidase,0.00184884,Strong selection
AGAP1,SNVs,3,4,3,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 1,0.077641,Extreme selection
AGAP2,SNVs,3,3,3,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 2,0.100468,Extreme selection
AGAP3,SNVs,3,4,4,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 3,0.0731221,Extreme selection
AGAP4,SNVs,0,0,3,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 4,0.00561535,Strong selection
AGAP5,SNVs,3,3,4,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 5,0.00129793,Strong selection
AGAP6,SNVs,4,3,4,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 6,0.00329753,Strong selection
AGAP9,SNVs,0,0,3,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 9,0.00346162,Strong selection
AGBL2,SNVs,3,3,3,AGBL carboxypeptidase 2,0.00153349,Strong selection
AGBL3,SNVs,3,3,4,AGBL carboxypeptidase 3,9.2697e-4,Weak selection
AGBL4,SNVs,0,3,3,AGBL carboxypeptidase 4,0.00305179,Strong selection
AGBL5,SNVs,2,3,3,AGBL carboxypeptidase 5,0.0172128,Extreme selection
AGER,SNVs,3,3,3,advanced glycosylation end-product specific receptor,7.1482e-4,Weak selection
AGFG1,SNVs,1,3,3,ArfGAP with FG repeats 1,0.248028,Extreme selection
AGFG2,SNVs,2,3,3,ArfGAP with FG repeats 2,0.0117729,Extreme selection
AGGF1,SNVs,3,3,3,angiogenic factor with G-patch and FHA domains 1,0.0148377,Extreme selection
AGK,SNVs,3,3,3,acylglycerol kinase,0.00188327,Strong selection
AGL,SNVs,3,3,4,amylo-alpha-1%2C 6-glucosidase%2C 4-alpha-glucanotransferase,0.00195103,Strong selection
AGMAT,SNVs,1,3,3,agmatinase (putative),0.00192389,Strong selection
AGMO,SNVs,3,4,4,alkylglycerol monooxygenase,6.4532e-4,Weak selection
AGO1,SNVs,1,3,2,argonaute RISC component 1,0.453588,Extreme selection
AGO2,SNVs,2,2,3,argonaute RISC catalytic component 2,0.390195,Extreme selection
AGO3,SNVs,2,2,2,argonaute RISC catalytic component 3,0.138215,Extreme selection
AGO4,SNVs,0,2,2,argonaute RISC component 4,0.127086,Extreme selection
AGPAT1,SNVs,3,3,3,1-acylglycerol-3-phosphate O-acyltransferase 1,0.117456,Extreme selection
AGPAT2,SNVs,2,3,3,1-acylglycerol-3-phosphate O-acyltransferase 2,0.00122918,Strong selection
AGPAT3,SNVs,3,3,3,1-acylglycerol-3-phosphate O-acyltransferase 3,0.196845,Extreme selection
AGPAT4,SNVs,3,3,2,1-acylglycerol-3-phosphate O-acyltransferase 4,0.0498184,Extreme selection
AGPAT5,SNVs,1,3,3,1-acylglycerol-3-phosphate O-acyltransferase 5,0.0106073,Extreme selection
AGPS,SNVs,3,2,2,alkylglycerone phosphate synthase,0.157472,Extreme selection
AGR2,SNVs,2,2,2,anterior gradient 2%2C protein disulphide isomerase family member,0.0124864,Extreme selection
AGR3,SNVs,3,2,2,anterior gradient 3%2C protein disulphide isomerase family member,5.2238e-4,Weak selection
AGRN,SNVs,3,3,3,agrin,0.0307756,Extreme selection
AGRP,SNVs,1,3,3,agouti related neuropeptide,0.00530692,Strong selection
AGT,SNVs,2,3,3,angiotensinogen,0.0032257,Strong selection
AGTPBP1,SNVs,3,3,3,ATP/GTP binding carboxypeptidase 1,0.0415215,Extreme selection
AGTR1,SNVs,1,3,2,angiotensin II receptor type 1,0.00529358,Strong selection
AGTR2,SNVs,2,3,3,angiotensin II receptor type 2,0.0039815,Strong selection
AGTRAP,SNVs,3,3,3,angiotensin II receptor associated protein,0.00290956,Strong selection
AGXT,SNVs,3,3,3,alanine--glyoxylate aminotransferase,0.00105286,Strong selection
AGXT2,SNVs,3,3,4,alanine--glyoxylate aminotransferase 2,4.1529e-4,Weak selection
AHCTF1,SNVs,3,4,3,AT-hook containing transcription factor 1,0.174976,Extreme selection
AHCY,SNVs,2,2,3,adenosylhomocysteinase,0.021869,Extreme selection
AHCYL1,SNVs,2,3,3,adenosylhomocysteinase like 1,0.166537,Extreme selection
AHCYL2,SNVs,2,3,4,adenosylhomocysteinase like 2,0.0740333,Extreme selection
AHDC1,SNVs,2,3,3,AT-hook DNA binding motif containing 1,0.420946,Extreme selection
AHI1,SNVs,3,4,4,Abelson helper integration site 1,0.00311581,Strong selection
AHNAK,SNVs,3,3,3,AHNAK nucleoprotein,0.0257964,Extreme selection
AHNAK2,SNVs,3,3,3,AHNAK nucleoprotein 2,0.00264811,Strong selection
AHR,SNVs,2,3,3,aryl hydrocarbon receptor,0.186182,Extreme selection
AHRR,SNVs,3,3,3,aryl hydrocarbon receptor repressor,0.00382519,Strong selection
AHSA1,SNVs,3,3,2,activator of HSP90 ATPase activity 1,0.268002,Extreme selection
AHSA2P,SNVs,3,0,0,activator of HSP90 ATPase homolog 2,0.00140885,Strong selection
AHSA2P,SNVs,3,0,0,activator of HSP90 ATPase homolog 2%2C pseudogene,0.00140885,Strong selection
AHSG,SNVs,3,4,3,alpha 2-HS glycoprotein,8.7309e-4,Weak selection
AHSP,SNVs,1,1,3,alpha hemoglobin stabilizing protein,0.001396,Strong selection
AICDA,SNVs,1,3,3,activation induced cytidine deaminase,0.00522198,Strong selection
AIDA,SNVs,3,3,2,axin interactor%2C dorsalization associated,0.00987394,Strong selection
AIF1,SNVs,3,3,3,allograft inflammatory factor 1,0.00230535,Strong selection
AIF1L,SNVs,1,1,3,allograft inflammatory factor 1 like,0.0039907400000000004,Strong selection
AIFM1,SNVs,1,3,3,apoptosis inducing factor mitochondria associated 1,0.177351,Extreme selection
AIFM2,SNVs,3,3,3,AIF family member 2,8.6695e-4,Weak selection
AIFM3,SNVs,3,4,3,AIF family member 3,0.00221595,Strong selection
AIG1,SNVs,2,3,4,androgen induced 1,0.00511082,Strong selection
AIM2,SNVs,3,4,4,absent in melanoma 2,0.0018237,Strong selection
AIMP1,SNVs,3,3,3,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,0.00548688,Strong selection
AIMP2,SNVs,1,3,4,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,0.00228808,Strong selection
AIP,SNVs,3,3,3,aryl hydrocarbon receptor interacting protein,0.0138054,Extreme selection
AIPL1,SNVs,3,3,3,aryl hydrocarbon receptor interacting protein like 1,0.0051408,Strong selection
AIRE,SNVs,3,3,4,autoimmune regulator,0.00380629,Strong selection
AIRIM,SNVs,4,4,3,AFG2 interacting ribosome maturation factor,0.0013892,Strong selection
AJAP1,SNVs,3,3,3,adherens junctions associated protein 1,0.104834,Extreme selection
AJM1,SNVs,2,3,3,apical junction component 1 homolog,0.0283907,Extreme selection
AJUBA,SNVs,1,2,3,ajuba LIM protein,0.0667367,Extreme selection
AK1,SNVs,2,3,3,adenylate kinase 1,0.0045074,Strong selection
AK2,SNVs,1,1,3,adenylate kinase 2,0.00506406,Strong selection
AK3,SNVs,4,3,4,adenylate kinase 3,0.00100487,Strong selection
AK4,SNVs,3,3,3,adenylate kinase 4,0.028846,Extreme selection
AK5,SNVs,3,3,3,adenylate kinase 5,0.0332935,Extreme selection
AK6,SNVs,3,3,2,adenylate kinase 6,0.00218793,Strong selection
AK7,SNVs,4,3,3,adenylate kinase 7,8.3554e-4,Weak selection
AK8,SNVs,3,3,3,adenylate kinase 8,0.00153439,Strong selection
AK9,SNVs,3,3,4,adenylate kinase 9,0.0016154,Strong selection
AKAIN1,SNVs,3,3,3,A-kinase anchor inhibitor 1,0.00803873,Strong selection
AKAP1,SNVs,3,4,3,A-kinase anchoring protein 1,0.043846,Extreme selection
AKAP10,SNVs,2,3,3,A-kinase anchoring protein 10,0.050906,Extreme selection
AKAP11,SNVs,3,3,3,A-kinase anchoring protein 11,0.0638591,Extreme selection
AKAP12,SNVs,3,3,3,A-kinase anchoring protein 12,0.0345862,Extreme selection
AKAP13,SNVs,3,3,3,A-kinase anchoring protein 13,0.0868557,Extreme selection
AKAP14,SNVs,2,1,2,A-kinase anchoring protein 14,0.0260644,Extreme selection
AKAP17A,SNVs,0,3,3,A-kinase anchoring protein 17A,0.0859213,Extreme selection
AKAP3,SNVs,3,3,3,A-kinase anchoring protein 3,0.00788065,Strong selection
AKAP4,SNVs,1,3,3,A-kinase anchoring protein 4,0.151683,Extreme selection
AKAP5,SNVs,3,3,3,A-kinase anchoring protein 5,0.0513363,Extreme selection
AKAP6,SNVs,3,3,3,A-kinase anchoring protein 6,0.072808,Extreme selection
AKAP7,SNVs,4,3,3,A-kinase anchoring protein 7,0.0017698,Strong selection
AKAP8,SNVs,3,3,3,A-kinase anchoring protein 8,0.0562691,Extreme selection
AKAP8L,SNVs,1,3,2,A-kinase anchoring protein 8 like,0.0429098,Extreme selection
AKAP9,SNVs,3,3,3,A-kinase anchoring protein 9,0.0386121,Extreme selection
AKIP1,SNVs,3,3,3,A-kinase interacting protein 1,0.00142686,Strong selection
AKIRIN1,SNVs,1,2,2,akirin 1,0.0909972,Extreme selection
AKIRIN2,SNVs,1,2,3,akirin 2,0.19021,Extreme selection
AKNA,SNVs,3,3,3,AT-hook transcription factor,0.017204,Extreme selection
AKNAD1,SNVs,4,3,3,AKNA domain containing 1,0.00259207,Strong selection
AKR1A1,SNVs,3,3,3,aldo-keto reductase family 1 member A1,0.00199598,Strong selection
AKR1B1,SNVs,1,3,3,aldo-keto reductase family 1 member B,0.0115956,Extreme selection
AKR1B10,SNVs,3,3,3,aldo-keto reductase family 1 member B10,0.00276277,Strong selection
AKR1B15,SNVs,0,3,3,aldo-keto reductase family 1 member B15,0.00114604,Strong selection
AKR1C1,SNVs,0,0,2,aldo-keto reductase family 1 member C1,0.00122651,Strong selection
AKR1C2,SNVs,0,4,4,aldo-keto reductase family 1 member C2,0.00228711,Strong selection
AKR1C3,SNVs,3,3,3,aldo-keto reductase family 1 member C3,6.1843e-4,Weak selection
AKR1C4,SNVs,3,3,3,aldo-keto reductase family 1 member C4,7.9644e-4,Weak selection
AKR1D1,SNVs,1,2,3,aldo-keto reductase family 1 member D1,0.00154703,Strong selection
AKR1E2,SNVs,4,4,4,aldo-keto reductase family 1 member E2,9.724e-4,Weak selection
AKR7A2,SNVs,0,3,3,aldo-keto reductase family 7 member A2,9.3127e-4,Weak selection
AKR7A3,SNVs,3,3,3,aldo-keto reductase family 7 member A3,9.8877e-4,Weak selection
AKT1,SNVs,2,2,2,AKT serine/threonine kinase 1,0.149809,Extreme selection
AKT1S1,SNVs,1,2,2,AKT1 substrate 1,0.0133263,Extreme selection
AKT2,SNVs,3,3,2,AKT serine/threonine kinase 2,0.0779176,Extreme selection
AKT3,SNVs,2,2,1,AKT serine/threonine kinase 3,0.297607,Extreme selection
AKTIP,SNVs,2,4,2,AKT interacting protein,0.0778091,Extreme selection
ALAD,SNVs,3,3,3,aminolevulinate dehydratase,0.0214086,Extreme selection
ALAS1,SNVs,1,3,3,5'-aminolevulinate synthase 1,0.0328315,Extreme selection
ALAS2,SNVs,1,3,3,5'-aminolevulinate synthase 2,0.268826,Extreme selection
ALB,SNVs,2,3,3,albumin,0.0392545,Extreme selection
ALCAM,SNVs,2,2,3,activated leukocyte cell adhesion molecule,0.0441422,Extreme selection
ALDH16A1,SNVs,3,3,3,aldehyde dehydrogenase 16 family member A1,0.00116983,Strong selection
ALDH18A1,SNVs,2,2,3,aldehyde dehydrogenase 18 family member A1,0.0321054,Extreme selection
ALDH1A1,SNVs,1,3,3,aldehyde dehydrogenase 1 family member A1,0.0607188,Extreme selection
ALDH1A2,SNVs,2,3,3,aldehyde dehydrogenase 1 family member A2,0.0652549,Extreme selection
ALDH1A3,SNVs,3,3,3,aldehyde dehydrogenase 1 family member A3,0.0452889,Extreme selection
ALDH1B1,SNVs,4,4,4,aldehyde dehydrogenase 1 family member B1,0.00170227,Strong selection
ALDH1L1,SNVs,1,3,3,aldehyde dehydrogenase 1 family member L1,0.00137293,Strong selection
ALDH1L2,SNVs,3,3,4,aldehyde dehydrogenase 1 family member L2,0.00213588,Strong selection
ALDH2,SNVs,2,3,3,aldehyde dehydrogenase 2 family member,0.00203915,Strong selection
ALDH3A1,SNVs,1,3,3,aldehyde dehydrogenase 3 family member A1,0.00123112,Strong selection
ALDH3A2,SNVs,3,4,4,aldehyde dehydrogenase 3 family member A2,0.00284864,Strong selection
ALDH3B1,SNVs,0,3,4,aldehyde dehydrogenase 3 family member B1,0.00204648,Strong selection
ALDH3B2,SNVs,4,3,4,aldehyde dehydrogenase 3 family member B2,6.6068e-4,Weak selection
ALDH4A1,SNVs,3,3,3,aldehyde dehydrogenase 4 family member A1,0.00388732,Strong selection
ALDH5A1,SNVs,3,3,3,aldehyde dehydrogenase 5 family member A1,0.00417039,Strong selection
ALDH6A1,SNVs,3,4,2,aldehyde dehydrogenase 6 family member A1,0.0054262,Strong selection
ALDH7A1,SNVs,2,3,3,aldehyde dehydrogenase 7 family member A1,0.00413194,Strong selection
ALDH8A1,SNVs,3,3,3,aldehyde dehydrogenase 8 family member A1,0.0016204,Strong selection
ALDH9A1,SNVs,3,3,3,aldehyde dehydrogenase 9 family member A1,0.00109312,Strong selection
ALDOA,SNVs,2,2,2,aldolase%2C fructose-bisphosphate A,0.0259257,Extreme selection
ALDOB,SNVs,2,3,3,aldolase%2C fructose-bisphosphate B,0.00146732,Strong selection
ALDOC,SNVs,2,2,3,aldolase%2C fructose-bisphosphate C,0.0251503,Extreme selection
ALG1,SNVs,2,3,3,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,0.0024709,Strong selection
ALG10,SNVs,0,3,3,ALG10 alpha-1%2C2-glucosyltransferase,0.0128046,Extreme selection
ALG10B,SNVs,3,3,3,ALG10 alpha-1%2C2-glucosyltransferase B,0.00463286,Strong selection
ALG11,SNVs,3,3,3,ALG11 alpha-1%2C2-mannosyltransferase,0.00373535,Strong selection
ALG12,SNVs,3,3,4,ALG12 alpha-1%2C6-mannosyltransferase,0.00209819,Strong selection
ALG13,SNVs,3,3,2,ALG13 UDP-N-acetylglucosaminyltransferase subunit,0.302533,Extreme selection
ALG14,SNVs,3,3,2,ALG14 UDP-N-acetylglucosaminyltransferase subunit,0.00118996,Strong selection
ALG1L1P,SNVs,3,0,0,ALG1 like 1%2C pseudogene,0.0018516,Strong selection
ALG2,SNVs,3,3,3,ALG2 alpha-1%2C3/1%2C6-mannosyltransferase,0.00468464,Strong selection
ALG3,SNVs,3,3,3,ALG3 alpha-1%2C3- mannosyltransferase,0.00162875,Strong selection
ALG5,SNVs,2,3,3,ALG5 dolichyl-phosphate beta-glucosyltransferase,0.0292947,Extreme selection
ALG6,SNVs,2,4,3,ALG6 alpha-1%2C3-glucosyltransferase,0.00677956,Strong selection
